545	Tlcd3a
546	Psme3
547	Gm12626
548	Gm12616
549	Gm12624
550	Gm12614
551	Gm12615
552	Ifrd1
553	Med6
554	Hbp1
555	Prkar2b
556	Rbm25
557	Brms1l
558	Dnajb9
559	Psen1
560	Polr1f
561	Nbas
562	Tspan13
563	Rock2
564	Snx13
565	Pum2
566	Smc6
567	Rdh14
568	Ubxn2a
569	Pfn4
570	Itsn2
571	Dus4l
572	Cenpo
573	Rab10
574	Klhl28
575	Fkbp3
576	Strn3
577	Gtf2a1
578	Sel1l
579	Sec23a
580	L2hgdh
581	Trappc6b
582	Pnn
583	Mia2
584	Ttc8
585	Ralgapa1
586	Slirp
587	Ppp2r5e
588	Fut8
589	Tmx1
590	Mnat1
591	Hif1a
592	Pals1
593	Plek2
594	Vti1b
595	Srsf5
596	Gm20498
597	Esyt2
598	Trip11
599	Golga5
600	Entpd5
601	Gpatch2l
602	Ccnk
603	Eif5
604	Nek9
605	Pcnx4
606	Sos2
607	Rps29
608	Baz1a
609	Arhgap5
610	Heatr5a
611	Fbxo33
612	Prpf39
613	Pnpla8
614	Ddx1
615	Asxl2
616	Ldah
617	Wdr20
618	Cpsf2
619	Ppp4r3a
620	Dync2i1
621	Zfp410
622	Dnal1
623	Mgat2
624	Wdr89
625	Tmem251
626	Gm527
627	Arl4a
628	Vcpkmt
629	Atad2b
630	Psma3
631	Gemin2
632	2700097O09Rik
633	Cfl2
634	Rpl31-ps1
635	Nrxn3
636	Ywhaq
637	Ighv5-2
638	Ighv14-4
639	Ighv1-18
640	Gm6316
641	Eif1ad7
642	Srp54c
643	Ccdc71l
644	Eif1ad6
645	Gm9921
646	Ighv1-53
647	Ighv1-69
648	Ighv8-6
649	Ighv1-84
650	Ighv5-9
651	Ighv2-9-1
652	Ighv1-37
653	Ighv1-5
654	Ighv2-6
655	Ighv1-63
656	Rnf113a2
657	Ighv8-5
658	Gm9238
659	Gm5660
660	Gm19196
661	Gm35240
662	Gm4930
663	Klf6
664	Acot13
665	Homer1
666	Mplkip
667	H2bc4
668	Wdr37
669	Gtpbp4
670	Mtr
671	Exoc2
672	Ripk1
673	Snrnp48
674	Ercc6l2
675	Ccnh
676	Sdha
677	Erap1
678	Atg10
679	Rad17
680	Btf3
681	Slc35d2
682	Larp4b
683	Tut7
684	H1f2
685	Zscan12
686	Iars
687	Mylip
688	Rfesd
689	Rps23
690	H1f1
691	Bdp1
692	H1f3
693	Idi1
694	H1f5
695	Rsl1
696	H4c9
697	H4c3
698	H4c8
699	H4c4
700	H2ac4
701	Cks2
702	H2bc12
703	H2ac15
704	Fam172a
705	H4c12
706	H4c11
707	H3c6
708	H2bc24
709	H2bc22
710	H3c3
711	Zfp65
712	H2ac13
713	Arrdc3
714	Zfp998
715	Mir692-3
716	H2ac14
717	Zfp712
718	Gm21761
719	Zfp87
720	H3c8
721	H3c11
722	Mettl17
723	Rpl15
724	Timm23
725	Ankrd28
726	Ube2e1
727	Anxa7
728	Ppp3cb
729	Vcl
730	Ero1a
731	Eef1akmt1
732	Ska3
733	Micu2
734	Cab39l
735	Zc3h13
736	Akap11
737	Ppp2r2a
738	Fndc3a
739	Cog3
740	Supt16
741	Tmem260
742	Gnpnat1
743	Sec24c
744	Ift88
745	Dennd6a
746	Ggact
747	Pcca
748	Kbtbd7
749	Rft1
750	Kbtbd6
751	Gm8082
752	Trav9-4
753	Puf60
754	Rrm2b
755	Eny2
756	Mtbp
757	Twf1
758	Xrcc6
759	Senp1
760	Azin1
761	Vps13b
762	Rpl37
763	Ep300
764	Rpl31-ps8
765	Hmox2
766	Txndc11
767	Riox2
768	Tomm70a
769	Senp5
770	Top3b
771	Pak2
772	Tfrc
773	D16Ertd472e
774	Rfc4
775	Eif4a2
776	Pigp
777	Son
778	Synj1
779	Sod1
780	Ift57
781	Hacd2
782	Rubcn
783	Ccdc50
784	Cd47
785	Rpl35a
786	Gspt1
787	Klhl24
788	Rpl24
789	Zfp959
790	Msh6
791	Chd1
792	Phf10
793	Tbc1d5
794	Cdc5l
795	Sgo1
796	Glo1
797	Myl12a
798	Ndc80
799	Dpy30
800	Slc30a6
801	Yipf4
802	Srsf7
803	Pigf
804	Luc7l
805	Thumpd2
806	Eml4
807	Dnah8
808	Calm2
809	Ermard
810	Supt3
811	Heatr5b
812	Zfp943
813	Zfp119a
814	Hnrnpm
815	Zfp119b
816	Srsf3
817	C030034I22Rik
818	Dynlt1f
819	Zfp960
820	Zfp955b
821	1700097N02Rik
822	Snrpd1
823	Srp19
824	Wac
825	Mib1
826	Etf1
827	Me2
828	Atp9b
829	Txnl1
830	Tmx3
831	Ss18
832	Matr3
833	Poli
834	Fbxo38
835	Osbpl1a
836	Usp14
837	Rpl17
838	Gm10557
839	Grk5
840	Rfk
841	Minpp1
842	Zdhhc6
843	Eif3a
844	Prdx3
845	Noc3l
846	Trub1
847	Cutc
848	Slf2
849	Rab11fip2
850	Plpp6
851	9930021J03Rik
852	B3gat3
853	Erdr1
854	Gm47283
