reanalysed				
ID	Gene.symbol	logFC	P.Value	adj.P.Val
1456111_at	Nxpe4	1.7182117872	0.0003908206	0.0468787254
1420664_s_at	Procr	0.6665369472	0.0003939251	0.0471257747
1419627_s_at	Clec4n	1.3975093327	0.0003963595	0.0472266768
1433782_at	Cldn12	0.7204396464	0.0003968628	0.0472266768
1420760_s_at	Ndrg1	0.7374356916	0.000400565	0.047541789
1434272_at	Cpeb2	0.7289623369	0.0004058692	0.048018464
1424443_at	Tm6sf1	-0.8051808097	0.0004067106	0.048018464
1424208_at	Ptger4	0.955079336	0.000409655	0.0481857513
1430534_at	Rnase6	-1.8212467322	0.000414171	0.0481857513
1456174_x_at	Ndrg1	0.7305316271	0.0004143201	0.0481857513
1428094_at	Lamp2	0.6585025034	0.0004151492	0.0481857513
1418237_s_at	Col18a1	1.0214810804	0.0004152085	0.0481857513
1425084_at	Gimap7	-1.4104535367	0.0004157823	0.0481857513
1434756_at	Fzd4	-0.8095503141	0.0004161449	0.0481857513
1439808_at	Ipcef1	-0.9049873047	0.0004166746	0.0481857513
1428749_at	Dmxl2	0.7764904678	0.0004195565	0.0482969771
1453055_at	Sema6d	0.9414060196	0.0004197782	0.0482969771
1418946_at	St3gal1	0.8092977064	0.0004233029	0.0485785825
1453152_at	Mamdc2	-0.8149997931	0.0004315259	0.049396577
1433501_at	Ctso	0.8040434426	0.0004344584	0.0496063452
