	young_A10	young_A11	young_A3	young_A5	young_A7	young_A9	young_B11	young_B1	young_B2	young_B3	young_B5	young_B7	young_C11	young_C12	young_C1	young_C5	young_C7	young_C8	young_D1	young_D3	young_D6	young_D7	young_D8	young_D9	young_E11	young_E1	young_E2	young_E3	young_E6	young_F1	young_F2	young_F3	young_F5	young_F6	young_F8	young_F9	young_G12	young_G1	young_G2	young_G3	young_G6	young_G7	young_G8	young_H11	young_H12	young_H4	young_H5	young_H8	old_A10	old_A11	old_A12	old_A1	old_A5	old_A6	old_A7	old_A8	old_B10	old_B11	old_B2	old_B3	old_B4	old_B5	old_B6	old_B7	old_C10	old_C11	old_C12	old_C1	old_C4	old_C5	old_C6	old_C7	old_C8	old_C9	old_D11	old_D12	old_D1	old_D4	old_D6	old_D7	old_D8	old_D9	old_E10	old_E11	old_E12	old_E1	old_E3	old_E5	old_E7	old_E8	old_E9	old_F10	old_F12	old_F1	old_F3	old_F4	old_F5	old_F7	old_F8	old_F9	old_G10	old_G12	old_G1	old_G2	old_G3	old_G5	old_G6	old_G9	old_H11	old_H12	old_H2	old_H4	old_H5	old_H6	old_H7	old_H8	old_H9
Egr1	2.5154160750951617	1.7440811489488726	2.059820443016309	3.1733711670137246	2.774288934633033	3.591566805231934	3.5469631117598617	3.794940242435581	2.313454955062575	3.5680153955124267	4.067401586723243	1.4265621306400373	3.1680449566321465	3.7367528648574098	1.5595078032999619	1.9325886937149868	3.4853101059210143	1.557491413501378	3.541618024627679	3.532702105310988	1.2834499934615289	0.7271961535572226	3.6186372368671376	1.486381315524468	3.485648721626262	3.7289045168009305	3.779057165897089	1.4916147918948628	0.9287295772494449	2.4445493639801	2.62078082911853	3.310339169856464	3.5305331125403594	3.5039012980189037	2.2701254588742685	3.648867063801628	2.962021128266246	3.023597499154313	2.156854166157226	3.774633874323685	3.8265511472707856	2.67155206045789	3.788399106534584	2.024624068045637	3.658766682864371	3.8619957419610222	2.9213856927466084	3.58002658460661	3.665366554499173	3.521321653091529	3.6061816625293335	3.701187813871805	3.4769115559728716	3.7139780774447915	3.6671663344535603	3.8737452042175127	3.445979904263156	3.6975691044210555	3.692847100743088	3.8604379957864396	3.7890473309835806	3.9464503998399083	2.635209669282379	3.741573768267556	3.620182192346521	3.8482348513167457	3.7284154346109672	3.8038003022027596	3.8469717358979674	3.7239253078858736	3.582849244458199	3.8567461806767023	3.884789044262408	3.799681536097371	3.962236937408533	3.701287017272492	4.121801911524296	3.5064616915397266	3.7860102713794426	4.040540295195357	3.610186804679617	3.7840576787024407	3.769283366324048	3.5783150926549023	2.7604377766392645	4.004821455742263	3.7561329929437277	3.878638816199841	3.854729096364712	3.9451839050818727	3.933686216775163	4.011020812996458	3.974651626824397	3.5632897067015783	3.780701778184791	3.7830370237436766	3.792219058514636	4.137870521091282	3.979415697537594	4.0457010038071255	3.9983395187030664	3.7603576789506317	3.721301078185449	3.838547362344116	3.710717486883214	3.6388154778124084	3.885688236362147	2.6604290779062807	3.6270565576623977	3.9346978104540544	3.7387124209956406	4.058005977465115	3.7620442764059776	3.7555649486712257	3.951580247418531	3.3936436526849048	3.9158311401303885
Ehd3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8785210943592644	0.0	0.8701968477960018	0.0	0.0	0.0	0.0	0.901598556683418	0.0	0.0	0.0	0.0	1.0599535159634517	0.0	3.1000649443865114	0.0	2.614034866485234	0.0	0.0	0.9899135360566989	1.2731493769254139	0.0	0.0	0.0	0.0	0.0	1.004131027988428	0.0	0.0	0.740358098374625	2.8731575218403043	0.0	1.8618214798898476	0.0	0.0	0.0	1.385780428406448	0.0	0.0	0.0	0.0	3.4379279907789213	0.0	0.0	1.9339386745063656	3.3534863003267774	0.0	0.0	1.428849590512139	2.248567780663241	0.0	1.0501385041765665	0.0	0.0	2.6545046535441523	3.028977733820979	3.3718968478475406	2.5283454588768834	0.0	0.0	0.0	3.3013563563453685	2.8118973566200403	1.1834306443570415	2.2922739600693407	1.6227695942289548	0.0	0.0	0.0	2.2645219095436415	1.93374869572124	0.0	1.5765123632828648	1.3548847177875978	0.0	3.4278283499224464	1.2612582826237393	0.0	0.0	0.0	3.3638006623373125	3.4989295084831222	3.7873718585849137	0.9690045442680881	0.9312828976657683	3.1065136793746335	0.0	2.5773731150565355	1.3819831133945628	2.503781412354892	0.0	0.0	0.9599759855184216	0.0	0.0	2.055485138533626	3.5302473218764785	0.0	3.4912649139530068	1.3403851489130558	1.944179811410632	0.0	0.0	0.0	2.7650945861978293	1.9035662972847622	0.0	1.4478921770497302	3.017236098054359	0.0
Enpp5	0.0	0.0	1.1186887775364522	0.0	1.9533486936456659	2.7270929911774546	0.0	0.0	0.0	0.0	0.0	2.8221195368517416	0.0	3.1940584104450926	0.0	0.0	3.6609205500609003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.11780468067442	3.669389130456445	1.337626481091131	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.050132040859605	3.239352816342095	3.3713030391319196	1.598691018289868	1.1578624508440627	3.285529671314642	2.00389059384445	3.049857576565643	2.5136331027013505	1.5694401102543765	3.270342525322943	1.0969315004772533	3.243320902194232	1.3647090774119641	1.975525945042902	3.3015524811258508	3.7084858421628457	3.572474666745417	2.062433946699513	1.2709520361183917	3.6100663748924795	0.8579031321444712	0.0	3.233482450679591	1.8280952463115028	3.5864019360696373	3.8990996029164022	1.5633520849793487	0.0	1.0872205830918695	3.3876343929146806	3.567576743353997	1.5735907470440613	2.254731703068557	2.9931374783775464	2.0498296003878136	0.0	0.0	0.0	3.3353162236485714	1.469778865635691	1.2045637818180028	3.297796409832784	0.9312828976657683	2.7554322006949974	2.126182256749144	3.676923131564896	3.45462548026432	1.8471534823683902	0.9520448749789026	3.4918088032294254	3.4150034951928063	2.2365724467693475	0.0	1.0513812065971941	3.27568153903343	2.2372319061268247	0.0	0.0	2.964808539734472	2.617410017873747	3.004230245812649	0.0	1.533327478564483	1.069169740051065	0.0	3.782769758621394	1.176005187553538	3.6326090701289995
Evc	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9059144403389315	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0235524547371133	0.0	0.0	0.0	1.7378793994008064	0.0	0.0	1.5294772508889074	0.0	0.0	0.0	0.0	1.5694401102543765	0.0	0.0	0.0	0.0	3.198743622434904	0.0	0.0	1.159605574966809	0.0	0.0	1.0127858413701478	3.767725889435969	1.553989854722114	0.0	0.0	0.0	3.739195053507517	0.9845831905221459	0.0	0.0	0.0	0.0	1.3548847177875978	1.610697403864841	0.0	1.818962100182642	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.5200546893500486	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0927543435350113	0.0	0.0	0.0	0.0	1.069169740051065	0.0	0.0	0.0	0.0
Exoc6b	0.0	0.9601906719967449	3.2076558794656194	0.0	0.0	0.0	0.0	0.0	0.0	1.2492624571391808	0.0	0.0	3.3601954687523437	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.291804261303071	0.0	0.0	0.0	2.0185040400676857	0.0	0.0	0.0	0.0	0.0	1.097395265277747	0.0	2.6649704131554763	1.7916345883216283	3.6389640636559015	0.0	0.0	3.8441203225160425	1.1454881721316337	0.0	1.8605284366422434	0.0	1.6036920018490926	1.5240002217022464	0.0	0.0	0.0	0.0	2.035583940061979	1.6360851225720914	3.454409000016068	1.9839174133058857	2.1629842090679565	3.1399459109789234	0.0	2.5982234281341388	0.0	0.0	3.049355854100474	0.8437348957148173	0.0	0.0	0.0	1.0762889267127138	3.06045808696049	1.8271360582488105	3.069937161883635	1.385435651773268	3.388710307386614	1.1834306443570415	3.5330077442614676	1.6227695942289548	1.1070720971423975	0.0	2.384038498386214	3.223492089732334	2.992909733778044	0.0	3.5779059188212754	3.554504641692189	3.1483848257946736	3.010450470579402	1.2612582826237393	0.0	0.6327889830551003	2.6498980414373463	3.364461723150987	1.0939851747737508	0.0	3.481868527875332	0.0	0.873898422255744	3.809226791739051	0.9358027099683501	2.528115622899742	2.0926273437058294	0.0	3.2725094088978706	3.4922309773833558	0.0	3.223056340165715	3.3027387010711173	3.728007473850448	2.1497613905363235	3.933227337972402	3.5903723827555774	2.9273748369590677	0.0	0.0	2.206984813988106	3.705470228326165	1.069169740051065	1.8478698969092584	2.977045253275868	2.5942544042871765	1.3726678767002374
Fap	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0680760401051606	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.9067763954794095	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.599724948892188	1.1454881721316337	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.2584463354568816	0.0	0.0	0.0	0.0	0.0	3.0728785367300424	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2709520361183917	1.0127858413701478	0.0	3.4585297899609087	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9906869685207236	0.0	0.0	0.0	0.0	3.4278376621694897	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.464933543166241	0.0	1.069169740051065	0.0	0.0	0.0	0.0
Fhdc1	0.0	0.0	0.0	0.0	1.6259470820088515	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9472230310710844	1.0502043632235174	0.0	0.0	0.0	3.7791943866575655	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.75877525067889	0.0	0.0	0.0	1.5912350837526037	1.9567208648201335	1.3526347351747976	0.0	0.0	0.0	0.0	1.0386581585755037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.5571346098278775	0.0	0.0	0.0	0.0	2.720751845981564	1.8172008022460444	1.159605574966809	0.0	1.8377696326753021	2.9156610696316196	0.0	0.0	3.361610022675765	1.251776027279544	0.0	0.0	2.5216823950570673	0.0	1.8567164354976657	0.0	0.0	0.0	0.0	0.0	0.0	1.2590650373269567	0.0	0.0	0.0	2.9154978067282107	2.694474957003155	0.0	0.0	0.0	0.0	0.0	0.0	2.9875964613122328	0.9520448749789026	0.0	0.0	0.0	2.282127268450052	1.0513812065971941	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.616631993325713	0.0	0.0	0.0
Fhl1	0.0	0.9601906719967449	2.4362907763033577	0.0	0.0	0.0	0.0	3.3946686656550424	0.0	0.0	0.0	0.0	3.135801356681026	1.0502043632235174	0.0	0.98172063064778	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.327873900083133	0.0	1.4791958448564766	0.0	0.0	0.0	0.0	0.0	2.424718609738751	2.2295060228287897	0.0	0.0	0.0	0.0	0.0	0.0	1.1454881721316337	0.0	0.9532849382762115	0.0	0.0	0.0	0.0	2.1380248004002222	1.6123550891834844	2.9757875584501545	2.713405479616459	0.0	0.0	2.840912928914531	3.192202966021238	2.280338820876474	0.0	2.5136331027013505	2.066288319199642	3.1938802704315297	2.2155750895384787	0.0	2.294995316915969	1.975525945042902	2.948627443635435	1.453890035503497	1.159605574966809	1.962380611166402	2.6317832124428873	3.416167149494351	3.4291507749821273	3.5523740693019166	0.0	3.107752478402356	1.4733094716142099	3.808988613104359	1.9042403754657695	1.5321546413456566	0.0	0.0	3.507283384731315	3.6922968978889084	2.9918389796562703	3.5238887647220016	2.8486091656089476	0.0	0.6327889830551003	3.4412391322025706	3.6379502604419702	0.0	2.4174029085590347	0.0	1.3072328375850677	0.0	1.3712914699126046	1.3055320790071538	3.6446137690847444	3.140170768786896	0.0	0.0	3.1945419623054288	3.6941146076844746	2.195296005754658	1.0513812065971941	0.0	2.693476235647224	3.63393415670381	3.756689336067185	0.0	1.87924322439856	0.0	0.0	2.6135462154642854	2.057504727596675	1.8478698969092584	0.0	2.9749437725279226	0.0
Flt3	0.0	1.350866196107467	0.0	2.7378205702360146	1.9533486936456659	0.0	0.0	0.0	0.958727441847275	0.0	0.0	0.6953203465174044	0.0	0.0	0.0	0.0	0.9169676679022196	1.6924516926900812	0.9428215956226509	0.0	0.0	1.6205848066766189	0.0	0.0	0.0	0.0	0.0	0.0	0.9287295772494449	0.9517170483837661	3.441704510750516	1.097395265277747	0.0	0.0	2.129439052653415	0.0	2.8453818514607554	0.0	0.0	0.0	1.5912350837526037	3.6054454932959135	0.0	3.6557418088893767	0.9461954317239376	0.0	0.0	1.4033173896513607	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.9466612425101784	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Fyb	2.9631418491602997	0.0	3.333384147529806	3.0084942820082707	2.7442609592580833	0.0	1.5807297829185762	0.0	2.083399689895161	3.101468570428832	2.731750598720917	3.5186517602707363	2.848186333143621	1.6204616911912135	0.0	2.8567024393339526	0.0	0.0	0.0	0.0	0.0	0.0	2.628933376113259	0.9095487396019861	2.8902952681918146	1.6884018078565182	3.0775710019094387	3.660256840939094	2.9318210735670607	1.5405256271917054	1.6980418315056287	3.59950667796072	3.4313094002520743	0.0	3.1615364423797234	3.0129501827392664	3.9403513101782446	0.0	2.44090797290032	1.7216996709831491	2.1663153468716487	2.330267559098555	3.552912430308391	2.8846655155235976	1.5240002217022464	0.6934224118947598	0.0	3.040578613841015	2.551848507700641	2.811212113174365	0.0	3.4339428068863107	3.4603041908437935	2.9922864365867143	2.1702614943536096	0.0	3.2017000228593906	2.959763673919793	2.5571346098278775	1.0969315004772533	3.4736132105010564	1.3647090774119641	2.2916364361330603	3.221450706379843	1.453890035503497	3.3331339766728285	1.6254463918944346	3.5556636782381257	1.385435651773268	1.2344825007342883	2.369347742820255	3.523182859838338	1.6227695942289548	2.9601763920055904	3.5637490309894058	3.153879177378439	2.0631975666881837	0.0	2.5961413827818567	3.879365650962109	3.221800244621033	3.1756081476962787	3.371891842036532	1.6209552220899173	1.6700325856892022	3.5962183015803877	3.303664264155867	2.053190935864881	3.5400626311768106	3.518810980027141	3.595407197184283	0.9312828976657683	3.6304309988986905	0.0	3.3132852874110332	3.069922829762577	3.4789980700208574	1.730250391138959	2.865512163016095	0.9599759855184216	3.5791093374970613	1.9990805435448926	2.9274734088419816	2.7696370633990335	3.5119619215499562	1.2817723974327264	1.7103676131703158	3.5486273665115804	3.5392232684546054	1.7905358863579515	3.3310594129188744	1.3063453450498768	3.3984955635450715	2.318788554773583	3.216355191975944	3.420434901747567	1.6065112850667673
Gabra4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.8789122106482319	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.319937837373552	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0582003420479273	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.8204406686317824	0.0	0.0
Gadd45g	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.726587439857984	0.0	0.0	0.9428215956226509	1.634078625141504	3.2580043422294787	0.0	2.8654794257670675	0.0	0.0	0.0	2.087415755305278	0.0	0.0	0.0	0.0	0.0	0.0	2.6559760106007015	1.0353553137184126	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.090983268380052	2.6424353766036615	2.113284015900123	1.598691018289868	2.5216875331699424	0.0	2.970393660805797	1.428849590512139	2.9776296055655864	1.5694401102543765	2.5571346098278775	0.0	0.8437348957148173	0.0	0.0	0.0	1.6700971399020283	1.159605574966809	1.6254463918944346	1.9726971892079457	0.0	3.1889523158141357	1.553989854722114	1.1074299238180314	3.440826313597033	1.8207984409898508	2.4164093081143534	1.5633520849793487	2.3939953130297664	2.5532115254690924	1.0948527915096997	0.8165952796644235	3.422991451100899	3.3539442746687858	3.7474615250776724	2.3636221356068057	2.498944504256593	0.0	0.0	2.856751178832437	2.2853410682563005	2.525732295276738	3.0295167302589014	3.413534382994203	0.873898422255744	3.349056110216104	3.242002494698833	1.845813014577793	1.4816719397950793	1.9452982518016333	3.2342084461973353	3.56243044073162	0.8254134349720843	0.0	1.7887209140636449	0.0	0.0	0.0	0.0	0.0	2.5124921876650217	3.0788368454499473	0.0	0.0	0.0	0.0	1.4478921770497302	1.176005187553538	1.6065112850667673
Gda	1.7185419601351009	1.350866196107467	2.161850209060245	3.623689958708105	2.9875891981574614	3.143218583465906	2.113433825127861	1.8285001997905377	1.3170242463510486	1.4796917984676488	1.2859152651021812	1.2666389052617157	1.528126930151636	3.142881813685191	2.136654237368822	0.0	2.788982709218578	0.7557063906652118	1.796427604478946	1.0599535159634517	1.5608982824138473	0.7271961535572226	1.8398140384321693	0.0	1.6206606803129397	3.3716123383034504	1.3553515224727963	0.0	1.5037865013445142	2.1268467075907194	1.6980418315056287	1.9348540444908644	1.1199084990641672	1.9428373368892884	1.0353553137184126	1.15032147082057	3.209835065500094	3.495299945032078	1.4667091107970875	2.2195145517306054	2.4596930889974993	0.9532849382762115	2.2464785253842576	1.952425310892517	1.3103947651889438	1.4198065088776612	1.8984676771377849	2.013291555173649	3.4000961907754395	3.431588792839241	1.6360851225720914	3.4648552735320894	1.8792669894570584	3.389811722591505	3.50333823465623	3.3879829742927488	0.0	1.8939190033416338	0.0	1.4634801348492374	0.8437348957148173	3.312156603099964	1.3207792262513485	3.5396285380603154	3.098329770140618	3.449831373750505	2.2051983438536724	2.739027546199478	3.3907774975191405	0.8579031321444712	3.339248286211842	3.355148340132912	2.957515486511818	3.5977725882917544	1.602748486640746	2.6619256840434327	3.613178923554814	3.2543387043969325	2.7450718352365495	3.7587082039306976	0.9808426492148976	3.4618133283296912	3.717351829632293	3.513066307838635	1.6700325856892022	1.2121725757167616	2.8933299261203147	3.7362745453827797	1.469778865635691	3.7033414220783385	2.756032216363052	2.0869967453414215	4.047394719604377	3.525703474746486	3.4805659382037013	2.3408178735864564	3.449437143398749	2.0892128686749176	3.4447860016374237	3.7015882314226203	1.9220301156687514	3.616170900346236	3.3375896767927355	3.3934622238159813	3.302535110717816	2.7315656296896726	3.6530983553402137	1.4611979746874704	1.7402193567193693	1.428095048133458	0.0	3.199154355397802	1.9881918909037115	3.373204410356215	3.386820670062541	3.0593949484020015	0.9784517257892809
Gem	2.7895495339701974	0.0	0.0	3.174233936565572	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.98172063064778	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.1522871371379773	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.316796452945811	0.0	1.514293239867135	0.0	0.0	0.0	0.0	1.8682463735811237	0.0	0.0	0.0	0.0	1.4057205503013237	0.0	3.0937044060094445	1.1578624508440627	3.430214095805135	0.0	1.0429157224968033	0.0	0.0	3.3077497380709864	0.0	0.8437348957148173	0.0	1.3207792262513485	0.0	0.0	0.0	1.2598806614543738	1.6364335640537657	0.0	2.8616768602867135	0.0	0.0	1.251776027279544	3.4818491442675983	0.0	0.9845831905221459	3.8547045293693754	3.054500539749713	3.074922173048791	0.8165952796644235	3.5583371477049837	3.4293516239661046	3.2981294905820193	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9690045442680881	0.0	0.0	3.693156491828808	1.3055320790071538	1.3819831133945628	3.005058421202645	0.0	0.0	3.582366066080489	0.0	0.0	1.7887209140636449	3.4537027662880737	2.734818159308974	0.0	1.3403851489130558	0.0	1.1661734366244347	0.0	0.0	0.0	0.0	2.318788554773583	3.4164853888374886	0.0	0.9784517257892809
Ghr	0.0	0.0	0.0	1.6928571683599662	0.0	0.0	0.0	2.678250641783038	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.008474425409151	0.0	0.0	0.0	0.0	0.0	0.0	1.5673676654838018	0.0	0.0	1.8923822951873008	0.0	1.097395265277747	0.0	0.0	0.0	0.0	0.0	0.0	1.4667091107970875	1.7216996709831491	0.0	0.0	0.975424947575762	1.0105007766234988	3.1802901781767328	0.0	0.9899394998483388	0.0	2.961014719975829	0.0	2.5318061812258152	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.73746817198007	0.0	0.0	0.0	0.0	0.0	2.1798436030620048	0.0	0.0	0.0	3.021936670418257	2.8419605940065513	0.0	0.0	0.0	2.9351206709002082	3.524316558373617	3.0372943739821787	0.0	2.7992201158396037	0.0	1.6839399739328493	0.0	0.0	0.9312828976657683	0.0	0.0	3.67827098481669	2.7187834083734352	1.2582108761638842	0.9520448749789026	1.0278953567025992	3.4673708380857096	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.2158196624155724	0.0	0.0	0.0	0.0	0.0	3.7648290376672127	2.658244604075377	0.0
Gipc2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0626951588007487	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.084651772162988	0.0	0.0	3.3083592921094005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3101689431826269	0.0	2.2461968728991746	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gpr183	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.6944838421805923	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.324281261858802	1.4057205503013237	0.0	2.3844993073767586	0.0	1.8789122106482319	0.0	3.055304154319378	0.0	1.5694401102543765	0.0	0.0	0.8437348957148173	2.833097504087666	0.0	1.3743338208600424	1.0762889267127138	3.680541825681533	1.2598806614543738	0.0	0.0	0.0	2.775430118778409	1.4731414001744167	3.118098588283146	2.8772706171080062	0.0	0.9845831905221459	3.7683811281931545	1.0872205830918695	3.2137273531055666	0.0	0.9808426492148976	3.3888124152409413	3.0670574730634006	3.3927316168186565	0.0	0.0	0.0	3.1038236920212814	3.279695927990581	3.605182437779758	0.0	0.0	0.0	3.485293069399442	3.4802416633208484	3.5625660737477007	0.8863249002653883	0.0	2.879211309916134	2.28357548896543	0.0	0.0	0.0	3.3179420785933273	2.273399337741142	3.3727302267193253	0.0	0.0	1.5341158780129653	0.0	0.0	0.9260298115851472	0.0	0.0	1.0708952884255043	3.209371000477462	0.0
Gpx3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0662303069329147	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8579031321444712	0.0	0.0	1.6227695942289548	3.3520382199179988	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0513812065971941	1.0582003420479273	0.0	3.6925158595670617	0.0	0.0	0.0	1.0530559177424446	0.0	0.0	1.069169740051065	0.0	0.0	0.0	0.0
