	young_A10	young_A11	young_A3	young_A5	young_A7	young_A9	young_B11	young_B1	young_B2	young_B3	young_B5	young_B7	young_C11	young_C12	young_C1	young_C5	young_C7	young_C8	young_D1	young_D3	young_D6	young_D7	young_D8	young_D9	young_E11	young_E1	young_E2	young_E3	young_E6	young_F1	young_F2	young_F3	young_F5	young_F6	young_F8	young_F9	young_G12	young_G1	young_G2	young_G3	young_G6	young_G7	young_G8	young_H11	young_H12	young_H4	young_H5	young_H8	old_A10	old_A11	old_A12	old_A1	old_A5	old_A6	old_A7	old_A8	old_B10	old_B11	old_B2	old_B3	old_B4	old_B5	old_B6	old_B7	old_C10	old_C11	old_C12	old_C1	old_C4	old_C5	old_C6	old_C7	old_C8	old_C9	old_D11	old_D12	old_D1	old_D4	old_D6	old_D7	old_D8	old_D9	old_E10	old_E11	old_E12	old_E1	old_E3	old_E5	old_E7	old_E8	old_E9	old_F10	old_F12	old_F1	old_F3	old_F4	old_F5	old_F7	old_F8	old_F9	old_G10	old_G12	old_G1	old_G2	old_G3	old_G5	old_G6	old_G9	old_H11	old_H12	old_H2	old_H4	old_H5	old_H6	old_H7	old_H8	old_H9
Egr1	4.891342203833372	2.7985931657961705	3.265398739486166	8.93753678915833	6.31623671622901	12.290770699548142	13.247260785590601	13.66635189403772	4.339328276283576	11.450384141461054	15.665480418843938	2.347379982267506	8.715039436830898	13.784944481293913	2.6482126512550126	3.1550962137657255	11.001519389385164	2.831902344281742	11.506274258867421	11.774015846545748	1.9820154001991446	1.1048170130082293	11.934692679766947	2.066732388808063	11.451730831691604	13.79160924538325	13.981820696296692	2.121302598354631	1.0344164863812524	4.913996182411142	5.585137932106815	9.884781940724093	11.106874460807122	11.30440643154736	4.213502751097609	12.175593461877606	7.395858292284943	7.763877001852962	3.7309315006926274	14.407542306261217	14.425168872020103	5.974937717382532	13.833214181598512	3.3789107341024067	12.651905479225107	13.704075805976974	7.204551452741989	12.168876583252187	15.57448747700028	12.788489414352611	14.686378221176046	15.449716720406968	11.402185639801361	17.864095997298744	15.601871481422686	14.852525046126658	12.968003698952076	15.482738222781325	13.247521517300587	15.253125862146998	13.511716479419709	17.403059647662072	5.55989730914037	13.742201837627672	12.486204892141808	15.183801964801168	14.277618344329467	15.198716222340563	14.673955527400782	12.794083222135367	12.470356714253196	15.265419838121455	16.020859515670445	14.602812285716444	14.698516610625669	13.16188655898079	16.58132691401329	11.808412993590945	14.415177935047423	15.861611875410942	12.183232556238417	14.805617808167435	13.702366505185502	12.738110549309955	6.301351953445997	14.623918831430053	13.630039835989914	13.953165145350763	15.014329240308864	16.451088232253973	15.405465225079023	16.083141076014588	15.11661291391559	11.792113146054627	13.724501713293506	14.0968210255924	13.607943987938835	17.443017971704908	16.14495325830163	16.557699311904177	15.595295644774716	14.569358843061604	13.449580249736218	14.874441175528558	13.903015774799695	12.077120173619937	16.372589122087724	5.860950897953559	12.904683511904048	15.790703259778313	15.34308525695865	16.51129816001916	13.990186912323411	17.719607683691102	16.02822604220033	10.925824621212236	14.883092064176807
Ehd3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0639027269366805	0.0	1.1348123455141863	0.0	0.0	0.0	0.0	1.3241063256275063	0.0	0.0	0.0	0.0	1.094759554126184	0.0	8.138438105599228	0.0	5.641592075360266	0.0	0.0	1.0675017394450148	1.681092535537221	0.0	0.0	0.0	0.0	0.0	1.1161544994288222	0.0	0.0	1.061740931106614	6.9306898264447	0.0	2.6860826506974713	0.0	0.0	0.0	1.7851489356121693	0.0	0.0	0.0	0.0	12.632203485087755	0.0	0.0	2.2822075666861754	10.330580869994112	0.0	0.0	1.8960361514006074	3.2269896427674714	0.0	1.1056584840373653	0.0	0.0	5.642426859547163	8.10412188636252	10.340772653838892	5.192385061542478	0.0	0.0	0.0	9.706047142415557	6.657353320655147	1.1896007983482277	4.142705604837786	1.967099482849395	0.0	0.0	0.0	4.4940023107012	2.846039488622125	0.0	2.540693334432749	1.761392859131568	0.0	10.618295518961297	1.1948452531520328	0.0	0.0	0.0	9.76978101947149	11.434361229705562	14.568105409920461	1.1142906442750404	1.1133743513420313	8.233866562028384	0.0	5.484889466048274	1.7150511590704764	5.231232851509167	0.0	0.0	1.1404770056553564	0.0	0.0	3.4184218806464175	11.743752762511875	0.0	10.871096595905165	1.3127551380191573	3.22834717041199	0.0	0.0	0.0	6.397868557868724	2.9124530785918537	0.0	1.836725812160183	7.937847935562482	0.0
Enpp5	0.0	0.0	1.0884662464953887	0.0	2.2792064819777407	6.145565754634727	0.0	0.0	0.0	0.0	0.0	6.702024519860228	0.0	9.02045577385568	0.0	0.0	12.526152320178271	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.149682952178809	13.077866724050079	1.9764877166484704	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.58730038572103	9.963589357924569	11.81072849286736	1.4399126576482242	1.1781892906610323	11.609757663791582	2.324437674771891	7.964989499261997	4.616778435053054	1.3481633217990254	9.549157285150079	1.1179483021507017	9.10661175167728	1.3055346446466538	2.715034111933832	9.786592980583354	13.354202968853805	12.259880553530012	3.157152645358307	1.2302145455484188	12.284874745308585	1.1225169724665043	0.0	9.356422525279601	2.4822031839294207	12.380028632656677	14.078689368558464	2.1380034154044614	0.0	1.0137797206404409	10.568053137554942	11.380819722275982	2.22263032510881	3.8874733449519936	7.612761582507604	3.0886301735626818	0.0	0.0	0.0	9.57887504082869	1.8442929165029243	1.2476069851512088	9.60338633392241	1.1133743513420313	6.417184528242032	3.71891443195088	12.714467553221397	10.978677841666626	3.0548872575915293	1.1857195234105582	11.210194586335067	10.435076197356421	4.281791084037859	0.0	1.1394739602154724	9.6184623859011	3.857168813902502	0.0	0.0	7.429061647577735	5.540864594922402	7.705986613420208	0.0	2.2789667624852763	1.1266906493921416	0.0	14.119663121482734	1.0713225964157655	12.140135731165184
Evc	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0606512991773156	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.689197867763407	0.0	0.0	0.0	1.8996917904222599	0.0	0.0	1.8673858444489948	0.0	0.0	0.0	0.0	1.3481633217990254	0.0	0.0	0.0	0.0	9.444232967453718	0.0	0.0	1.1967439609573174	0.0	0.0	1.1129385106620235	13.196934009791677	1.8854726562098907	0.0	0.0	0.0	12.624878973551226	1.0690017077022307	0.0	0.0	0.0	0.0	1.761392859131568	1.9437366724759968	0.0	2.3896905063040657	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.237480767503611	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.192653447981689	0.0	0.0	0.0	0.0	1.1266906493921416	0.0	0.0	0.0	0.0
Exoc6b	0.0	1.2052884720928154	9.221132522137326	0.0	0.0	0.0	0.0	0.0	0.0	1.7986350129954054	0.0	0.0	10.092193717145873	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.252886048366848	0.0	0.0	0.0	3.199481114748523	0.0	0.0	0.0	0.0	0.0	1.1534362295573422	0.0	5.857497906806368	2.7290244775756176	12.089110234670384	0.0	0.0	14.817740490355849	1.156832830703043	0.0	3.117557112380999	0.0	2.252607156068271	2.0992174007988917	0.0	0.0	0.0	0.0	2.782998170493841	1.378171235625707	12.399123600965591	3.0455751351100275	2.5924129849656588	9.399736433840722	0.0	5.1428296468009105	0.0	0.0	8.037852158361334	1.05049401026839	0.0	0.0	0.0	1.1643602830104958	8.115551284239881	2.442706727449641	8.276785604496379	1.76396580500776	10.083562751151918	1.1896007983482277	11.879223889359908	1.967099482849395	1.1219778801155373	0.0	4.620148514000839	8.88381515648992	7.7344870229706055	0.0	11.463834433763493	11.686256675155963	8.817322591168548	7.716000493996623	1.1948452531520328	0.0	1.0950195930823399	5.788619616190578	9.77425602199899	1.1636192753227748	0.0	11.029076590107161	0.0	1.1900606038386996	14.1686781357253	1.0781188260630636	5.20192725530519	3.7644593803403215	0.0	9.479584409408945	11.049226702599787	0.0	9.415128518503284	9.756452283452113	13.674278057626026	3.5343770901849574	14.884487308561756	12.904019025787948	7.218085790212679	0.0	0.0	3.400965076001843	12.810731578942447	1.1266906493921416	1.7026186012594666	7.541525045830435	5.404173405295517	1.947618578781244
Fap	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.562577104658209	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.9968562625360167	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.308105623546409	1.156832830703043	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.620162728167504	0.0	0.0	0.0	0.0	0.0	8.766021051298805	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2302145455484188	1.1129385106620235	0.0	11.293898021819555	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.12924406481023	0.0	0.0	0.0	0.0	10.212858615084418	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.315672886957949	0.0	1.1266906493921416	0.0	0.0	0.0	0.0
Fhdc1	0.0	0.0	0.0	0.0	1.4380191840126844	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0597078869978067	1.0776242541944712	0.0	0.0	0.0	12.779029748119418	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.793817418587324	0.0	0.0	0.0	2.213302817612083	3.385770316512066	1.7867607703242654	0.0	0.0	0.0	0.0	1.0811946418229463	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.315292755351778	0.0	0.0	0.0	0.0	6.113233426145158	2.7035608536930704	1.1967439609573174	0.0	2.4604290910968376	7.170599938549455	0.0	0.0	10.371702070297943	1.2411015919647104	0.0	0.0	5.193189979776355	0.0	2.620582561847109	0.0	0.0	0.0	0.0	0.0	0.0	1.4579955554790927	0.0	0.0	0.0	7.179443658974173	5.9322308613073265	0.0	0.0	0.0	0.0	0.0	0.0	7.55465542720217	1.1857195234105582	0.0	0.0	0.0	3.9965649010743256	1.1394739602154724	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.1078558037784	0.0	0.0	0.0
Fhl1	0.0	1.2052884720928154	4.704272851065014	0.0	0.0	0.0	0.0	10.211394228203352	0.0	0.0	0.0	0.0	8.5013664438636	1.0776242541944712	0.0	1.12386794736066	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.46613438790162	0.0	1.8063471593129319	0.0	0.0	0.0	0.0	0.0	4.714627728067532	4.271118895891399	0.0	0.0	0.0	0.0	0.0	0.0	1.156832830703043	0.0	1.2060357206386008	0.0	0.0	0.0	0.0	3.8985936952031737	2.1623892836458927	7.934074550790741	5.992860365964186	0.0	0.0	6.748574537324633	10.483395210299559	3.4052396440999697	0.0	4.616778435053054	2.696326643598051	8.988210736826073	3.867465704462021	0.0	3.916603933939961	2.715034111933832	7.38051477676299	1.8454673859007085	1.1967439609573174	2.835894689017844	5.564951716030795	10.60131894255438	10.378289832605624	12.172496104003772	0.0	8.511451130716557	1.7782928666217435	13.239693669522817	3.0010672058058416	2.5023831891692594	0.0	0.0	10.907885274492445	12.951973732555984	7.7081740347205425	11.413514894360176	6.811143338100196	0.0	1.0950195930823399	10.75916789326368	11.811950232751634	0.0	4.616694440483797	0.0	1.7646565961418608	0.0	1.7743731199674646	1.7087779106314707	12.69556505721533	8.460311780405439	0.0	0.0	8.85187070881892	12.556423972107396	3.6621076513120063	1.1394739602154724	0.0	5.933799924485021	12.035224931522063	14.769664358061926	0.0	2.7057399711482613	0.0	0.0	5.697416906213191	3.3800719481764245	1.7026186012594666	0.0	7.648762692095566	0.0
Flt3	0.0	1.91033703081861	0.0	6.179620316120111	2.2792064819777407	0.0	0.0	0.0	1.021516554261044	0.0	0.0	1.010961531253352	0.0	0.0	0.0	0.0	1.0658395687559978	3.1527080368213345	1.0856017308746218	0.0	0.0	2.8559105487850305	0.0	0.0	0.0	0.0	0.0	0.0	1.0344164863812524	1.0863112366199252	11.02828432525476	1.1534362295573422	0.0	0.0	3.7256980265939923	0.0	6.823028324195022	0.0	0.0	0.0	2.213302817612083	11.862628078200023	0.0	12.673917338989748	1.0496087003994459	0.0	0.0	1.7136529632700115	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.3686961718975255	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Fyb	7.6401878832495775	0.0	10.218539936613448	7.793141893883324	6.108601256627177	0.0	1.475173149711026	0.0	3.5338666667720786	8.203352693458418	6.340050821410189	10.811584425436763	6.792082125877378	2.1552485083889423	0.0	6.84150436803031	0.0	0.0	0.0	0.0	0.0	0.0	5.760918117458895	1.0333661944040315	7.055009140445271	2.279356336179621	8.159829778652062	12.491561150801257	7.252529062775395	2.1726224732398505	2.299365904357618	12.392510616052247	10.346559224741537	0.0	8.688389290431745	7.666480036418361	14.49649772443678	0.0	4.810853211162008	2.313665661406086	3.82838487443313	4.591806037150667	11.620802244769303	6.993729543343992	2.0992174007988917	0.9967530655013046	0.0	7.954945804326748	4.8632331233667685	6.620387105080338	0.0	12.169005852384693	11.252587580353818	8.321209318319376	2.9331137786720816	0.0	10.188426114380908	7.722172267024507	5.315292755351778	1.1179483021507017	10.765386470537122	1.3055346446466538	3.8843356583133466	9.187627720309422	1.8454673859007085	10.138426152015466	1.935799281633487	12.453250241297127	1.76396580500776	1.7791473077824518	4.402046042940134	11.787877737493336	1.967099482849395	7.4703660047787865	11.204187510070582	8.656810125712255	3.863577823688806	0.0	5.470198581640907	14.167325391130097	9.084918863718421	9.023017039531503	10.179029116181058	1.893784920410649	2.310868281652474	11.211253791468048	9.688621959655492	3.8509181037009754	11.804519872921247	11.801652962972096	12.003489346908564	1.1133743513420313	11.888829155639641	0.0	9.696981768542555	8.124010438024374	10.846064475998945	2.753155474063429	6.888074962687774	1.1404770056553564	11.564455025557852	2.9863201646532196	7.244264959977984	6.363332658748847	11.872618774522499	1.8430614477145708	2.08066766638939	11.534032446620843	12.038604811782912	2.648859334932755	10.775130121060783	1.8060384294645304	10.572531882991417	3.4052372025189332	9.12766199773848	11.169893027925637	2.457621019923285
Gabra4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6356304857598296	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.503828278007298	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0957368275494095	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.637771773218386	0.0	0.0
Gadd45g	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.172117666578317	0.0	0.0	1.0856017308746218	2.189519108252368	9.05228681933114	0.0	6.881294985965895	0.0	0.0	0.0	3.5461640196035233	0.0	0.0	0.0	0.0	0.0	0.0	5.814554813611374	1.1753268689003065	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.96196437538144	5.565996340987682	2.756342471251414	1.4399126576482242	5.092049396403329	0.0	7.857154802348766	1.8960361514006074	8.03486893402796	1.3481633217990254	5.315292755351778	0.0	1.05049401026839	0.0	0.0	0.0	2.3287205660209915	1.1967439609573174	1.935799281633487	2.856469716047963	0.0	8.742052802832209	1.8854726562098907	1.1195171169870768	11.241887947119583	2.6051519616824312	5.120031414495778	2.1380034154044614	4.941295602580944	5.241165123694218	1.114799377539929	1.0942170603935086	10.585855706374856	10.47209389855924	13.482698964096457	4.283475426714714	5.0438359244570234	0.0	0.0	6.86829830580094	4.171531467148474	5.099547192289929	7.824958754715784	10.398749438593537	1.1900606038386996	10.027518687743347	9.189412609939977	2.7971279642252544	2.1763455939176373	3.3287355402264276	9.203396074513602	11.63668377809792	1.0475425099468487	0.0	2.6457766016168702	0.0	0.0	0.0	0.0	0.0	5.0363375267797315	8.179462065451915	0.0	0.0	0.0	0.0	1.836725812160183	1.0713225964157655	2.457621019923285
Gda	1.9381484928176684	1.91033703081861	3.6158066045696247	12.823955353599343	7.942988056892613	8.647777402733992	2.950346299422052	2.9867525570561977	1.619065432369643	2.2696246910283726	2.1133502738033965	2.021923062506704	2.1194157739956134	8.657011470660503	4.197317746174547	0.0	6.488258769536423	1.2196339544352337	2.8062397650288777	1.094759554126184	2.5617177426833115	1.1048170130082293	3.0622244386185415	0.0	2.101504665530193	10.430659222916104	1.6919502264749546	0.0	2.0688329727625048	3.7580194396439524	2.299365904357618	2.9815894003789283	1.5663294570119037	3.1334418277482454	1.1753268689003065	1.5668935709074492	8.772204274014488	11.011907190222042	1.8654657503463137	3.842915481400514	4.935036283239172	1.2060357206386008	4.171581673582765	3.1619338935252217	1.6635904305637883	2.3143889464525826	3.179166227296475	3.2435839254688386	12.186628685190536	11.828495109448903	1.378171235625707	12.51786190920303	2.7356708150812636	12.962064924828297	13.422346388650537	10.32735536721104	0.0	2.136788309899124	0.0	1.771906136653747	1.05049401026839	10.306958103170325	1.1693015463795142	11.776599770780333	8.313010033247027	11.12877103769084	3.664060091174461	6.151072727742094	10.39715466749638	1.1225169724665043	10.256799727825095	10.31830475116939	7.474370280146646	12.490418447035388	2.783470524373907	5.836141723406825	11.649012862718669	9.626705256399804	6.226112719387791	13.017169872470378	1.111315162554405	11.440325909038496	13.185005180428732	12.076560345347536	2.310868281652474	2.1900391861646797	7.039490292494701	12.64381660063714	1.8442929165029243	13.646461599738704	6.320730488907483	3.698549537850087	15.90282701150354	11.463279655696091	10.991159291888087	4.422948732449039	10.615003217247844	3.758641961957392	10.816648068782932	12.889096539879102	3.320631192354148	12.992294812158931	10.02470621949988	10.555227597116122	10.015784814225055	6.270414821323015	13.582439063798958	2.036860284671149	2.3305975556314698	1.8081277903471258	0.0	8.851716940512873	3.1630205402073073	12.241529033741255	10.429604676401034	8.234721702133076	1.2288105099616424
Gem	6.463177734338868	0.0	0.0	8.943878842254035	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.12386794736066	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.635005843324474	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.65710642786841	0.0	1.833536656267429	0.0	0.0	0.0	0.0	2.9466241513008695	0.0	0.0	0.0	0.0	1.1985720731928373	0.0	8.795741684868627	1.1781892906610323	13.51373420532661	0.0	1.19626562176576	0.0	0.0	9.83463072396769	0.0	1.05049401026839	0.0	1.1693015463795142	0.0	0.0	0.0	1.2213533637248204	1.9498439225359627	0.0	6.903195518021002	0.0	0.0	1.2411015919647104	11.40480072516333	0.0	1.0690017077022307	13.775802483939241	8.149693047215885	8.211971419199786	1.0942170603935086	11.719851655618553	11.141257422657187	9.625181749919657	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1142906442750404	0.0	0.0	12.996531267133708	1.7087779106314707	1.7150511590704764	7.653579579777497	0.0	0.0	11.808783330929732	0.0	0.0	2.6457766016168702	11.064785639075323	6.158616000322554	0.0	1.3127551380191573	0.0	1.1652987778157349	0.0	0.0	0.0	0.0	3.4052372025189332	10.672328654362326	0.0	1.2288105099616424
Ghr	0.0	0.0	0.0	2.2375490182901556	0.0	0.0	0.0	5.973505114112395	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.75906765997312	0.0	0.0	0.0	0.0	0.0	0.0	2.1350034788900296	0.0	0.0	3.0496611970114302	0.0	1.1534362295573422	0.0	0.0	0.0	0.0	0.0	0.0	1.8654657503463137	2.313665661406086	0.0	0.0	1.1273205325118363	1.1263035780341355	8.804135921799194	0.0	1.229869379694888	0.0	7.808583451868675	0.0	4.767689148420004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.417888856192759	0.0	0.0	0.0	0.0	0.0	3.7271298417979684	0.0	0.0	0.0	7.9279388438755225	6.7624724536240155	0.0	0.0	0.0	7.275655702594851	12.188495276115379	7.9114698952085085	0.0	6.530824237151097	0.0	2.3272385506455495	0.0	0.0	1.1133743513420313	0.0	0.0	12.72712554474024	6.107085874584453	1.724713077484584	1.1857195234105582	1.1480124937812957	10.84793518510301	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.269015239000252	0.0	0.0	0.0	0.0	0.0	13.92964731903165	5.739666524019935	0.0
Gipc2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.038125401795224	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.285411209675573	0.0	0.0	9.419996201715712	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6517415181557376	0.0	4.025461313107425	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gpr183	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.053749604704177	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.6339134985185986	1.1985720731928373	0.0	4.042345886781788	0.0	1.6356304857598296	0.0	7.998830710587914	0.0	1.3481633217990254	0.0	0.0	1.05049401026839	6.696456680819362	0.0	1.668443873095016	1.1643602830104958	13.339588748088786	1.2213533637248204	0.0	0.0	0.0	6.373348141885819	1.7743926493399762	8.58701217836761	6.966869323844658	0.0	1.0690017077022307	12.974557033402473	1.0137797206404409	9.194784457981363	0.0	1.111315162554405	10.7771436050145	8.062295990104188	10.932531913281654	0.0	0.0	0.0	8.157985019507013	9.630257882946339	12.635756460421923	0.0	0.0	0.0	11.119162043025225	10.988502764028222	11.926297835753532	1.0881727969588186	0.0	6.963946179037188	4.342200740975439	0.0	0.0	0.0	9.945801126563477	3.997132211631479	9.987320724030475	0.0	0.0	1.8469548649741339	0.0	0.0	1.1394833812426381	0.0	0.0	1.1588449640445593	9.364931108353973	0.0
Gpx3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.3075955042528067	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1225169724665043	0.0	0.0	1.967099482849395	10.288453013936712	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1394739602154724	1.0957368275494095	0.0	12.547473717971014	0.0	0.0	0.0	1.140801621189416	0.0	0.0	1.1266906493921416	0.0	0.0	0.0	0.0
Gstm1	0.0	1.91033703081861	10.96390556646457	2.5977139646277747	8.72315262781025	4.498879256152436	6.578433786786122	1.0639027269366805	10.532461641040719	13.490628887846801	2.4535236875410034	1.602336116708202	11.52185932338569	3.2328727625834137	0.0	0.0	12.419107882420528	12.653750369075128	10.427725190688474	4.7314720741243175	6.228881997115426	2.565305662213344	1.6178369680007605	11.831163164837687	0.0	12.205890931285301	8.459751132374773	9.500361917246824	5.305814916043242	10.221527103676065	1.149682952178809	7.045793417585021	0.0	9.079276537586825	5.76720035977292	6.1766997312909	12.668920800918986	11.817374205474202	2.3539556923239875	2.990369486970472	0.0	6.584269546460396	6.39464155714494	1.1263035780341355	11.758489219273837	0.0	0.0	3.7403189298235286	12.819312870929807	10.628072662632578	13.209719613044943	10.606860596607843	5.602157533346984	14.473077438360013	12.794995897400788	14.389809832639372	8.141356332450245	9.907285759406191	11.566823506474465	5.3157184099612405	2.10098802053678	12.199302037614055	1.8532991030467898	12.809936633545206	0.0	13.323520709169406	12.073928518340328	9.741900738703848	10.219440295989413	7.6841787670356565	10.566799262963182	9.95110021564492	6.36596131796795	12.58833774400716	13.651284662326503	13.176073065261736	14.50325863069957	3.2136056824133363	10.574796608790896	12.420391303937233	11.923045720668467	12.354537218359095	10.131062310485387	12.022588064652075	2.9159911109581853	2.1900391861646797	11.072448571099825	9.025089528865495	13.379702401806226	13.354264866614546	12.90324868398658	12.10535734217408	11.588919954720927	10.131348848073909	7.96979658173177	10.83895590978777	12.156851343547094	2.3714390468211164	12.995125020354967	12.152387772813201	0.0	12.126661834392188	9.786616678967512	12.424271032260613	11.087257515090924	12.537974106932266	11.333008801544125	6.4747225929690115	10.875914522881347	12.977902286940333	7.425468566776402	12.494506785593092	11.377358325133477	2.6985866360265613	13.033228704479273	9.586588016223054	10.057660844091599
