geneSymbol	direction
Rreb1	-1
Mll3	-1
Gnptg	1
Svil	-1
Vdr	1
Tube1	-1
Paxip1	-1
Ndfip1	1
Usp48	-1
Gramd3	-1
2610318N02Rik	-1
Parvg	-1
Dnmt3a	-1
Adam15	-1
Il27ra	1
9530082P21Rik	1
Lrrc25	-1
Dyrk3	1
Serping1	-1
Ckap2	-1
Itpr3	-1
Nrgn	1
Hist1h4i	-1
Tmem176b	1
Socs3	1
S100a13	1
Hmgn3	1
Layn	-1
Adamts10	-1
Tle2	-1
Rnf128	1
Tlcd2	1
Rps15a	1
Mkl1	-1
Traf5	-1
Usp44	1
Gm10560	1
Snca	-1
Pld2	1
Ddx4	-1
Plxnd1	-1
Narf	-1
Smc3	-1
Gm684	-1
Man1a	1
Trpm4	1
Clasrp	-1
Fpgt	1
Tsc22d1	1
Gm16469	1
S100a1	1
Fhod1	-1
Trim30c	-1
Tmie	1
Mlec	-1
Gata3	1
Wdfy2	-1
Rexo1	-1
4930503L19Rik	-1
Grhl1	1
Smarca4	-1
Mtmr7	1
Spire1	-1
Itm2c	1
Aatk	-1
Alyref	-1
Ston1	1
Sgms2	-1
2510009E07Rik	1
Hnmt	1
Sugp2	-1
2010317E24Rik	-1
Fgfr1	1
Insrr	1
Sfpi1	-1
Emr4	-1
Irak3	1
Fam167a	-1
Tmsb10	-1
Cd53	1
Notch3	1
F630043A04Rik	-1
Pcdhb22	1
Cbx2	-1
Zfp568	-1
2010107E04Rik	1
Fkbp9	1
Pfkfb3	1
Mfap3l	1
A830080D01Rik	-1
Mpp6	1
Fkbpl	1
Gm5621	1
Rab38	1
Ly6c2	-1
Secisbp2	-1
Safb2	-1
Ciz1	-1
Dbf4	-1
Haus8	-1
Syne2	-1
Stmn1	-1
Suv420h2	-1
Ttc30b	1
Slc30a1	1
Rhod	1
Jmjd6	-1
Zbtb17	-1
Pqlc3	1
Wdfy3	-1
Lysmd2	1
Aoah	-1
Akap13	-1
Exoc3l	1
Hsph1	-1
Dapk1	-1
Mastl	-1
9430015G10Rik	-1
Ccna2	-1
Tmcc2	-1
Psd3	-1
Atp13a2	-1
Abhd6	1
D330045A20Rik	-1
Snx14	1
Prim1	-1
Susd4	1
Ncf2	-1
Gmip	-1
Dapk2	-1
2810408A11Rik	-1
Slc9a6	1
AK085969	1
Tcf3	-1
Ftsjd1	1
Ypel2	1
LOC545261	1
Ms4a4b	-1
Hs2st1	1
Gm14648	1
AI414108	1
Gm14456	1
Rab13	1
Loxl3	1
Adrbk2	-1
E130303B06Rik	-1
Nuf2	-1
Sfswap	-1
Cep164	-1
Acvr2b	-1
Olfr631	1
Setd1a	-1
Kcns1	1
Il17re	1
Gstt3	1
Cep350	-1
Zfp592	-1
Rev3l	-1
Anks6	1
Ccdc60	1
Cox7a2l	1
Gas2l1	1
Gpr160	-1
Iffo1	-1
Dstn	1
Casp8ap2	-1
Sh3yl1	1
Gpr65	-1
Eid1	1
Acot1	1
Cldn15	-1
Epm2aip1	1
A930038C07Rik	-1
Ska1	-1
Rpl12	1
Rps21	1
Tnip1	-1
Eps8	1
2610301B20Rik	1
Tmx4	1
Tspan3	1
5830416I19Rik	-1
Gbp6	1
Fkbp7	1
Ubqln2	1
Clcn3	1
Zfp36l1	-1
Rftn1	1
Rps19-ps13	1
Stx2	-1
Polm	1
Rtel1	-1
Iigp1	1
C330021F23Rik.1	1
Chek1	-1
4921507P07Rik	1
Peg10	-1
Lyar	-1
Pitpnm2	-1
Arid3a	-1
Ccdc88b	-1
9530026P05Rik	1
Cdkn1a	1
Smtnl2	1
Slc16a2	1
1300002E11Rik	1
Tbc1d1	-1
Zfp120	1
Gins1	-1
Dsel	1
Otub2	1
Gbx2	1
Mef2c	1
Ubl7	1
Nucb2	-1
Ttf2	-1
Dnajc12	1
Ccnf	-1
Nek6	-1
Itpr2	-1
Rpl39	1
Phgdh	-1
Zfp711	1
Raly	-1
Entpd5	1
Ckap5	-1
Sass6	-1
Hsdl2	1
Tnrc6c	-1
Ppfia1	-1
Dram2	1
A430110L20Rik	1
Rbm33	-1
Slc48a1	1
Rcsd1	-1
Mcm6	-1
Dhfr	-1
Efhd1	1
Padi4	1
Rpl22l1	1
Sec22a	1
Stk10	-1
Rab11fip5	1
Lyrm5	1
Gbp8	1
Tram1	1
Tcof1	-1
Gmnn	-1
A930005H10Rik	1
Paqr5	-1
A530088E08Rik	-1
Grtp1	1
Dync2h1	-1
Nt5dc2	-1
Prrc2c	-1
Slc35f5	1
Jmjd1c	-1
G3bp2	1
Ung	-1
Fbrs	-1
Gabarapl1	1
Mxd3	-1
Inca1	1
Neat1	1
Itgb2	-1
Rif1	-1
Sh3pxd2a	-1
Samd1	-1
Mlf1	1
Spsb4	-1
Slc35e4	1
Tmem9b	1
Cd24a	1
1700109H08Rik	-1
Crebbp	-1
Camk1	1
Cnrip1	-1
Clcn5	1
Fen1	-1
Zfp758	1
Fads1	1
Rinl	-1
Tcerg1	-1
Ntf5	1
Ppbp	-1
Cdc45	-1
Spice1	-1
Zfp449	1
Ctso	1
Phka1	1
Rbm10	-1
Rad51	-1
Wbp7	-1
Fam72a	-1
Acad10	1
Lcmt2	1
Abcd2	-1
Nkx2-3	1
Tanc2	-1
Fggy	1
Galnt5	-1
Tcf15	1
Ranbp10	-1
Slc12a6	-1
Vmac	1
Cabin1	-1
Sord	1
Ly9	-1
Rsph9	1
Agap1	-1
Cep135	-1
Rad50	-1
Vps37b	-1
Itm2b	1
Phrf1	-1
Acap3	-1
Izumo1	1
Krt80	1
Hcfc1	-1
Tipin	-1
Tulp3	1
Ube2e2	1
Nomo1	1
Tmem59	1
2210018M11Rik	-1
Thnsl1	1
Nat1	1
Myo1f	-1
AK129341	1
Hmgb3	-1
Rom1	1
Atp10a	1
Atp6v1a	1
Ehd2	1
Pcx	-1
Copz2	1
Leprel4	1
Taok2	-1
Clasp1	-1
Gm6767	1
Zfp57	1
Zfp618	-1
Kdm2b	-1
Trim62	1
Gdpd1	1
Zc3h13	-1
Rai1	-1
6330409N04Rik	1
Hdgf	-1
Brd3	-1
Traf3ip2	-1
Zyx	-1
Brd1	-1
Wdr76	-1
9930111J21Rik1	-1
Spic	-1
Ppp3cc	1
Nr1h3	1
Mgat5	-1
Nr3c2	1
Srm	-1
Hmga1	-1
Ctsf	1
Arl4c	-1
Gm14166	1
Ano8	-1
Fxr2	-1
Gon4l	-1
Snap47	1
Ucp2	-1
Fbxo44	1
Kdm6b	-1
Hivep1	-1
Cd9	1
AK039536	1
Pmp22	1
Add3	-1
Rere	-1
Adarb1	1
Pla2g4b	-1
Serpine2	-1
Samsn1	1
Sema6b	1
Gng2	-1
Gm6450	1
Bcor	-1
Cdh23	-1
Pglyrp2	1
Sfmbt2	1
Kif13a	-1
Zeb2	-1
Prkcd	-1
Oaf	1
Asap1	-1
Rad52	-1
Marveld1	1
Snx31	-1
Ttc30a1	1
Ercc6l	-1
Tspan6	1
Cdc42bpb	1
Matn2	-1
Spred1	1
Alg10b	1
Mcm4	-1
Il22ra2	1
Mcfd2	1
Gsg2	-1
2810403D21Rik	1
Serpinb9	1
Dusp3	1
Rad18	-1
Zfp646	-1
C1qtnf6	1
Arhgef17	1
Mad1l1	-1
Wdr91	-1
Coro2b	-1
Ggh	1
Hipk2	-1
Racgap1	-1
Depdc1a	-1
Gm16973	-1
Clec4a1	-1
Cyyr1	1
Abi2	1
Mphosph10	-1
Ppp4r1l-ps	-1
BC051537	-1
Zfp354c	1
Nudc	-1
Bcl9	-1
Fbxo22	1
Ppapdc2	1
Cnnm2	-1
Igf2bp2	-1
Trak1	-1
Donson	-1
Ssr4	1
Kpna2	-1
Setdb1	-1
Pld4	-1
Nuak2	1
Srl	-1
Cenpj	-1
Cep76	-1
2700049A03Rik	-1
Slc4a3	1
Pbk	-1
Gm13826	1
Gpatch8	-1
Anxa5	1
3110002H16Rik	-1
Adora2b	1
Acin1	-1
Mgp	-1
Wls	1
Umps	-1
Lgr4	1
Ube2g1	1
Myo9b	-1
Rnf125	1
Tatdn2	-1
H2-Q2	1
Fnbp4	-1
4930547N16Rik	-1
Fgr	1
Gm12258.1	1
Col4a5	1
Serinc1	1
Il6st	1
Gm14207	1
Hoxa9	-1
Asb3	1
Nrarp	1
Camk2d	1
Tcirg1	-1
Taf4a	-1
B430319G15Rik	1
Cd151	1
Scml2	-1
Slk	-1
Zbed4	-1
Slc46a1	1
9930021J03Rik	-1
Ccdc57	-1
A630033H20Rik	1
Ccdc88a	-1
Dmd	1
Dlg5	1
Carns1	-1
Apitd1	-1
Chd6	-1
Tmem149	-1
Mfsd7a	1
Por	1
AI597468	1
BC037034	-1
Lctl	-1
Ppcdc	-1
Slc9a9	-1
Prr5l	1
Ints8	-1
Rabac1	1
Zfp777	-1
Cep192	-1
Nudt18	1
Fhl4	1
Gins2	-1
Serpini1	-1
Ptpn18	1
Gm10615	1
2310010J17Rik	1
D930048N14Rik	1
Lipo1	-1
Fmnl3	-1
Phyhd1	1
Peg12	1
Nsf	1
Traf1	1
Adam5	1
Gm13680	1
Uap1	-1
AB124611	-1
Ttc39a	1
Ociad2	1
Rab36	1
Slbp	-1
1810010H24Rik	1
Sh3bp1	-1
Setd2	-1
Slc8a1	1
Bivm	1
Fzd9	1
Zfp874a	1
Pde10a	1
4933431E20Rik	1
Rps12	1
Brd2	-1
Tec	-1
A330009N23Rik	1
9930014A18Rik	1
Rell1	-1
B3gnt1	1
Zfp335	-1
Cr2	1
Fez1	1
Hmbs	-1
Pnn	-1
Pyhin1	-1
Rapgef3	1
Skp1a	1
Srrt	-1
Stx11	-1
Cuedc1	-1
Dnahc1	1
Gnpda2	1
Dhrs7	-1
Gm11648	-1
Spc25	-1
Parm1	-1
Zfp236	-1
Phldb1	-1
Arf4	1
Tnrc6b	-1
Mms22l	-1
Wdr46	-1
Prkag2	1
Klhl9	1
App	1
Ylpm1	-1
Fzd6	1
Map4k4	-1
Scarf1	1
Aqp9	1
Ppp1r9a	-1
Spa17	1
Ksr1	-1
Rnasel	-1
Zfp248	1
Epor	-1
Gm14336	1
Hn1	-1
Gm8213	1
Arhgap27	-1
Iqgap2	-1
Hmbox1	-1
Pdlim1	1
Asah1	1
Gstm4	1
Hyal3	-1
Smpdl3a	1
Rps13	1
1110020G09Rik	1
Nudt10	1
Mapre3	1
Fmn2	1
Pbx4	-1
2900041M22Rik	1
Setbp1	1
Zmiz1	-1
Srrm2	-1
Necap2	-1
Chd8	-1
Zfp943	1
Qsox1	1
Ankrd13a	-1
Rps28	1
Sh3rf1	1
Tmem44	-1
Szt2	-1
Krt7	1
Myo5c	1
Ints1	-1
Ern1	-1
Gm12848	1
Pde8a	1
Golgb1	-1
Srsf12	1
Snx30	-1
Sorbs1	1
Lrch2	1
1500004A13Rik	-1
Tmem168	1
Fgf11	-1
Ncoa3	-1
Arl11	-1
Lrrc42	1
Rpl30-ps1	1
Acy3	1
Tmem218	1
Rps29	1
Prdm2	-1
2810417H13Rik	-1
Chsy1	-1
Zcchc18	1
Chic1	1
Prkar2b	1
Lrrc45	-1
Tgfb1i1	1
Eif2c2	-1
Insl6	1
Dnajb4	1
Ighmbp2	-1
Dennd1c	-1
Eno2	1
Nrp1	-1
Baz1b	-1
Agpat3	1
Asf1b	-1
Xrcc1	-1
Plxdc1	-1
Gimap4	1
H2-DMb1	1
Soat1	1
Hmha1	-1
Nkiras1	1
Hap1	1
Cks1b	-1
Mctp1	1
Miip	-1
Rcc1	-1
Nup62	-1
Lrp11	1
Ablim1	-1
Zfp692	-1
Gm885	-1
Mblac2	1
Plek	1
Rab2a	1
Slc43a3	-1
Rab27b	1
Apba1	1
Smpd4	-1
Eif1	-1
Sltm	-1
Zbtb20	-1
Atp13a3	-1
Naip2	1
A530032D15Rik	1
Rabgap1l	-1
D830031N03Rik	-1
Frmd4a	-1
Sptlc1	1
0610007C21Rik	1
Cdk12	-1
Ppp1r3d	1
Fam171b	1
Ppfibp2	-1
Tspan33	-1
Tpcn1	-1
Gm1673	1
4932415G12Rik	1
Tssk6	-1
Pola1	-1
Sox8	1
Pold3	-1
Marcks	1
Pnpo	1
Asph	1
Larp1	-1
Slc2a3	1
Ep300	-1
4922501C03Rik	-1
Dkkl1	1
Gbas	1
Arf2	1
Kalrn	1
Pvrl2	1
Cnpy4	1
Gtf2f1	-1
Nop56	-1
Pcp4l1	1
Plek2	1
Smc6	-1
Sh3bgrl	1
H2-T23	1
Bcl7a	-1
Nphp3	-1
Ddx39	-1
Epb4.1l1	-1
Gm10275	1
Rassf1	-1
Scara3	1
Rpl15	1
Lyplal1	1
Gm12942	1
Ikzf4	1
Gdpd2	-1
AW555464	1
C85492	1
Clec7a	1
A630089N07Rik	-1
Traf4	-1
Lmbr1	1
Ccdc21	-1
Tmem159	1
Scrib	-1
Ckb	1
Shank3	-1
Cd68	-1
Adam9	1
Gm4759	-1
Nicn1	1
Gm11687	1
Ubr4	-1
Pla2g4a	1
Phf19	-1
Ptpn14	1
Trip11	-1
Anxa3	-1
Arfip1	1
B430306N03Rik	-1
Gm608	-1
Snapc4	-1
Rnf40	-1
E2f4	-1
Yes1	1
Gabpb2	-1
Ep400	-1
H2afy	-1
Rnf141	1
Ttf1	-1
Stx7	1
Rbm25	-1
Adcy6	1
Plod2	1
Zfp37	1
Agpat9	1
Melk	-1
Taf15	-1
Cpne3	1
Foxp3	-1
Bpifb5	1
Gbp4	1
Il4	-1
Ecm1	1
Arid1b	-1
Rasal3	-1
Sp2	-1
Osgin1	1
Cx3cr1	-1
Prr15	1
Dync1h1	-1
Glt1d1	1
Ccng1	1
Arhgef1	-1
Stat3	1
Vav2	-1
Pibf1	-1
Ankrd52	-1
Aldh3b1	-1
Magi2	1
Kctd11	1
Ppp1cb	1
Ino80	-1
Nbn	-1
Bmp2k	-1
Rpl10	1
Tgtp2.1	1
Gm5148	1
Dpp4	-1
Vps37d	1
Slc2a1	1
Cdk11b	-1
Zfp652	-1
Tgfbr1	1
Trrap	-1
Slc36a1	-1
Xk	1
Tmem106b	1
Clip1	-1
Gm14303	1
Map4k2	-1
Noxa1	1
Slc39a14	1
Cryl1	-1
Tuft1	1
Rpl34	1
Ager	-1
Gm13889	1
Vps37a	1
Ifi27l2a	-1
Trp53inp1	1
Efnb2	1
Rnf126	-1
Nmral1	-1
Myo18a	-1
Trp53inp2	-1
Vwa1	1
Efhc2	1
Znf512b	-1
Gm13157	1
Tmem9	1
Cdc5l	-1
Prkab1	-1
Atrx	-1
Gm6274	1
Mthfd1l	-1
Trim58	-1
Mapkapk5	-1
Kctd14	-1
5033411D12Rik	1
Nfya	-1
Prdm10	-1
D730005E14Rik	1
Pcbp4	-1
Fbxo4	1
Nup85	-1
Arhgap39	-1
Whrn	-1
Map3k6	-1
Gm13910	1
Tln1	-1
Cxcl10	-1
Aplp2	1
Prkar2a	1
Cd3eap	-1
Dis3	-1
Ncr3-ps	-1
Pls1	1
Abcg2	1
Gm11837	1
Pank4	-1
Spg21	1
Prrc2b	-1
Snora81	-1
B2m	1
Nde1	-1
Rnd2	1
Zfp882	-1
Zfp51	1
Kdm3b	-1
Dock3	1
Acox1	1
Tmem231	1
Parp3	-1
C330013E15Rik	1
Nktr	-1
Pde4d	-1
Il2rg	1
Selplg	-1
Foxp1	-1
Nr1d1	1
Myst4	-1
Hspa13	1
Sars2	-1
Amn1	1
Mecr	-1
Oplah	1
Ntng2	-1
Rps16	1
Bbs2	1
Upf3b	-1
Tagln2	1
Rhbdl1	-1
Chrnb1	1
Dgkd	-1
Utp20	-1
Gatad1	1
Tsc1	-1
Rhbg	1
Ikbke	-1
Rps6	1
Cep78	-1
Pld3	1
Ewsr1	-1
Nat2	1
Map1lc3b	1
D6Mm5e	1
AK159351	1
Bcl2	1
Fignl1	-1
Ube2t	-1
Tyms	-1
1700019E19Rik	1
Ldb2	-1
5830417I10Rik	-1
Gnpnat1	1
Ass1	-1
Agbl3	1
Scaf1	-1
Helz	-1
Rps18	1
1110059E24Rik	1
Tceal8	1
6720463M24Rik	-1
Gm11974	-1
Eif2ak4	-1
Tnfrsf1b	1
Tgfb1	-1
Atp8a1	1
Gyg	1
Akap9	-1
Gm4944	1
4933407C03Rik	-1
Pex12	1
Abcf1	-1
Arhgef25	1
Jrk	1
Rapgef1	-1
Dnajc21	-1
Tmbim4	1
Galm	1
Spata5l1	-1
Rilp	1
2010002N04Rik	1
Isoc1	1
Prpf3	-1
Snhg1	-1
Bcr	-1
Hdac4	-1
Snhg12	-1
Pld6	-1
Ehbp1l1	-1
Cdc25c	-1
Ubl3	1
Gm6285	1
4933439C10Rik	-1
Fkbp4	-1
Pole2	-1
Tchp	-1
Tfeb	-1
Zbtb38	-1
Zfp58	1
Bmp7	1
Gm10159	1
Apc	-1
Rrm1	-1
Sntb1	-1
Adamts3	-1
Dclre1a	-1
1700010I14Rik	-1
Dvl3	-1
Mtap7	-1
Atxn2l	-1
6330503K22Rik	-1
6530409C15Rik	-1
Ssr3	1
4732418C07Rik	1
Brd7	-1
2900011O08Rik	1
BC055324	-1
6530401N04Rik	1
Retsat	1
Khsrp	-1
Atpase6	1
Twf1	1
Rgs19	-1
Cyb5d2	1
Echdc1	1
Ndfip2	1
1110038B12Rik	-1
4930473A06Rik	-1
A830007P12Rik	1
Paqr8	-1
Rps27a	1
Usp1	-1
Rnf123	-1
Gm5648	-1
Zfp238	-1
Vopp1	1
