PC1	PC2	score	age
-7.150888628590984	1.0993523527695923	0.21136913406039717	yng
-3.5451690500351973	-6.490646252123152	0.32008880640562576	yng
-8.98169980137918	-5.351853969895042	0.1428226082600962	yng
-9.195753413080832	8.511879234237858	0.1897636017779616	yng
-8.6116853951575	6.824331934818026	0.1600767254052525	yng
-10.550928772772304	0.7321360018817406	0.05037362725781698	yng
-12.275221875109965	3.7490205161999826	0.08702909795645145	yng
-2.658657019328351	-3.29155010993172	0.23514611426971377	yng
-2.5124454200482678	9.028408946967353	0.3944601326326494	yng
-7.94477114372061	-0.7944214370400234	0.16546140150777328	yng
-7.165810802613501	-9.163269406499046	0.2382822880996587	yng
-2.3233272243077434	-12.7176062547152	0.4235183326167391	yng
-8.588474061895727	-1.799552482936137	0.15908311199600872	yng
-7.673702058481209	14.031561275295594	0.2451797710400159	yng
-7.140493475835566	-8.224808678199526	0.17890780230836514	yng
-7.892115314939617	-4.086334656659189	0.2031256601205552	yng
-3.0950366159118547	-2.008451354583318	0.32833362958756596	yng
-12.202071733366024	6.221860818006865	0.08766162931935156	yng
-6.134313987278773	0.023200925156649062	0.29875686219629516	yng
-13.775540907867763	-4.504523178666387	0.1000114889101576	yng
-10.81895991762013	8.933350893352777	0.0951697744919582	yng
-2.825738925299048	-2.688901442805286	0.28324443117238635	yng
-12.042595645591307	6.959421091832872	0.07025179512315705	yng
-8.607325074682922	4.1683912453435426	0.16468435513612945	yng
-4.822089697264077	0.5264386312570555	0.29345095906102275	yng
-5.5567508115011215	1.8865742763167321	0.24851139135035308	yng
-4.145655668492871	5.662650102757354	0.24782281030378345	yng
-6.3002810759129195	1.1749632280119797	0.32054974044456735	yng
-0.39190525534250353	-5.181505244630882	0.41008448295827143	yng
-11.326863729294004	0.010744814356071079	0.10521903188226006	yng
-3.6787455782021183	8.900720337829727	0.31075139205133706	yng
-4.9485779723028465	0.3863800280457711	0.19794106448778584	yng
-2.7853250031452017	1.7709746693165676	0.3367210746157872	yng
-6.173215885399916	-5.958843536362598	0.23296791202463765	yng
-13.386583546528593	-2.4239235341507395	0.0	yng
-5.834776957136384	-1.1877172586305946	0.20944412563285839	yng
-7.723599403742567	-0.6707199409858686	0.218222346335541	yng
-8.35290487522324	-3.6596673270517766	0.20021185768801797	yng
-10.257881828318629	0.3689846178855215	0.1385237955048584	yng
-8.198285108629847	-3.613068239029954	0.1516490173805195	yng
-11.709977003190096	2.0692515942377856	0.08525057928460741	yng
-14.432677676931005	5.098342581430021	0.02676645836793513	yng
-10.924021832476303	-5.192009351529852	0.09355883728215551	yng
-0.8817023235823663	-1.0044862517846398	0.3282617237863432	yng
-10.271588984077468	1.1977263223623662	0.17004701659574875	yng
-6.266013700558547	-5.1465732341187955	0.1597325870491004	yng
-7.492306376775348	1.2667366451181599	0.22411721204594326	yng
-4.384946627173586	2.1837748346043044	0.23442147339251418	yng
-8.965686654263745	-1.7603656543743555	0.10368515919508096	yng
1.9893527906666728	-4.90057741775404	0.3836109699716997	yng
-10.488375966757577	1.908221133282508	0.1317101261972828	yng
-3.9571155338547896	2.206270869924594	0.34082865102761234	yng
-10.21654151398682	0.6801188821289885	0.10948035065238607	yng
-5.076914867589609	-1.2112515581321757	0.2253188955320038	yng
-4.120749364468771	-5.564483332896173	0.3005927271404826	yng
-12.502429611517435	-1.194878440145081	0.12332179837251478	yng
-11.968566741031852	6.081552259904468	0.13826332254719348	yng
-12.194693013711877	1.776121189920293	0.12383109031159968	yng
-7.382187594382274	-4.368350088993226	0.2037112433195246	yng
-7.920681958889504	-7.811740332753465	0.19344605037125598	yng
-6.478237328398903	4.51293271783498	0.1817677014008182	yng
-9.162629979712264	10.7861141181966	0.21997003428026835	yng
-9.40038456703745	-3.5367885236611913	0.17749949755430422	yng
-8.625745647145695	-6.72359702879827	0.1660815653816581	yng
-13.322037274125702	-4.7013714849702515	0.023229910566810084	yng
-7.668360693739318	3.415798018039106	0.23671759605565937	yng
-1.6988499850329992	0.18220640430732116	0.3006669895201583	yng
-13.808738805986929	-2.9262385934288915	0.0700278893550688	yng
-8.578832629637112	13.3534768117627	0.19297485708602657	yng
-4.610833450468764	5.871487767120195	0.2428804775613736	yng
-3.721567746732493	-10.274076324408881	0.30177689900106786	yng
-6.9335097406870005	-3.219206672358772	0.24345336584223226	yng
-11.63685344240578	3.8110169909979446	0.07324200339395687	yng
-8.52784092900304	8.7859388619156	0.18744111297313265	yng
-10.96119191434649	-5.858648080320678	0.135176336458443	yng
-4.936430764771104	5.1545885070841	0.2919957879913535	yng
-8.534612974554857	-0.5050513360102349	0.2714096580863746	yng
-12.409649094127998	5.115803570771475	0.07534204853592162	yng
-5.919084936702498	-7.415160428354125	0.22124589563392486	yng
-10.338097682634531	-2.7895848378851698	0.12398373343742533	yng
-9.377180407062394	1.924430560400023	0.1287258273369818	yng
-9.65755214620068	-2.24785544041294	0.18400362209025345	yng
-9.540843657034989	6.591542642864558	0.12786019448321026	yng
-10.07286898582687	3.915839044704412	0.1397307722941137	yng
-6.600304259998207	-5.63425750474296	0.27119643782795666	yng
-1.286959598678741	0.05874140926575903	0.4000827383303659	yng
-4.679942424386776	-5.895537149812099	0.2622783796052939	yng
-1.0113978075130803	-4.253591981971498	0.3551284220680509	yng
-7.32974309446312	-1.797560524328002	0.2254098606075391	yng
