PC1	PC2	score	age
-20.115070162236144	0.25292682593246546	0.11437046148938738	yng
-19.33173438041565	-0.013936487600310797	0.11226785041858398	yng
-11.94200942401739	5.363794497353848	0.29401031653963494	yng
-10.224105721830155	-2.537790141862084	0.2455957363983569	yng
-17.156230577652583	3.9706531938194343	0.17703029887685348	yng
-12.42886701777957	-3.038885007580664	0.23981234443781155	yng
-19.269637815622463	-5.833135285583109	0.13483481352064902	yng
-11.968179781224217	-8.603203198577365	0.23318587467076238	yng
-19.913624586516516	0.17423353381336407	0.09849228061436024	yng
-14.941001090864592	4.957622721466357	0.15030190898935564	yng
-19.843468569421187	-5.926180858855397	0.11294423018710915	yng
-11.539571321606118	-5.41776702160703	0.24706194948372034	yng
-5.446437235063032	5.29106355933914	0.33229267358187925	yng
-8.840876951446312	-12.525696314255402	0.29491113419946535	yng
-21.587887469737893	-6.996255400832276	0.1341840894158845	yng
-7.454057703535306	7.529874923404327	0.3604410961250982	yng
-1.766815203539875	-2.815462207686895	0.38744540117292536	yng
-13.24145366689176	2.2837437590965677	0.22243419142709284	yng
-18.470779798542868	-3.5057461917436883	0.19027812863919408	yng
-18.561349812245588	-2.0510689329437732	0.15275438337376973	yng
-15.446939733328348	-12.348882560925786	0.20696090957404437	yng
-23.378882468190767	-3.394689742003743	0.07283618433583032	yng
-16.925476547919374	1.2338583583557956	0.1849153412756641	yng
-20.46365213290231	0.6263766511073661	0.06212734023685562	yng
-15.869243645591494	9.399210111344802	0.18172524949947927	yng
-0.7764567999423957	-6.210956185904173	0.40994125006663823	yng
-15.437823752885933	-2.7287466563294878	0.2417290883341554	yng
-17.936108781990935	6.9688331006201265	0.1398742368860516	yng
-17.338448798199412	-2.916232480035226	0.18956626066210905	yng
-11.138552146723427	1.0813975722450502	0.2820880681824153	yng
-25.128549305131983	0.3600906760525565	0.0	yng
-11.361156945438339	-7.059612704302114	0.317289718628948	yng
-19.255908047086862	3.180382588513772	0.08752803400240174	yng
-15.293495007746618	-2.2973685955367915	0.19479689883030527	yng
-16.25841472978848	0.201841270587709	0.21474380471911567	yng
-20.196242875716223	-0.9780069178077498	0.10130054127148318	yng
-19.205488590556477	4.272546722081538	0.18700877336555238	yng
-10.981936889586116	-4.242706037863417	0.2610703878677752	yng
-15.404159252712105	-6.772823775507228	0.24063579724853168	yng
-10.190537706812199	6.391395574026996	0.2741268786097583	yng
-15.7778257990512	-4.393185223228838	0.22961854455137393	yng
-24.779346972415336	-4.775025496610479	0.03283175370103319	yng
-12.096149813396705	-9.242149030084907	0.25998700120235335	yng
-25.118190617741572	5.847939151967217	0.06573629493153875	yng
-6.705256186018482	-4.255744755622852	0.38399658070911696	yng
-16.407396894615438	1.3797623853822227	0.22292271881533451	yng
-21.29539291676862	-5.600288612502238	0.13501391205372137	yng
-16.375883409022034	3.8946308680711024	0.16779157584888674	old
17.849266127192113	-3.588891818105289	0.6726529446514532	old
10.621951062992649	-1.190949160982433	0.6233047554110066	old
8.92368898311926	13.29209154124903	0.5679671550828421	old
18.25618115699307	-7.227906968019587	0.7084952277360345	old
11.299036458138486	12.0709021442637	0.6616150306928436	old
28.703183171863625	-6.8554603549999	0.8989439301979166	old
14.140186276310509	-7.32175620577825	0.6652517662532585	old
4.603375343841056	-9.902915423931615	0.48811688991332136	old
6.578372480634884	17.485878613108934	0.5030685205457806	old
-1.585932382869817	0.17984860716477355	0.38494085087008995	old
