Genes,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,
Phactr1,0,6.931987062,5.886132063,0,0,7.140516834,5.823732288,0,4.725682428,7.944517715,6.079779684,0,0,5.633568705,0,0,0,0,0,0,0,0,4.921803855,0,0,0,0,9.548509206,0,0,5.404952462,0,0,0,3.094165454,0.926198226,5.243812281,0,4.8748044,0,0,0,0,6.407167812,6.456349077,0,0,0,0,0,0,0,0,0,0,5.915634062,7.28255526,6.175079011,0,8.750044365,0,0.957023189,8.406999673,0,1.901397647,7.752637967,0,0,0,5.091271892,0,0,0,0,5.072246664,7.217240803,0,0,0,0,0,0,6.605862577,6.801505905,0,0,7.123592832,0,0,0,0,0,0,0,1.643875945,0,5.828221768,0,7.362737479,6.863297881,0,0,0,0,0,0,0,0,1.053456277,6.564172614,6.648744042,0,5.511490862,0.962655364,0,2.505259415,5.812239307,3.116322668,0,4.726035807,0,6.697966152,0,0,0,4.933686928,0,0,0,0,2.048018354,0,0,0,0,0,0,0,5.902686292,0,0,0,4.00383013,0,0,0,0,5.653907077,1.917891724,2.261896477,0,0,0,0,0,0,0.995268534,6.553037937,0,0,0,0,0,0,0,0,0,0,0,4.064779159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.658573044,1.086601649,0,5.96367903,0,0,0,0,0,4.212933324,6.520315748,0,0,0,0,0,0,0,0,0,0,0,0,0.90456267,0.948686099,0,0,5.810599828,0,0
Phf11d,0,0,0,0,0,0,0,0,0,0,0,0,0,1.003358831,4.657881336,0,0,0,6.748351989,0,0,4.543979351,0,0,0,0,0,0,0,6.096678593,0,0,0,0,0,0,0,0,0,0,0,4.613685022,0,0,6.151672429,0,0,0,0,1.49677955,0,0,0,0,0,0,0,6.781923137,8.193781688,2.597634509,0,5.224802659,0,0,0,6.917325596,0,7.019710905,2.048796982,0,0,0,0,0,0,0,0,0,0,0,0.917664027,0,0,0,0,0,0,5.171000635,5.47235768,0,0,0,0,0,0,0,0,3.60686004,5.188638169,3.745301228,0,4.40361628,5.011725946,0.983095791,0,0,0,0,0,5.959024649,0,0,2.677036771,0.962655364,0,0,6.402694074,0,0.968740662,0,0,1.014856758,0,0,0,6.952398312,0,0,0,0,0,0,0,0,0,0,6.327029659,0,0,0,0,0,0,0,0,0,0,3.955119911,0,5.148752318,0,0,0,0,0,7.188289783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.008089731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.875769473,0,0,0,0,0,0,0.948686099,0,0,0,0,0
Pla2g4a,7.312542376,6.101278955,6.478835944,0,4.810950677,6.092489479,0,5.340599315,6.462922453,0,0,0,5.577083628,0,5.801774297,0,2.012946233,6.05966817,5.556507525,0,5.977551533,0,6.560302717,0,5.033528515,0,0,0,0,6.470389981,0,0,0,0,0,5.751184692,6.230152259,0,0,6.152892677,0,0,0,0,0,4.458079318,0,4.895304073,7.237325913,0,0,0,0,6.044803819,6.778209984,0,0,7.004499018,0,0,0,7.44694169,4.1332538,0,0,0,6.136232064,6.938345674,0,6.124042123,0,0,1.862810153,7.085337392,2.278336008,0.9021551,0,0,0,5.603578771,6.759808909,0,0,2.39536744,7.081177474,0,7.03825338,0,7.749018243,2.592005233,7.788409657,0,0,0,5.519745464,4.861614351,5.719460082,0,5.56800436,0,0,0,5.536515754,0,0,4.994824614,6.004169857,0,7.432431565,0,0.976700072,0,5.65389215,0,6.460739404,8.202565459,6.391271952,0,5.155568145,7.317290035,7.537337582,0,0,1.115438888,5.734605838,6.702327515,6.159616563,0,6.104446199,0,0,5.458766165,5.968733179,4.937117534,0,0,0,2.604447824,2.292951528,5.736623859,0,0,5.397480742,7.187496065,0,5.374209997,5.312952776,6.051067533,0,0,5.234270498,4.235541354,0,0,0,0,1.990537068,6.338468837,0,0,6.836812402,6.737055617,0,0,0,0,5.309611001,0,0,6.116714223,7.307726842,0,6.056921193,0,0,9.391459096,0,6.392313285,0,0,0,0,8.105377421,0,6.082206147,7.918988491,5.62255159,0,3.759024101,0,7.080136434,0,0,3.967186826,2.412015274,0,6.908724008,3.88417538,2.450610104,0,7.43086241,3.867871681,5.353379239,4.558301142,0,0,0,6.073837227,0,0,7.69941371,0,0,0,0,2.758348222,0
Plac8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.747988466,0,0,0,0,0,0,3.73143733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.931405076,3.286015888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.53061045,6.904371024,5.778451656,4.818480472,0,0,7.537791853,3.925602069,0,6.607355496,0,3.064010473,0,0,0,4.425426501,0.987520472,0,0,4.712796889,0,5.098339999,0,4.952034447,0,6.381598905,0,0,4.456317723,0,0,0,0,3.770201018,0,0,4.567947627,0,6.521644441,4.739929578,4.618299415,0,4.310973801,1.988983891,0,0,0,5.255073196,5.769363915,4.356891329,0,0,0,2.105976703,0,3.539376961,0,0,0,0,0,0,0,0,0,0,5.528045512,0,0,0,0,0,0,0,5.757924632,0,0,0,5.458513056,0,0,0,0,0,0,5.984468521,0,0,0,0,0,0,0,4.016109888,0
Plek,0,0,0,0,0,5.99612623,0,0,0,0,0,0,0,3.597003783,2.425256504,0,0,0,0,0,7.602412977,0,0,0,6.728603861,0,0,0,0,0,0,0,3.766323838,6.042757564,7.241058158,0,0,4.06475666,0,7.356505918,0,0,0,7.027529258,0,0,0,0,7.299627695,6.713025722,0,0,0,0,7.105089494,0,0,0,0,0,3.695641952,4.985567674,0,0,0,0,0,0,0,5.12645619,8.265866575,0,0,0,1.762761361,4.510775502,0,0.896337709,0,6.20278343,0.917664027,0,0,0,0,0,2.846478829,0,0,1.002724501,7.231425937,0,0,0,3.588019538,1.000747915,0,0,0,0,0,0,0,0,0,8.146208078,0,8.700370454,0,0,0,4.871150133,6.166279959,0,0,0,5.662964356,4.620956912,1.535417622,8.022767185,0,0,0,0,0,0,0,4.27410391,5.454233593,0,7.133027032,0,6.229234796,3.775701685,0,0,0,0,0,0,0,4.098208533,6.664586937,0,0,0,0,0,0,0,0,0,0,2.964911487,0,7.120436522,0,0,0,0,0,6.956328883,0,0,0,0,4.966290522,0,8.288752743,0,0,1.008089731,0,11.22487333,0,0,0,7.066504599,10.09824536,0,0,0,7.416714761,0,0,0,0,0,0,0,0,0,0,0,4.993872774,0,0.974780985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.935915251
Plscr1,3.691164788,4.260728831,3.06508601,0,5.424745389,0,2.559075819,0,4.57243151,6.285281354,6.17365813,4.764956918,4.966493178,5.061337386,5.357541875,6.114245553,5.651054514,5.560043741,6.003706495,4.905854612,5.661382234,0,4.239411088,6.808996633,6.710936173,0,6.03692058,0,5.303763319,5.909359017,0,0,0,6.420301034,3.306491918,5.115913286,0,5.165066599,2.543538,6.078951625,0,2.123673254,2.892853747,0,0,3.395825095,5.637155066,6.788694329,6.151256311,0,7.132079957,0,4.905959663,6.19408132,0,0,7.801748732,3.75163847,0,7.812900636,0,2.686703761,5.374452218,6.198596119,7.836775806,0,6.230441946,5.797639118,0,1.926540945,6.580364892,4.97698623,0,6.135158078,7.354501207,0,6.684674099,6.805405545,7.430119274,6.696076486,3.82659017,0,0,0.926654619,0,0.862963016,0.948826276,0,4.212322585,0,5.648765196,0,0,0,6.875771427,7.642336165,1.692028327,5.707073446,4.902959691,6.95626968,7.283909455,3.416132525,5.627877401,0,5.484741952,0,0,0,7.925743565,5.414287574,0,5.828631354,6.304293336,6.660480806,0,1.536092778,6.490731613,4.823916776,0,7.354996927,0,0,0,0,0,3.112809877,0,0,5.285275194,0,6.048710177,4.559989466,0,4.636283887,0,0,0,4.943878502,0,5.842370614,5.412145392,4.259095058,5.134194472,5.133573142,5.80400723,0,5.806890895,4.641562396,0,0,0,0,0,0,4.761466864,0,0,0,5.75990499,0,5.518730401,0,0,0,5.629551357,0,0,0,0,0,0,1.008089731,4.56101871,0,0,0,0,0,0,1.274904025,0,0,0,0,0,0,6.256180209,4.59631018,3.895426165,0,4.712136159,5.293248967,3.18458706,4.24356869,0,0,6.767431126,0,0,0,0,3.345159397,0,5.942522299,0,0,2.723187852,6.920988577,0,0,5.364723603,5.603784997,0,0,0,6.809750653,0
Plscr2,6.522768803,5.743800577,0,0,0,5.623555731,0,5.968578088,0,5.438341166,5.704109726,6.919596585,4.723023269,0,5.268875326,0,0,0,1.389126881,5.004827345,5.773509407,6.577071339,0,0,6.728603861,0,0,0,0,7.350808485,2.85554899,0,0,5.540000133,5.354291633,0,4.662581424,0,2.543538,6.789097026,0,5.696979026,0,0,0,2.372172282,0,0,6.037379857,6.642102705,4.130061164,6.46423416,4.13642864,0,0,3.450621795,0,5.503232716,0,7.717126462,0,5.093208598,6.946817634,6.588091519,0,5.34509742,0,4.597873038,7.491306264,6.399830491,4.006398487,0,0,0,2.644142042,0,0,4.703915323,1.411318649,5.004113312,0,0,5.998807791,0,0,7.071772091,7.934031974,2.559193504,3.781451342,0,1.011424015,5.40891822,0,0,3.445404975,0,5.076084981,0,5.5341779,7.127645265,0,5.656228399,6.080315317,0,7.749247408,3.151383463,4.758192035,6.075354523,4.305963385,5.870100771,0,0,6.939103952,4.014200669,5.633533251,7.164387421,0,0,0,3.388532229,4.803451802,0,0,0,5.442841714,0,0,0,0,0,6.144055062,0,0,0,0,0,0,0,0,0,0,0,0,0,3.510744796,0,0,0,0,0,5.855606489,0,0,0,0,0,0,0,0,5.29553631,0,0,6.787302352,0,5.308439216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.54120609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.128738653,0,0
Plscr4,6.00727311,6.072006964,0,0,5.922036168,0,6.06790232,0,0,1.028936104,6.295442533,4.564749065,4.362882903,0,4.178004494,6.155506824,0,6.455010886,0,6.773869021,2.705922991,1.639689526,0,4.570226188,0,0,0,6.294373269,6.116002175,2.20284253,0,0,0,6.257985769,0,0.926198226,1.030732301,6.449904605,0,0,0,1.829232575,0,1.845777292,0,2.753044519,3.16071143,0,5.89451203,0,0,0,6.201334025,0,1.875329919,0,5.720207898,6.137666779,0,7.111507577,0.998703461,0,7.014832628,6.331624858,0,0.985041767,1.914762924,0,4.187190766,7.008875793,0,5.919745476,0,0,0,0,0,7.0872442,0,0,3.289791126,4.076301729,3.456045208,0,6.482826918,3.903666669,2.663692117,0,5.529986872,4.767842197,3.951522972,0,5.815854327,0,0,7.465010638,0,0,3.984587662,3.900329303,4.258547234,4.937418775,5.099393904,0,1.644739598,0,0,0,3.339377389,6.867401337,0,4.987953769,0,0,0,0,4.846181323,0,3.688339527,6.903585869,6.390345877,5.074283792,0,0,0,0,1.633311706,0,6.139692048,0,2.377675677,0,0,5.130165912,0.971668321,6.119740622,0,0,4.036453235,0,3.370716968,7.14802547,0,2.493474889,4.967610318,0,0,6.555674289,4.396730818,0,0,0,0,0,0,7.143404067,0,1.014491417,4.154450339,0,0,0,5.220897728,1.993165396,0,0,6.70089879,0,0,0,0,5.85433486,3.592302381,0,0,0,6.947773113,5.369203898,0,0,6.758646023,0,0,8.177470067,0,0,0,0,6.068629462,4.419744213,0,0,0,0,0,0,0,4.657368392,0,5.783019316,0,0,0,0,0,6.993748075,5.729796609,0,0,0,0,2.846058298,8.860574727,0,5.597144611,0,6.779913817
Plxdc2,0,0,0,7.302880443,0,6.376432637,0,6.151036105,3.487332353,1.63082514,5.116837874,6.551251767,4.874007734,6.39645211,4.788998484,0,0,0,0,0,5.477787159,0,6.070752371,0,6.84680929,0,9.545859384,1.819481916,0,6.773382604,0,0,0,0,0,3.862177139,0,0,6.876689725,0,0,0,5.93897272,6.550693218,0,4.261580944,0,2.964337967,6.197311964,5.93569974,0,6.359200052,0,5.224870307,0,5.196186919,0,0,0,6.352919463,0,0,0,0,0,6.116570913,7.417976197,6.733151783,0,5.735501493,0,0,3.95654125,0,0,5.091633647,5.62834122,0,0,0,0,5.442644442,3.060221876,0,2.327587101,2.866701088,0,0,0,5.630007125,0,4.675391123,0,6.151115149,0,0,5.962232388,0,4.548117172,0,8.195438171,5.902466824,7.104084282,5.042576542,7.387432998,0,3.002084928,1.012559087,7.665078924,5.349625585,0,7.069758201,0,4.937731808,0,4.116949625,4.846181323,4.176096532,5.574993528,0,5.244500188,0,0,6.561728822,0,0,3.091514857,0,2.87330419,0,7.534200773,0,3.539998908,6.880088471,6.801678249,6.928310342,0,0,0.987520472,6.049979172,0,6.225777642,5.760397994,0,6.959248416,6.921641462,0,4.641562396,5.203494133,2.922437369,0,7.470008259,0,0,0,6.9487541,4.563268906,6.725425392,0,0,0,3.534681768,5.220897728,0,0,3.440376881,0,2.743188406,5.969085153,0,0,0,0,2.555569702,0,0,0,6.291864002,0,0,0,0,0,0,6.003678689,0,2.695331873,4.363589169,4.346406596,0,0,5.612410087,6.731431693,0,0,0,6.94948952,5.921892351,0,2.802835166,0,0,6.490513939,0,0,5.711884662,0,0,4.645438242,7.543584283,0,0.948686099,2.394465361,2.529491182,0,5.079676006,7.015058717
Ppp1r16b,0,0,0.96692698,4.473766323,5.762540995,4.585597651,1.569090154,4.130149485,0.972766759,4.290586384,5.362371926,4.701145938,6.279562551,3.471051264,3.74449736,3.910549695,5.12039458,3.864160901,6.816293629,1.20021999,4.553002787,5.57850826,0,6.157026084,5.235237045,3.540801939,0,0,2.802088658,6.763640904,0,1.683330169,5.969482048,0.937887717,4.595941106,0,4.21307998,0,0,1.637853987,0.950759431,2.567652537,0.912593751,1.845777292,0.967616533,3.966153485,0,0,0.952290646,4.211321118,0.940292052,1.513783941,1.883483474,0,1.875329919,0.99745339,6.989940469,5.772255885,3.530103067,5.642234286,7.797232379,4.947738113,5.881224405,2.222558206,2.457520808,5.668804552,2.687709559,7.258786955,6.633731554,6.000037123,4.094001236,2.329171443,3.094060691,2.422945343,4.895707303,7.778428025,3.21973504,4.481688544,5.075916229,5.657982415,5.605573154,2.566162395,3.171266809,5.473647452,3.332000272,3.451852064,2.203106388,3.268062998,2.643121061,6.746250679,0,6.585317735,1.688437856,3.10884637,3.287751889,6.113093113,1.692028327,4.729150775,2.368104715,6.155225328,1.561719104,4.267833784,1.002345189,2.949287372,5.141044564,3.151383463,0,6.005221985,3.16036883,7.107628898,6.276533248,2.223202547,2.677036771,3.051545305,5.659447238,1.536092778,2.790800291,5.758924567,5.834112581,2.443325068,6.6303394,3.755416257,0,0,0,1.037603292,2.061009905,5.201782892,0,1.592553444,2.377675677,0,2.046578339,0,3.699486166,0.947411627,1.540937492,5.248721976,3.858134445,0,0,0,3.588395219,1.528867129,1.056839491,0,2.273441285,2.616873036,0,4.406608833,1.874415629,0.997084188,0,1.566424508,0.952293373,0,0.995268534,0,0,1.024296544,0.988140995,1.562732679,0,0,5.234626195,0,0,0.977143426,0,0,0.980743497,1.597784421,0,0,0,0,0,1.621590012,0.788484752,1.274904025,0,3.072751123,2.13301852,2.047263195,4.302307861,5.452337752,1.042696702,1.046443082,1.086601649,1.75128221,6.973912958,3.220914184,6.914477781,2.293548342,1.038798436,3.130195216,3.494553277,1.862947357,6.983460549,2.622851033,6.806858122,4.247230043,4.723608594,4.063694422,2.720165126,2.194196012,2.252314566,0,4.645438242,6.636243093,2.713688011,2.202780907,0,0,3.551719348,3.114589083,4.668700681
Prcp,6.410157709,7.369850018,5.801561882,6.752288037,6.98638801,6.955096683,6.941014473,0,7.240248022,5.234674194,6.919156406,1.647184253,0,6.545473497,7.013036987,3.58832009,6.864326774,0.926673957,5.427166748,7.381049428,4.031544118,0,0,5.946857643,7.154359785,5.683997203,7.403041813,7.437064721,0,7.382274308,6.458850632,7.39372043,6.255728485,0,7.155086599,0,4.3784761,7.209218787,6.898871045,7.047773873,0,7.158288722,7.014652346,5.495060171,6.400502607,6.148869614,6.121860102,2.554234162,6.530791155,5.708100668,0,4.731709937,0,5.784700179,6.487575616,6.232016479,7.234454554,5.442730701,0,7.915129224,1.997406921,7.977161861,7.289608917,0,6.872429423,8.133871908,8.022261511,0,3.672430176,6.916194421,0,0,6.785660609,6.824204377,4.190865983,5.782264723,6.042495906,0,9.135715824,8.391547875,3.89817027,8.28963862,0,4.827364022,4.418329184,7.788361657,7.708379773,7.474846886,1.138330281,0,0,4.226410345,4.354315634,0,7.565763586,5.759191668,3.827130358,7.623713006,6.790624584,7.554397443,2.547054154,7.316653185,6.474580207,2.949287372,8.068014314,8.146208078,0,0,7.684564013,8.331848377,3.992225251,5.907587324,6.040652831,7.883978539,7.219520772,8.36328454,0,6.859296538,7.11041115,6.699120634,0,0,0,2.883367698,0,2.409240236,3.091514857,0,6.305160518,2.009578703,8.102871297,3.877139883,2.376003872,7.589966684,6.510605013,0,3.973926661,6.9221532,0,6.640297331,5.889389954,0,4.911589103,5.932093798,0,0,5.686084968,3.037034041,4.507467218,0,6.240127831,4.939750804,0,6.727734934,0,0,0,0,2.31331138,0,5.632838174,0,5.766802337,4.79092674,5.792635688,5.583783717,0,6.760721725,4.490661083,0,0,6.354776637,5.409539425,4.050482145,0,0,5.089151819,6.067793039,0,0,0,0,0,0,8.173300429,7.074715285,6.183960259,0,6.888891467,6.96527462,7.408535503,6.459815112,7.906768024,5.113960997,0,7.074464646,6.40417032,0,6.924169651,0,5.727342474,7.071323222,7.355194292,6.981533048,7.187471582,0,7.634403982,4.909297004,5.962115554,4.770738997,7.755401194,1.503631892,0,8.750601776,0,5.917238117,0
Prnp,0,0,0,0,4.534951571,0,0,0,0,6.102349768,0,5.530853979,0,6.020152985,5.174663613,4.589256666,0,0,0,5.641561713,0,0,0,5.642256404,0,0,0,5.107931512,0,0,0,0,0,0,0,5.172782361,0,0,0,0,0,5.731705041,6.570375989,0,6.185312023,0,0,5.293864939,0,6.452726822,0,0,0,6.076001909,0,0,0,0,0,0,6.968233605,0,1.542176098,6.721836582,0,4.833492181,0,0,6.791102917,6.371754676,2.325642301,0,0,0,0,0,0,3.873907126,5.259748953,0,0,6.324432481,0,0,0,0,0,0,6.251542679,2.005449001,0,0,0,0,2.911704991,0,0,0,0,1.127448012,7.034850186,0,6.600405483,0,6.703050046,0,0,0,0,0,0,0,0,0,0,6.717039402,0,0,0,0,0,0,4.890073796,0,4.711903928,5.364331203,0,0,4.882261948,0,0,0,4.093156679,0,0,5.901255253,0,5.686399308,0,0,0,0,0,0,0,0,5.312952776,0,0,5.318282325,0,0,6.235605153,0,0,0,0,0,0,0,0,0,0,5.373890247,0,0,0,5.623350488,0,0,0,0,5.669118909,0,0,0,0,0,0,0,0,7.597738214,0,0,0,0,0,0,4.531047382,7.854464957,0,0,0,0,0,0,0,5.58884207,0,0,0,0,0,3.564116099,0,0,0,0,1.932637934,0,0,0,0,0,0,0,0
Procr,6.359060778,6.695098611,6.59461505,0,5.466222067,4.949423738,7.088169982,6.526889468,5.921681498,5.438341166,5.362371926,7.114227252,5.86730637,6.736797533,8.043117938,6.175703604,5.992738516,5.641093278,3.899772187,4.689128193,0,6.207173453,6.234735542,6.472764111,6.710936173,4.528483662,2.335399673,0,0,0,6.232687815,5.049990507,0,5.648304797,0,6.205935381,1.633672045,4.06475666,5.968878992,0,0,6.566861797,6.738322395,6.385340325,6.371718585,5.716071719,6.523054667,7.893720442,4.577999126,4.385484814,6.300370214,0,2.434367076,5.840862282,0,6.683376311,0,4.631653952,6.493418357,6.179894422,6.349309188,5.557773329,7.954241812,5.1940408,7.605590586,7.221259313,7.437115665,4.968146552,6.4761736,7.239651734,6.118295785,7.233516691,6.550965887,0,0,6.325214428,7.972198493,4.950976868,0,6.293479189,0,4.864697241,6.1721193,7.547285178,5.157612059,4.845286941,5.604613008,5.427863929,8.528203242,6.647418307,0,3.429173019,6.69574898,4.938345235,5.138344999,0,6.895772783,7.411316918,0,4.172053405,8.045168972,3.759701135,6.204340868,5.266986823,2.913234732,0,0,6.918704875,7.510387942,5.79955811,5.59446032,0,5.65389215,0,4.980182682,3.586342719,5.662964356,0,5.97705723,5.096857045,5.328784117,0,0,1.76792881,5.085751286,5.278768194,0,0,0,0,7.246724115,5.01343854,6.912203223,0,6.469573175,5.573284425,0,6.858668438,5.105406778,0,5.867928497,0,0,0,4.48937755,0,0,6.344148016,5.296796882,6.193182517,3.98119086,0,7.525181359,0,0,0,0,5.32397742,0,0,0,0,0,0,0,5.328042317,0,0,0,4.064779159,5.884460981,0,4.630710645,0,0,0,2.191778389,0,0,5.767107345,4.366185609,7.024289601,0,2.047263195,0,0,0,0,0,0,0,3.515077601,7.0210099,0,0,0,0,5.456555105,7.21893833,0.934278389,5.483056622,5.074577553,6.14306365,0,0,0,0,7.024118986,6.143423085,0,0,3.510555721,0,0,5.914176214,0,0
Pros1,0,0,0,0,7.321183012,0,0,0,0,0,0,0,0,0,0,0,6.83839691,0,0,0,0,0,0,5.946857643,0,0,0,0,0,0,0,6.409035405,0,0,0,0,6.478567092,0,0,0,0,6.482308952,0,0,4.250078957,0,0,0,0,0,0,0,6.65443111,0,0,0,0,0,0,0,0,0,0,5.558821725,0,0,0,0,0,1.526747577,0,0,1.476242119,0,0,0,0,2.689013126,0,0,0,0,4.055869314,0,0,0,8.201517882,0,0,5.372148659,0,0,2.473516751,0,0,5.325908444,5.017959194,0,0,0,2.956005149,0.987483755,0,0,0,0,0,0,0,6.878734614,0,0,0,0,7.387751865,0,0,0,0,0,0,0,0,1.76792881,0,0,0,0,0,0,0,0,0,0,0,0,0,4.619523729,0,0,0,0,0,6.132544003,1.056839491,0,0,5.798629801,0,0,0,0,0,0,0,0,0,0,0,7.769250873,0,0,0,0,0,0,0,5.334647714,0,0,0,0,0,0,0,0,0,0,6.991714078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.038798436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.583513319,0,0,0,0,0,0,0
Prtn3,5.962298231,6.931987062,4.99893997,3.979337987,6.387507744,8.489314706,6.147269816,6.510229155,6.925069235,6.173616622,7.24392339,7.743727441,6.95309045,7.68393412,3.865113443,6.864404014,7.851396032,5.75413872,6.882007269,8.170323459,4.553002787,5.953597488,5.250718692,6.774703143,4.669236322,0,6.03692058,2.883810607,6.542085481,0,6.232687815,5.823365611,5.649485756,4.182446139,7.007064774,4.002962135,6.137182464,7.161605161,4.780130953,3.934409448,3.803037723,7.582186261,6.346356094,5.208650797,5.282636295,4.916526394,7.393951612,8.01729132,7.244389502,4.955947272,5.30687312,6.245493878,6.895365284,5.308838766,6.804998277,6.358804692,6.250419201,8.623474835,8.254407641,6.423653854,7.247978354,5.961123929,5.963821709,8.037261318,5.70419294,7.522394207,6.948088582,7.993990174,7.405190958,6.785656851,7.259521456,6.366875014,6.844642707,5.42474552,6.362835664,7.555584539,0,7.434781357,2.671328782,8.164250601,5.715962845,6.005409672,7.501234865,5.229905405,4.9736008,4.148569503,6.541984264,6.460953233,8.206739077,8.912960636,0,7.767108219,8.435851612,0,8.029219208,6.970994098,8.040133925,7.253489889,5.499555451,6.117831413,8.715771378,7.157210678,7.302487865,7.396382089,7.878807688,9.454150389,6.970625338,7.641676565,6.983737341,8.079016213,6.673684168,7.670599654,4.924252743,7.859991447,7.122691583,7.547775338,7.819023746,5.576506596,5.790434109,5.307063954,8.221264944,0,5.426013565,5.721401745,5.903211346,1.644562309,6.036678427,6.796512181,4.804020987,1.004789352,7.144798672,5.532755009,0,4.03874336,4.671154487,7.462303739,3.888893248,5.798267569,5.902686292,3.65406395,6.08770388,0,0,5.576744447,7.373864962,0,6.001290518,4.967464591,6.411992012,5.82274207,4.35225831,0,7.0521207,4.751127276,4.115743482,6.018248271,0,5.53854652,4.567947627,0,4.270674327,4.188348394,0,0,4.688526054,4.67454944,5.737782295,0,0,3.990139707,5.644068493,3.613963882,3.953588815,0,3.533241626,6.317930108,2.191778389,5.444914588,0,0,5.821580813,2.37823572,0,0,4.49100516,0,0,3.872299543,5.1666686,6.267667269,6.40983889,0,6.537895562,0,4.33171157,7.255990761,3.089982615,6.477650817,6.536462354,5.939723444,5.621697993,5.823436479,7.202968673,0,7.552339768,4.636956588,4.192352735,6.448490436,4.645438242,0,4.091845282,4.029949782,4.788930723,2.529491182,5.618010592,4.504924926,3.341682022
Ptger4,6.393326183,0,6.307808063,0,0,0,5.670559137,0,3.08359767,0,6.227137922,0,0,0,6.065788741,0,5.96912769,5.679846946,0,0,0,0,6.79301075,0,0,5.991365423,0,0,0,0,0,0,0,0,0,0,0,5.334894098,0,0,0,0,0,0,7.746374671,6.668595619,0,0,0,0,0,6.561825769,0,0,6.813811107,0,0,0,2.731260563,0,0,0,0,3.991467717,0,4.683762785,0,5.716491265,5.451775109,0,1.587497841,0,0,0,0,0,7.074076117,0,0,0,0,0,0,5.282338793,0,0,6.724770976,0,3.195697118,3.817728063,0,0,0,0,0,0,0,0,0,0,8.239316283,0,0,0,0,0,10.76236189,0,0,0,7.151327697,0,5.584387401,4.35463118,0,0,0,0,2.719598865,0,0,0,6.515022832,0,0,0,0,0,0,0,0,3.510031277,0,3.459727635,0,0,0,0,4.797355686,0,0,0,0,0,0,1.56975778,0,0,0,0,0,0,0,0,0,6.769107262,0,0,0,0,6.801021749,0,0,0,0,0,0,0,0,0,0,4.282292103,0,0,0,0,9.472708597,2.046218773,0,0,8.255620633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.407824529,0,4.903025262,0,0,0,0,0,0,0,0,0,0,4.43859006,0,0,0,0,0,0
