genes	value
,['GSM2336308_4m', ' GSM2336309_4m', ' GSM2336312_4m', ' GSM2336316_4m', ' GSM2336317_4m', ' GSM2336319_4m', ' GSM2336320_4m', ' GSM2336321_4m', ' GSM2336326_4m', ' GSM2336331_4m', ' GSM2336332_4m', ' GSM2336335_4m', ' GSM2336342_4m', ' GSM2336345_4m', ' GSM2336346_4m', ' GSM2336347_4m', ' GSM2336349_4m', ' GSM2336354_4m', ' GSM2336359_4m', ' GSM2336367_4m', ' GSM2336369_4m', ' GSM2336370_4m', ' GSM2336371_4m', ' GSM2336375_4m', ' GSM2336383_4m', ' GSM2336384_4m', ' GSM2336389_4m', ' GSM2336390_4m', ' GSM2336391_4m', ' GSM2336392_4m', ' GSM2336398_4m', ' GSM2336399_4m', ' GSM2336400_4m', ' GSM2336401_4m', ' GSM2336402_4m', ' GSM2336404_4m', ' GSM2336405_4m', ' GSM2336406_4m', ' GSM2336409_4m', ' GSM2336413_4m', ' GSM2336415_4m', ' GSM2336417_4m', ' GSM2336418_4m', ' GSM2336420_4m', ' GSM2336421_4m', ' GSM2336424_4m', ' GSM2336425_4m', ' GSM2336428_4m', ' GSM2336429_4m', ' GSM2336432_4m', ' GSM2336435_4m', ' GSM2336437_4m', ' GSM2336438_4m', ' GSM2336441_4m', ' GSM2336442_4m', ' GSM2336444_4m', ' GSM2336446_4m', ' GSM2336453_4m', ' GSM2336454_4m', ' GSM2336455_4m', ' GSM2336464_4m', ' GSM2336466_4m', ' GSM2336467_4m', ' GSM2336468_4m', ' GSM2336469_4m', ' GSM2336470_4m', ' GSM2336471_4m', ' GSM2336476_4m', ' GSM2336477_4m', ' GSM2336478_4m', ' GSM2336480_4m', ' GSM2336481_4m', ' GSM2336483_4m', ' GSM2336485_4m', ' GSM2336486_4m', ' GSM2336487_4m', ' GSM2336489_4m', ' GSM2336493_4m', ' GSM2336494_4m', ' GSM2336495_4m', 'GSM2336112_18m', ' GSM2336115_18m', ' GSM2336116_18m', ' GSM2336118_18m', ' GSM2336119_18m', ' GSM2336122_18m', ' GSM2336126_18m', ' GSM2336128_18m', ' GSM2336129_18m', ' GSM2336130_18m', ' GSM2336131_18m', ' GSM2336132_18m', ' GSM2336133_18m', ' GSM2336146_18m', ' GSM2336149_18m', ' GSM2336150_18m', ' GSM2336156_18m', ' GSM2336158_18m', ' GSM2336159_18m', ' GSM2336160_18m', ' GSM2336162_18m', ' GSM2336169_18m', ' GSM2336170_18m', ' GSM2336172_18m', ' GSM2336173_18m', ' GSM2336177_18m', ' GSM2336183_18m', ' GSM2336184_18m', ' GSM2336186_18m', ' GSM2336188_18m', ' GSM2336192_18m', ' GSM2336194_18m', ' GSM2336195_18m', ' GSM2336197_18m', ' GSM2336199_18m', ' GSM2336200_18m', ' GSM2336201_18m', ' GSM2336204_18m', ' GSM2336207_18m', ' GSM2336690_18m', ' GSM2336691_18m', ' GSM2336692_18m', ' GSM2336693_18m', ' GSM2336696_18m', ' GSM2336698_18m', ' GSM2336700_18m', ' GSM2336701_18m', ' GSM2336703_18m', ' GSM2336707_18m', ' GSM2336709_18m', ' GSM2336711_18m', ' GSM2336723_18m', ' GSM2336726_18m', ' GSM2336727_18m', ' GSM2336729_18m', ' GSM2336730_18m', ' GSM2336731_18m', ' GSM2336732_18m', ' GSM2336733_18m', ' GSM2336735_18m', ' GSM2336737_18m', ' GSM2336738_18m', ' GSM2336739_18m', ' GSM2336744_18m', ' GSM2336745_18m', ' GSM2336746_18m', ' GSM2336747_18m', ' GSM2336748_18m', ' GSM2336749_18m', ' GSM2336752_18m', ' GSM2336753_18m', ' GSM2336754_18m', ' GSM2336756_18m', ' GSM2336758_18m', ' GSM2336761_18m', ' GSM2336762_18m', ' GSM2336764_18m', ' GSM2336765_18m', ' GSM2336766_18m', ' GSM2336770_18m', ' GSM2336771_18m', ' GSM2336772_18m', ' GSM2336774_18m', ' GSM2336775_18m', ' GSM2336776_18m', ' GSM2336780_18m']
Mmp14	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 7.674512892741069, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 7.6938494988399775, 0.9344209108265474, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.696540288157763, 1.3589314752345631, 0.0, 0.0, 0.0, 0.0, 1.0727334742614123, 0.0, 0.0, 1.0522752307010514, 0.0, 0.0, 0.0, 0.9930087240661747, 0.0, 0.8237555324799566, 0.0, 0.0, 0.9775048507800713, 0.9536478082499439, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 7.387970495670333, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.4562292357756583, 1.41264861272161, 0.0, 3.1855210392785946, 8.600603152872013, 0.0, 0.9404083714007144, 0.0, 0.0, 0.0, 0.0, 1.4972088172866094, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.270885578008777, 0.0, 4.551806702490648, 5.660592943985889, 0.0, 1.827954911197806, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0798485984009827, 0.0, 5.413504969355211, 1.5626150407337362, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.573295273017012, 0.0, 0.0, 0.0, 5.589159808268498, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.971584520506065, 7.35864891447553, 0.0, 0.0, 0.0, 0.0, 0.916776393064099, 0.0, 0.0, 0.0, 0.0, 1.0502670898297581, 0.0, 0.0, 6.058979589938905, 0.0, 0.0, 6.006724236253231, 7.538578028731161, 0.0, 1.1625222983803578, 0.0, 0.0]
S100a6	[5.437226460061969, 6.837291844983846, 0.0, 2.645565141248395, 7.547143584930703, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.2247139332475365, 0.0, 0.0, 0.8724944042954412, 0.0, 0.0, 0.0, 6.0132149598362625, 0.0, 6.183208799247214, 6.488556363297403, 0.0, 0.0, 0.0, 5.173934440973316, 0.0, 4.20974276116702, 7.582829372459362, 0.9802745478142209, 1.0727334742614123, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.278843106055019, 6.1243161344474055, 0.0, 0.0, 7.717222659658188, 6.479479799283421, 0.0, 2.219800643641905, 6.152501089907236, 5.355364156354219, 6.402652311204823, 0.0, 3.4101143265803247, 0.0, 1.7513217730427244, 6.718227037859798, 0.0, 0.0, 6.827739870803234, 0.0, 6.440374447220609, 0.0, 0.0, 3.910026010606411, 7.712113645512797, 0.0, 0.0, 5.566655662992323, 0.0, 6.218461245849169, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 7.02108213640931, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 7.198158698935103, 7.124537253456124, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.237080508932997, 0.0, 0.0, 0.0, 0.0, 0.0, 7.069350218490369, 8.496782706036802, 0.0, 6.323178469320143, 0.0, 5.369053116635424, 0.0, 0.0, 0.0, 5.59244597444472, 7.6248321756767075, 1.0484859546154652, 0.0, 5.078069180092121, 0.0, 5.706454843407587, 5.8703850524615735, 0.0, 0.0, 5.856940658833556, 0.0, 0.0, 3.3571022896716, 0.0, 5.445792608619209, 0.0, 0.0, 0.0, 0.0, 0.0, 7.717309476783562, 6.929116365126383, 0.0, 0.0, 0.0, 0.916776393064099, 0.0, 8.015608943625118, 5.943709183513257, 0.0, 0.0, 5.937326420964272, 7.275014516084131, 6.435392213138744, 5.591310681103392, 5.40325923820319, 0.0, 0.0, 5.594819567613742, 0.0, 7.646778223309199, 0.0]
Ramp2	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 7.24442298931541, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 8.855997798438072, 0.0, 0.0, 5.66664233382749, 0.0, 8.147396151703925, 0.0, 0.0, 0.0, 6.4350596929618105, 6.9851676023802485, 2.104550461402103, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.9634404458564627, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.1816248800157623, 6.963095094981915, 0.0, 0.0, 0.0, 0.0, 3.92830774342803, 0.0, 0.0, 7.00030215072794, 0.0, 7.243886387971867, 0.0, 0.0, 0.0, 0.0, 6.261526204044206, 0.0, 0.0, 5.684198829889939, 0.0, 0.0, 0.0, 6.072997879102768, 0.0, 2.422178018691208, 5.2314674080771235, 0.0, 7.692880670469039, 0.0, 0.9153410266346492, 0.0, 0.0, 0.0, 4.339448475197422, 7.374702383108146, 0.0, 4.6660721909374825, 0.0, 0.0, 0.0, 6.835053720822301, 0.0, 0.0, 0.0, 0.0, 7.322081103136328, 0.0, 0.0, 0.0, 6.955075475682646, 0.0, 4.413841020140278, 0.0, 6.416187896518345, 0.9859003225771892, 1.0003647779215084, 0.0, 6.531811745660758, 8.511052321267567, 0.0, 0.0, 0.0, 0.0, 1.1515703084996711, 9.375245489451592, 6.021904440597816, 0.0, 0.0, 0.0, 6.672245515751207, 0.0, 0.0, 0.0, 7.335363506657061, 0.0, 0.0, 5.617935324134255, 7.015931662150982, 6.875394595920088, 0.0, 0.0, 0.0, 0.0, 9.651447780420353, 8.027008276275158, 4.683594268401002, 1.0941829581424896, 0.0, 0.0, 0.0, 0.0, 3.150169389564818, 0.0, 8.702062315673235, 0.0, 0.0, 1.4015807248798875]
Vwf	[3.411580533756203, 0.0, 0.0, 2.37636407746943, 8.492731857414498, 6.950615102589707, 1.5400498655215213, 6.366559242060685, 0.0, 6.2921825034571155, 9.1838833817311, 6.5950291819667815, 1.013298754454155, 6.634838220472515, 0.0, 5.659026404701553, 0.0, 0.0, 6.9720024405830054, 0.0, 0.0, 1.8688418216530949, 6.146512491699986, 0.0, 0.0, 0.0, 0.0, 1.6559841704642082, 4.148612738691954, 0.0, 0.0, 7.5519635989585145, 8.116957228429039, 5.180012631892308, 1.4555824645498225, 5.027947704437466, 8.556167281284358, 11.956265985436263, 2.008660935773393, 7.079290147319809, 9.019685445259325, 0.0, 8.472300119337186, 6.850829721141754, 0.0, 2.771429359561618, 1.0898332886821085, 4.3879087928987905, 0.0, 0.0, 0.0, 0.9930087240661747, 8.260931036261935, 4.649157760848177, 1.3931003047269273, 0.0, 4.97301960548557, 0.0, 1.587895857904711, 0.0, 0.0, 6.192257316960052, 2.922183168128705, 5.284338910274366, 6.159280205664931, 7.184715983509704, 8.756608865213622, 6.302196211925324, 0.8597964356555022, 4.640521643662924, 8.328494328459223, 4.195969550779251, 6.5846437076212165, 5.087021036374573, 1.7997813372239857, 8.455725251391891, 1.469554147948256, 8.37212369077433, 6.091137917002819, 6.113544721990446, 7.371723761147117, 9.09253598553311, 6.008548455698485, 0.7884577741251897, 7.018049561257894, 6.1339309691612325, 9.293676773622613, 7.575255036342455, 4.256783452757927, 0.0, 8.326544962145295, 8.08807508390866, 0.9446335901356537, 8.770253424811047, 1.3353316592155913, 4.178611166498742, 4.653992762424639, 0.0, 5.384624528128052, 7.679943676140907, 1.9342236584087595, 0.0, 8.512286091770083, 6.925498425647237, 6.276215542646776, 9.52528563899999, 8.280265240781393, 0.0, 0.0, 9.101488252420664, 8.112843571897686, 4.195961668002235, 8.016665679508442, 7.482687327855241, 8.48241525448064, 1.5441954820652282, 3.638334528810583, 3.8420395015093685, 7.566419483413849, 1.5682515024489225, 7.158701454493241, 7.694231375228623, 1.9240573928830773, 0.0, 7.057856046763666, 2.4345089951164445, 7.3552850044414635, 0.0, 0.0, 7.644682815345637, 3.1130532369981605, 0.0, 2.3031406169993422, 8.571415782112698, 7.506607945140817, 0.0, 0.0, 0.0, 9.129984735086031, 0.0, 0.0, 6.995680592560441, 8.807036173118869, 0.0, 6.015430208109102, 7.4044590357354085, 7.711634687943239, 5.134968596323668, 6.998346874581037, 3.667105572256396, 9.087244133091898, 0.0, 8.49262997926872, 0.0, 4.750948251252607, 0.0, 8.624776558323726, 8.552207272862322, 9.205418872609044, 0.0, 6.72600363514711, 2.830954892881715, 5.594819567613742, 0.0, 2.730706331869448, 0.0]
Rab34	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9124700903310062, 0.0, 0.0, 0.0, 0.0, 1.6060405278372902, 1.6495536837140155, 1.007590961047233, 0.0, 0.0, 6.396219560737618, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9945353163106988, 0.0, 1.6559841704642082, 0.0, 0.9554437498242798, 0.0, 0.0, 0.0, 0.0, 3.379757818863621, 0.0, 0.0, 8.211861185988065, 0.0, 0.0, 0.0, 0.0, 0.9236704363541287, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.436782742462275, 0.0, 0.0, 0.9717864515136613, 3.0986170655188845, 0.0, 3.175791715809422, 0.0, 0.0, 1.6976102731055256, 0.0, 0.0, 0.0, 3.1563149227058385, 0.0, 0.0, 0.0, 2.7831572638851725, 0.0, 0.0, 0.9276717307925748, 0.0, 4.0708525283784605, 0.0, 0.0, 0.9343886032892783, 2.623310312845111, 0.0, 0.0, 0.0, 0.8912820411075066, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.237320056314382, 0.0, 0.0, 0.0, 0.0, 2.365197854442967, 0.0, 0.0, 1.1381081074641153, 0.0, 0.0, 0.0, 0.9829757872497215, 1.5204529469945933, 0.0, 0.0, 0.0, 7.483295995354967, 0.0, 0.0, 0.0, 1.8605094143185255, 0.0, 4.239066547291917, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9244391840334758, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9265993586405615, 0.0, 0.0, 0.0, 0.0, 0.0, 2.218102066667595, 0.0, 0.0, 0.0, 0.0, 0.0, 3.5172341049423035, 0.0, 0.0, 0.0, 2.4203483002238593, 0.0, 0.0, 1.539851146712867, 0.0, 0.0, 1.823952884322626, 2.3760920388486038, 0.0, 0.0, 2.4386446630113046, 0.0, 5.424838985688075, 0.0, 0.0, 0.0, 0.9937677983332397, 0.0, 0.0, 0.0, 0.0, 0.0]
Tbc1d8	[0.0, 1.1311790247240776, 0.0, 0.0, 1.9430907582506234, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.9232489241569883, 0.0, 1.6495536837140155, 1.007590961047233, 0.0, 0.0, 6.173039844729048, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.95281506338361, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.8650831781553658, 0.0, 0.0, 0.0, 5.186141491715716, 0.0, 0.0, 0.0, 4.786893741802699, 0.0, 0.0, 0.0, 0.0, 1.9860174481323494, 0.0, 1.3056216287423195, 0.0, 0.0, 0.0, 0.0, 0.0, 5.949385063808003, 2.5596200778426796, 0.0, 0.0, 0.0, 0.0, 0.0, 4.06644322801585, 6.227155497798438, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 8.315696947229172, 0.0, 0.0, 2.1333372705066425, 4.7750898860156195, 0.0, 7.390263727383039, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 7.704474644734039, 0.0, 6.242789613289154, 0.0, 9.330171165982023, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 7.306969636351948, 0.0, 0.0, 0.0, 3.8987410155565057, 0.0, 0.0, 2.7351465950913445, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.2139450567490608, 0.0, 0.0, 6.193291824945712, 1.033199310024284, 0.0, 0.0, 5.560450074565478, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.721460944551874, 4.4530809765293125, 4.363495227543641, 0.0, 0.0, 0.0, 0.0, 0.0, 7.7010105487466545, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9988279762635123, 0.0, 0.0, 2.307457370744307, 5.471880536621475, 0.0, 0.0, 3.7956135349530795, 0.0]
Gstm7	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.974588690355161, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9964317153159188, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.689709072612588, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.268366207406195, 0.0, 0.0, 0.0, 0.0, 0.0, 7.971780690577054, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.916581799658142, 0.0, 0.0, 0.0, 0.0, 6.672000468222785, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.010549635906209, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 7.569681161758793, 1.1958239634378214, 0.0, 0.0, 0.0, 0.0, 2.5710912019422936, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.6219351443868917, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
Ndrg1	[6.209632339394316, 0.0, 7.226802729046617, 3.3998083790832188, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 7.446457085504532, 6.598214734856062, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.8959851814400016, 0.0, 0.0, 0.0, 0.0, 6.035927491100936, 5.173934440973316, 0.8260645132423773, 0.0, 0.0, 0.0, 0.0, 0.0, 5.800014397780802, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0018507423249574, 0.0, 0.0, 0.0, 0.0, 2.7124321713430457, 4.706678129067966, 0.0, 0.0, 3.271142009469594, 0.0, 0.0, 0.0, 0.0, 0.0, 3.9823520596108843, 0.0, 0.0, 0.0, 5.006035534644765, 0.0, 0.9349130214738636, 0.0, 4.551808325859256, 0.0, 6.140432317081636, 3.9327433145915287, 6.964034026982863, 0.0, 4.568485995923543, 8.538703361829768, 0.0, 0.0, 0.0, 5.750421878547695, 0.0, 4.956129561490112, 0.0, 0.0, 0.0, 0.0, 0.0, 7.089816431738687, 0.0, 0.0, 4.530514607540133, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.2080648027485985, 4.487275940552219, 2.8014989188981, 0.0, 4.688049040874025, 0.0, 0.0, 0.0, 4.4909079871858655, 5.7204041438251165, 4.319394393603931, 3.1371877201808482, 0.0, 5.246890625482057, 6.572252146604365, 1.0484859546154652, 0.0, 6.803196921007599, 5.058705836371322, 6.53044564298112, 0.0, 0.0, 1.8251957559158718, 3.8748718957974564, 0.9552845635278798, 0.0, 6.4066890724866425, 2.9625919217988503, 0.0, 7.167101498572283, 0.0, 0.0, 0.0, 0.0, 8.212384518214897, 2.266671913128379, 0.0, 0.0, 1.0080420961596634, 0.0, 0.911976442161313, 0.0, 0.0, 0.0, 0.0, 6.936955830335969, 0.0, 0.9988279762635123, 5.285295910818698, 1.0222985904308928, 0.0, 7.279856310637396, 0.0, 0.0, 7.459158143500466, 0.0]
Mcm5	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.033379705090545, 5.50079556839201, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 7.311123800210454, 0.0, 0.0, 0.0, 0.0, 0.0, 2.1538554292964633, 0.0, 5.675067309114422, 0.0, 0.0, 0.0, 7.3240594432234785, 4.257859426333233, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.4005382730707499, 7.1088185744575965, 0.0, 0.0, 0.0, 0.0, 5.437403388426553, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 8.143174003786783, 0.0, 0.0, 0.0, 0.0, 0.0, 2.623310312845111, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9595785946585226, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 7.329167765738066, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.3994191798055122, 0.0, 0.0, 0.0, 6.4893117239806735, 0.0, 1.583104887048868, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
