genes	value
,['young_A10', 'young_A11', 'young_A3', 'young_A5', 'young_A7', 'young_A9', 'young_B11', 'young_B1', 'young_B2', 'young_B3', 'young_B5', 'young_B7', 'young_C11', 'young_C12', 'young_C1', 'young_C5', 'young_C7', 'young_C8', 'young_D1', 'young_D3', 'young_D6', 'young_D7', 'young_D8', 'young_D9', 'young_E11', 'young_E1', 'young_E2', 'young_E3', 'young_E6', 'young_F1', 'young_F2', 'young_F3', 'young_F5', 'young_F6', 'young_F8', 'young_F9', 'young_G12', 'young_G1', 'young_G2', 'young_G3', 'young_G6', 'young_G7', 'young_G8', 'young_H11', 'young_H12', 'young_H4', 'young_H5', 'young_H8', 'old_A10', 'old_A11', 'old_A12', 'old_A1', 'old_A5', 'old_A6', 'old_A7', 'old_A8', 'old_B10', 'old_B11', 'old_B2', 'old_B3', 'old_B4', 'old_B5', 'old_B6', 'old_B7', 'old_C10', 'old_C11', 'old_C12', 'old_C1', 'old_C4', 'old_C5', 'old_C6', 'old_C7', 'old_C8', 'old_C9', 'old_D11', 'old_D12', 'old_D1', 'old_D4', 'old_D6', 'old_D7', 'old_D8', 'old_D9', 'old_E10', 'old_E11', 'old_E12', 'old_E1', 'old_E3', 'old_E5', 'old_E7', 'old_E8', 'old_E9', 'old_F10', 'old_F12', 'old_F1', 'old_F3', 'old_F4', 'old_F5', 'old_F7', 'old_F8', 'old_F9', 'old_G10', 'old_G12', 'old_G1', 'old_G2', 'old_G3', 'old_G5', 'old_G6', 'old_G9', 'old_H11', 'old_H12', 'old_H2', 'old_H4', 'old_H5', 'old_H6', 'old_H7', 'old_H8', 'old_H9']
Abat	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9988100609940439, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9968880181381383, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 10.562046884647389, 0.0, 0.0, 0.0, 0.0, 1.0342513266372657, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 7.593683503995633, 0.0, 0.0, 6.889142413554775, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
Abca4	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.9484117703022532, 0.0, 0.0, 0.0, 0.0, 2.670560194513697, 0.0, 2.52106146178461, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.713539767282006, 0.0, 1.1484760296881005, 0.0, 0.0, 0.0, 0.0, 9.19529674829422, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.26154594785093, 0.0, 0.0, 0.0, 1.0251787879570247, 0.0, 0.0, 0.0, 0.0, 0.0, 4.975904668357583, 0.0, 3.3917240945900895, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.746857603450252, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.377982983147959, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 7.107827166777317, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
Abcb1a	[0.0, 0.0, 4.263558314069083, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.335893374614993, 2.7913174457226626, 0.8424679427111352, 5.150966293334306, 8.291977098069719, 0.0, 0.0, 6.776391808192879, 0.0, 5.7192467352288805, 0.0, 5.128013415622942, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.149662153220093, 0.0, 0.0, 0.0, 0.0, 0.8847841092555155, 0.0, 5.477814279161954, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.378922623904218, 5.256956768608048, 0.0, 0.0, 0.0, 0.0, 0.0, 3.3965544040438833, 0.0, 0.0, 0.0, 1.835635933079341, 5.1510652294135175, 3.1874582659112303, 1.4765884472114699, 0.0, 0.0, 0.0, 1.39036989424586, 0.0, 0.9972866341311062, 6.557592259119877, 0.0, 5.912522408445826, 0.0, 0.0, 0.0, 5.171256633186329, 0.0, 0.0, 2.9592890052488663, 3.8815156224612988, 5.884809038455293, 0.0, 0.0, 0.0, 0.0, 0.0, 4.734462301026665, 0.0, 0.0, 0.0, 0.0, 0.9696827294356534, 3.1190174628780416, 0.0, 0.927811959451699, 12.235707867952158, 0.0, 3.593729420210239, 5.326424420079098, 0.0, 0.988099602842138, 9.829819162605368, 0.9503975047128046, 6.49007426175026, 0.0, 0.9495616335129019, 0.0, 5.970920162187878, 7.730265478384363, 7.718215222817107, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.4188488343828893, 0.0, 4.337054010865475, 0.0]
Abcb1b	[0.0, 0.0, 6.859371355483449, 0.0, 0.0, 4.103321636023921, 0.0, 0.0, 0.0, 4.277828294526523, 3.6718800598074175, 1.6849358854222705, 7.547676223734042, 2.8466567212764264, 0.0, 0.0, 5.012871039525355, 0.0, 2.539724468804283, 0.912299628438494, 5.521977924298715, 0.0, 0.0, 0.0, 3.1390897587568216, 0.0, 5.506373736219965, 7.502198799236446, 0.0, 4.397732785244313, 0.0, 8.916181632437038, 3.3661750408285123, 0.0, 5.7129602974901355, 0.0, 0.0, 0.0, 8.986609676511437, 2.892082076757641, 0.0, 0.0, 0.0, 0.0, 5.248043501997279, 8.061765695609395, 0.0, 0.0, 5.8037981987499885, 2.9964301829821314, 1.1484760296881005, 0.0, 2.537979279258378, 3.1648469814500353, 2.8376997034166553, 0.9968880181381383, 4.829429193063343, 8.554893764981777, 0.0, 1.8632471702511872, 0.0, 6.552008185594663, 4.0632497937276115, 0.0, 0.0, 0.0, 9.848135557866938, 0.0, 0.0, 0.9354308103887575, 4.713681640524759, 0.0, 9.527407689468502, 0.9349815667629567, 0.0, 3.5633390256741335, 7.184785192614286, 5.932611733105381, 0.0, 7.499035780510334, 0.0, 4.622934433361831, 0.9410367206751986, 8.529257504793852, 0.0, 0.0, 5.9118069294323075, 6.454675668334221, 0.0, 0.0, 0.0, 0.927811959451699, 6.8377091589667325, 0.0, 0.0, 3.685790610374226, 0.0, 0.0, 8.891950620572095, 0.0, 9.055963668896942, 5.8399572092423115, 4.103937101706548, 0.9131140229578492, 8.730791382819506, 0.0, 11.868843575600389, 5.31857025718886, 0.0, 4.876245317725171, 0.0, 0.9495694843688717, 0.0, 1.4188488343828893, 0.0, 7.409274235377746, 0.0]
Acpp	[6.61539063149249, 0.0, 0.0, 0.0, 1.1983493200105808, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.941219291621223, 0.9301287495240264, 0.9794390574169296, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9818244088842023, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.8699631335259135, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.422655639670288, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
Acsl4	[0.0, 1.004407060077352, 7.369026525299958, 2.1647616371898293, 11.099225059822858, 6.4284166651167265, 1.9484117703022532, 0.0, 0.0, 0.0, 0.0, 7.808942084111907, 7.567952982150628, 0.0, 11.454028466011984, 8.405047419840301, 0.8881996406300077, 0.0, 7.67138677672208, 4.476554467161993, 0.0, 9.884020782767067, 9.039970550910935, 1.722276990673399, 7.024601411532799, 0.0, 0.0, 0.0, 4.523785616033222, 6.2525273867617415, 0.9580691268156808, 10.60529152167059, 3.217467196879057, 4.372014117247641, 2.274187064646365, 7.616792767613681, 5.785743803966575, 1.80222268010102, 0.0, 0.0, 8.717896054127282, 1.00502976719884, 0.0, 4.995088879426733, 0.0, 10.308022533204516, 0.0, 0.9009955348524635, 1.1714913651245216, 0.0, 8.74531172899633, 0.0, 8.406618606884091, 5.571315693799666, 0.0, 0.0, 0.0, 0.0, 3.1874582659112303, 3.807976786233286, 8.77369779691099, 6.645741921662774, 8.130831757145248, 4.462853328927695, 9.500367659933191, 0.0, 8.350567137457029, 0.0, 9.237391430389033, 8.418877293498818, 6.882350665079805, 0.9329309308225755, 8.220609353866623, 4.229447045023491, 5.090025076664379, 3.081781923335329, 4.811607538930124, 6.562689778879881, 2.608031266369581, 5.859773774333821, 7.2481350036614245, 7.082990041399611, 1.8820734413503972, 8.373267368286628, 0.0, 0.0, 0.0, 0.0, 9.058848462657082, 9.804582063829194, 0.0, 9.312956107444082, 1.5718345255582684, 5.441623617883448, 0.8984323550525597, 6.650299254802041, 6.60648042455781, 0.0, 0.9566770781510854, 0.0, 7.942146136467904, 7.985413454952021, 0.0, 8.354762401337911, 2.401800315301676, 0.0, 6.63607479371328, 5.219239861870835, 7.952993790823534, 3.714155937733265, 7.186412364424304, 7.479300135572406, 8.024755057747509, 1.4188488343828893, 0.0, 4.9312639468553385, 0.0]
Alcam	[1.0190296257986275, 7.450543436563938, 5.170613519481911, 2.6173309374341995, 3.097688054992048, 4.792440075028512, 8.9673572217416, 9.144258747459354, 6.450390822144545, 1.8913539091903206, 0.8805626140847549, 11.166439238562706, 0.0, 4.902679938633157, 1.748882394239399, 0.0, 4.591925528365154, 1.0163616286960293, 0.9046681090621895, 0.0, 2.8569361433645906, 6.962411738976718, 1.3481974733339732, 0.8611384953366995, 0.0, 0.9497318067415185, 0.0, 0.0, 4.456546379038831, 5.109153664016046, 0.0, 9.142666764536314, 1.3052745475099323, 2.1596920753822872, 0.9794390574169296, 6.118003051967574, 2.2871337436594783, 10.528469436512971, 1.9616297436033399, 0.9640273589192137, 4.525181158739447, 6.407104395570023, 11.635950709446579, 1.4876241130101542, 9.941347494688838, 0.0, 0.0, 2.529414249519987, 9.617303730226755, 9.359536860349236, 1.1484760296881005, 12.698929028221997, 3.2615500881186086, 10.49589496395625, 6.897530147946683, 10.023990578946012, 1.158157326904661, 7.398004099078568, 0.9213820700311458, 7.297305076890618, 2.6262350256709985, 2.5261313085448935, 1.94883591063254, 10.246697515567032, 1.5378894882505965, 9.92863658686663, 8.375246155932407, 7.221763425175492, 9.101779185763483, 0.9354308103887575, 9.06288154496013, 1.865861861645151, 6.697535891926289, 4.79578507155383, 5.935563176527097, 7.600051125292642, 0.8980981490767858, 7.379226232223317, 5.786569332478282, 0.0, 0.0, 2.6417483102075865, 10.661754392037082, 8.835327147457452, 11.663858547412946, 0.0, 8.776416190023115, 6.918063350934312, 7.108663487636082, 7.193351753441452, 0.0, 10.7302400205824, 12.145008504057756, 1.865841325541496, 7.275534035585412, 9.462631315225543, 8.145874369365227, 10.706317010386762, 6.560873220434319, 10.882712688528363, 0.0, 9.719060299370843, 5.6089566829480235, 8.391357673235774, 9.189471743725168, 11.83875109935507, 1.7338897219911635, 2.5460753558389606, 1.942164629692905, 3.013546317245234, 1.0963940724649652, 8.654131449286172, 2.1800788942254417, 1.4188488343828893, 7.203603971577201, 0.8927688303464808, 12.2348588263246]
Aldh1a1	[0.0, 0.0, 0.0, 0.0, 0.0, 1.352846009279481, 1.2293109580925279, 0.886585605780575, 0.0, 10.39107428530559, 3.1567839510308406, 0.0, 6.5727882708583145, 0.0, 0.0, 0.0, 9.551003252237328, 0.0, 0.0, 0.0, 0.0, 0.0, 4.557229633253147, 0.0, 0.0, 0.0, 0.0, 0.0, 4.618283433518271, 3.6210374553997835, 0.0, 0.0, 0.0, 7.5223816993542085, 0.0, 0.8238331454711241, 0.0, 0.0, 0.0, 9.107246692052897, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.076941018613615, 2.5818865530126143, 7.015493915373253, 1.901839638905162, 10.4601027424591, 2.160344154138066, 1.2221307411133735, 11.308439402488256, 10.343198882159482, 7.786471559604457, 8.214931398219711, 8.906631550002924, 4.690063575460628, 1.0879455372055513, 7.177876630206226, 9.611215124737589, 1.5378894882505965, 1.9945732682622124, 11.522248192028734, 7.821454572665116, 8.622413397528307, 10.653205704247753, 0.9913339986235298, 9.008777436116, 8.902142795800687, 1.4819107221848005, 6.108428964705448, 6.3872183921990136, 0.8980981490767858, 8.666605173340436, 0.0, 8.664226960667989, 4.189252492100387, 9.722722783549484, 9.044327257586128, 1.5781541003422215, 1.925723568043734, 0.0, 6.600099145402434, 0.0, 6.021199687886485, 1.6478419059187122, 9.815790406181316, 5.003056594013898, 11.510730122684603, 10.118713045969628, 2.322413947245462, 7.367071953262423, 8.090420505431753, 1.5661008174822562, 1.5162972941689532, 1.5063444057487536, 4.240784670758381, 7.945022150929772, 0.9495616335129019, 9.695796703284657, 10.544079446932608, 11.068892824573583, 11.193885955437656, 11.23431135371479, 5.236384085298855, 10.90188583557961, 7.827761782829263, 6.036937378873481, 7.593390633786053, 1.4188488343828893, 8.893607211968657, 8.486492262486859, 2.0480175166027457]
Amotl2	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9052593638499459, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9808148718016699, 8.035544349196272, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.696036420581287, 0.0, 0.0, 7.274720876065365, 0.0, 0.0, 0.0, 0.0, 7.329022463866334, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.577948551699329, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.639249569041174, 0.9349815667629567, 0.8973278218405429, 0.0, 0.0, 0.0, 0.0, 0.9118475503279295, 9.807899974102504, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.341884457832694, 0.0, 0.0, 0.0, 2.154312655423394, 0.0, 0.0, 7.8353176827571644, 0.0, 0.0, 1.5661008174822562, 1.9133541563021708, 6.229464889052793, 0.0, 0.0, 0.0, 0.0, 6.716607689762592, 7.662055738139117, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.8927688303464808, 0.0]
