Genes,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,young,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old,old
Slc28a2,6.827946579,0,4.158814103,0,8.262400178,0,8.149540738,0,8.125282648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.819237973,0,0,0,0,0,0,0,0,0,0,9.266942512,7.63042073,0,0,0,0,0,0,0.939433777,2.179329934,0,0,0,2.092046846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.437706579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.49630898,0,0
Slc6a15,0,0,0,0,0,0,0,0,4.986687134,0,0,0,4.150910868,0,0,0,0,0,0,3.942893395,0,0.920680844,7.841989763,1.364872223,0.875626944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.384056649,0,3.476831754,0,0,0,0,0,6.414134119,0,0,0,8.696985474,3.112309741,12.772485,2.444261482,0,6.32288073,0,0.92138207,0,0,0,0,0,0,0,0,9.803008099,2.15346933,0.93543081,1.982667997,0,1.034251327,0,1.794655644,2.672504269,0,0,0,10.21183435,10.4513655,10.12144784,0,0,0,0,0,0,0,0,0,0,0,0,5.61334023,0,0.906810664,0,0,0,0,0,0.949561634,0,0,0,0,0,0,0,1.737743491,0.949569484,0.938908874,2.248822197,0,7.147172065,0
Socs2,5.529524542,1.591947526,2.721165616,6.358535309,10.278756,1.707101599,0,0.886585606,0,0,0,0.842467943,7.316755065,3.419081674,0,0.936556623,3.630483027,10.72825372,0,1.824599257,6.909241447,11.65766151,0.8506179,0,4.595226731,6.513242681,9.677630312,0,9.461331742,0,0.958069127,0,3.135495932,0,0,0,0,0,0,0,2.383876994,4.108021828,0,10.73726871,2.260999276,0,4.099564599,0.900995535,0,0,0,0,0,3.164846981,0,0,0,0,0,0,0,0,0,5.340079064,0,0,0,6.104115757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.116347812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.243458926,0,0,0,0,7.867472712,0,0,0,0
Stom,0,0,0,0,0,0,0,0,0,0,0,0.842467943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.804369397,0,0,0,0,0,0,0,0,0,0,0,0,0,8.508172017,0,0,0.991333999,0,0,0,0,0.890834756,0,6.562689779,0,7.958532886,0,0,0,0,0,0,6.294419578,0,0,0,0,0,7.594779818,0,0,0,0,0,0,0,0,0,0,0,0,0,1.093962615,0,0,0,0,0,0,0,0,6.552789302,0
Stxbp4,3.770857701,5.908568211,8.688968385,9.285830227,2.782480954,5.062185595,5.560864282,9.453368301,4.400969978,9.387069367,9.214687761,4.571454104,5.892351467,5.068296931,6.569990832,3.978424646,6.011498885,2.032723257,10.65152918,5.200509037,5.320838846,5.370230102,4.917728056,3.590882941,7.262993418,8.394872984,4.701813385,5.752084033,7.105729224,5.655994886,5.166212845,7.460378658,9.27087033,10.64148133,10.25835649,4.524370611,4.538308105,5.059478712,5.147245351,5.198341524,5.09388135,3.015089302,5.549132543,11.17951794,4.590225314,4.687942465,8.373283828,4.918923511,4.576888597,4.579506675,3.97307429,5.572289423,5.976819606,2.72605081,3.159162137,2.990664054,6.468265241,4.493877739,5.200147899,5.361388927,4.658877989,5.866547675,6.52902877,4.569866556,6.770056355,10.04011773,9.600388982,4.637459763,5.093412338,3.353484377,5.345587593,6.238043161,8.936184788,5.630802893,0,7.510140145,11.3927395,6.796036353,4.513061825,5.38618372,5.803645753,9.598645502,10.48332853,4.623907937,4.496020552,9.395057258,6.705342708,2.880845254,6.198519806,6.064295271,4.078598509,3.94127795,4.053607081,5.441623618,3.59372942,9.637134446,3.919170486,4.750145489,10.10739099,5.188630188,2.618856275,4.470742283,11.03932708,4.791956204,4.314807374,10.54862355,7.084210278,3.989224576,4.764994678,8.531688928,7.838940361,6.917995628,6.033677008,1.418848834,6.573890808,4.503477838,7.156474328
Sult1a1,0,0,0,0,1.19834932,0,0,0.886585606,2.944888889,6.323269455,0,0.842467943,0.883089906,0,0,0,9.949722355,2.627256697,0,0,0,0,0,0,1.387835871,10.15759849,0,1.767752165,7.869567385,0.905259364,0,0,0,10.05372833,0.979439057,0,0,1.428227683,0,0,0,0,0,0,3.900548521,0,0,0,10.02162697,0,2.296952059,11.36288093,2.537979279,3.826496079,10.69553103,9.709470589,1.158157327,1.123469435,8.360751245,9.785611792,9.430209947,4.778602138,2.262528427,8.352592942,9.596525761,2.315627854,10.55078542,11.88768996,11.44354574,2.965245513,8.66236794,8.679784834,2.068502653,10.72627974,8.285583832,2.068454249,2.085319324,1.339002368,10.60472751,3.562488619,8.237454874,8.31835898,5.074368704,3.684544026,3.851447136,1.825032655,8.917146313,0,12.81472703,13.64931709,10.56005904,1.470547163,9.732495309,10.70216284,3.672308867,5.526962487,5.143815792,12.63430973,2.221335385,10.43413903,2.026931987,10.77328415,10.34025517,10.4795779,9.268991248,11.31398666,10.40333833,5.495901767,0.971082315,8.838280901,2.192788145,11.87325136,2.427044232,12.37392142,8.575050276,8.277273203,2.377674705
Syk,0,6.197116232,6.649546315,0,7.019907542,0,6.4513348,0,6.270683405,0.945676955,0,1.684935885,10.45647146,0,0,0.936556623,1.776399281,3.760984939,5.702829409,9.494546514,2.134764786,0,0,0.861138495,7.024601412,0,0,2.481353871,7.624933949,0,7.91114836,0.961196858,0,0,0.979439057,0.823833145,8.343914561,6.821282731,0,0.964027359,0,3.719052068,0,0.938586315,0,0,0,3.957458386,0,0,0,1.901839639,3.261550088,0,1.222130741,0,0,9.109679389,2.139382915,5.480409008,10.14325483,1.087945537,5.037667749,6.579057819,0,0,0,0,0,0,0,6.989381483,0,0,0,0,0,7.774105433,2.401428822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.901730671,0,0,0,0,0,0.962721949,0,0,0.929143194,0,0,2.935991196,9.003353779,0,2.192788145,1.899138969,0,0,0,6.065842706,0
Tacstd2,0,0,7.552531209,0,0,0,0,1.405204939,0,11.20052319,0.880562614,0,0,0,0,4.236571909,0,8.593670145,0,0,0,0,0,0,6.790388444,0,0,0.883876083,1.366259451,0,4.333885053,6.673123129,0,0.93012875,7.458144232,0,0,0,0,0.964027359,0,0,0,6.802805576,0,0,0,0,0,4.579506675,8.548042195,0,8.201323444,1.363025405,0,0.996888018,0,0,5.739121859,0.931623585,9.795162299,1.724352879,7.284488884,0,0,0,0,3.675227511,0.927448759,7.493948804,0,5.265328009,0,4.494788237,0,0,7.865744058,4.061332442,0,6.860341539,9.242567031,1.61978056,0,0,1.214996296,6.467425564,7.68453401,10.34208927,0,0,0,0,0.99171717,0.932920663,8.877512486,9.08777769,1.813621328,8.5796635,2.221335385,9.280509594,4.477618338,2.888165847,2.848684901,0,8.720810173,0.969035254,0,6.302609893,0,0,9.243098206,7.519510881,2.180078894,1.418848834,0,7.252962281,0
Tbc1d8,0,0,0,2.409991794,0,0,1.229310958,0,0,0,0,0,0,0,0,5.851537891,0,0,0,0,0,0,0,0,7.720388425,0,0,0,0,0,1.518503639,0,0,0,0,0,0,0,0,0.964027359,0,0,0,9.364538397,0,0,0,0,8.876892442,0,0,1.199927215,10.54540685,0,0,0,0,0,0,0.931623585,0,0,6.658090717,5.971586923,0,0.997286634,7.44301183,5.215558989,0,0,0,0,0,4.341919936,0,0,0.898098149,2.534449302,8.444709723,0,0,0,0.941036721,0.995704378,0,0,6.75196762,0,0,0,0,5.882188654,0,0,0,0.901730671,0,4.750145489,7.587154624,0,0,0,0,0,0,0,1.093962615,0,0.971082315,0.950668018,0,4.409664128,0,0,0,7.544977859,0
Tc2n,0,0,1.814110411,0,0,0,0,0.886585606,1.70252759,0,0,1.335280097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.174351753,0.980814872,0.964027359,0,0,1.488967309,0.938586315,0,0,0,0,1.856769884,6.101255685,1.82029144,1.199927215,0,9.879109333,0,0,1.835635933,0,0,2.408212032,0,8.721850799,0,6.469574384,0.970300236,0,1.01779447,1.025178788,8.046505582,0.93543081,0,6.509320254,0,8.1118599,2.08353068,1.411939683,0,0,0,0.91184755,0,9.183240665,10.66280886,3.890108069,1.925723568,0,0,0,0.969682729,0,0,0,0.99171717,0,3.510076919,7.393896045,0,0.988099603,9.755443471,1.506344406,0,0,5.359189303,0.913114023,0,8.173452109,0,0,0,0.950668018,0,1.505032025,1.488135358,13.03194967,0,0,0
Tdrd9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.826265818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.583076492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.537889488,0,1.01779447,0,0,0,0,9.721103148,1.034251327,0,0,5.218493073,0,0,4.314139991,0,0,3.239561121,0,0,0,0,0,0,0.969682729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.038495117,1.024008758
Tgm2,0,0,0,0,0,4.012064078,5.778302053,8.217874292,3.953146645,0.945676955,0,6.691313855,0,0,0,0,4.726934621,9.515120422,0,0,3.055970212,0,0,0,0,8.473356113,0,6.028193064,0,1.810518728,0,0,0,0,8.455492679,0,0,4.545560745,5.862605042,9.192266338,9.941159676,0,5.302029138,0,4.623003462,0.830627555,0,0,5.145561934,5.279112913,3.815154789,8.900883107,4.909122044,9.016017563,3.666392223,1.993776036,8.902176904,1.123469435,0,0.931623585,0,0,0.974417955,6.796914165,1.940600472,9.135017255,1.01779447,9.124979846,7.020653189,1.482622756,10.16381582,4.332397078,12.47134383,9.023555431,10.89630942,2.30277444,12.09648917,5.068898603,9.578553926,0.91184755,7.424333838,2.37293563,9.731225688,0,2.429992592,0,5.911806929,0,8.911214161,11.22603162,0,4.903859389,5.99432943,8.482821018,7.167046389,5.9909689,0,0.988099603,1.913354156,7.576135102,5.919802146,5.79786568,2.454581215,10.04425425,6.7076413,8.028846845,12.15088024,0.848691785,1.539129054,0.950668018,2.192788145,7.431851611,4.513668199,2.837697669,5.772283948,7.973083927,1.024008758
Thbd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.889584783,0,0,0,0,0,0,0,1.552374178,0,0,0.90111134,11.98177135,0.964027359,0,0,0,0,0,0,0,0,0,0,3.64058288,0,0,0,0,0,0,0,0,0,0,0,0,0,9.823437297,0,0,0,0,0,0,0,1.639249569,0,0,0,0,3.522821169,0,0,1.467827383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.956677078,0,0,0,6.209334322,0,0,0,0,0,6.465671419,0,0,0,0,0,0,7.08558297,0
Tm4sf1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.568548787,8.293552495,2.160344154,0,0,0,0,0,7.56379699,0.875411675,4.351782149,0,0,0.970300236,0,0,0,0,0,7.739696374,0.932930931,2.068502653,9.343213142,0,0,0,0,0,3.029091996,0,0,0,0,0,0,0,0,0.969682729,0,0,1.855623919,0,0,0,0,0,9.487505903,0,0,0,3.19809309,2.204813835,6.360555311,0,5.157135944,11.65185236,0,0,0,0,0,0,1.418848834,5.837096405,0,0
Tm6sf1,5.596361006,0,0,3.549643028,0,0,0,0,0,9.673158108,0.880562614,0,0,0,0,0,0,0,0,0.912299628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.281765264,0,0,0,0,1.527947214,0,0,0,7.174418814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.890834756,0,0,0,0,9.436755447,3.992716191,0,0,0,0,0,0,0,0,0,7.829612004,0,0,0,0,0,0,0.956677078,0,0,0,0,0,0,0,0,3.394767141,0,0,0,1.505032025,1.488135358,0,6.205870457,0,0
Tmem176a,9.726601534,11.58562372,7.531987552,0,1.899338735,8.47259788,11.45954836,9.759293299,3.241063401,0,4.917909179,0,0,0,0,7.096691153,5.063128509,1.610895069,2.714004327,2.736898885,9.96354415,1.841361688,8.925409958,7.550621056,2.263462815,6.323515221,0,0,8.901524089,0.905259364,0,1.523460976,8.508809719,10.19757687,7.406755592,0,0,9.0875352,0.980814872,9.459207373,0.922209507,11.89835644,0.939433777,5.809684623,3.575197134,0,0,0,6.891465536,8.28015423,1.82029144,3.986071926,3.83588055,7.396136714,2.444261482,8.212766973,9.258719007,5.457793163,1.84276414,2.408212032,1.387494678,10.77160386,9.185121629,9.802384883,8.947708159,2.315627854,1.613166068,9.255217727,8.147298685,1.870861621,10.41771602,9.457112554,2.068502653,0.934981567,10.99545318,9.402394589,6.32655732,6.230554512,9.524720869,4.234488891,6.152848435,8.602773793,10.41739031,10.64841896,1.925723568,2.561757204,5.678893611,11.79120207,3.963542124,11.77752835,9.905218827,8.168578054,12.82930346,1.478644267,9.173597502,5.563610611,4.44962072,1.976199206,9.56001505,3.407139415,9.953818043,1.525878188,10.3617503,0,0.929143194,11.93847006,7.555880098,0.848691785,4.392751016,9.526625134,9.801301661,10.8137137,4.360157788,10.50072916,10.12036715,7.871528157,2.048017517
Tmem215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.852200294,0,0,0,0,0,2.990664054,9.664007444,0,0,0,0,0,0,6.341305787,0,0,0,0,0,0,0,0,0,6.879175501,0,0,0,0,0,0,0,0,2.432544635,5.560971611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.956677078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tmem47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.357520373,0,0,0,0,0,0,0,0,0,7.695950171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.938586315,0,0,0,0,0,0,0,0,3.112309741,0,0,0,0,0,0,0,0,0,0,0,1.537889488,0.997286634,0,0,0,0,0,0,0,6.290481608,0,0,0,0,0,0,0,0,11.11153331,0,1.214996296,0.912516328,1.376451265,10.59960062,0,1.647841906,0,1.470547163,0,0,0,0,0,0,0,0,0.872952092,0,0,0,0,1.53588454,0,0,0,0,0,0,2.63585045,0,0,0,0
Tmem56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.525729527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.101766854,0,0,0,0,0,0,0,0,0.875411675,0,0,0,0,0,0,1.025178788,1.854897518,0,6.628555304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.367193797,0,0,0,0,0,1.925443898,6.657592406,0,0,5.321799261,0,0,0,0,2.192788145,12.97132691,2.180078894,2.837697669,9.931538663,0.89276883,0
Tnfsf10,3.981237262,6.687554621,7.850232661,7.092406031,6.928088481,6.128417142,7.98050615,6.274202843,7.519119476,7.038620138,5.201387024,6.907961091,6.481747448,6.55071687,13.45392352,5.143431389,5.862040215,4.777346568,7.3212593,5.965672154,8.328435639,6.732831253,5.494508156,6.257709628,5.792018166,6.150210011,5.41531431,5.910037893,6.231341025,5.302992149,7.892961235,7.460378658,4.995646155,5.32770349,7.47960842,6.388733364,5.865549392,7.388817735,7.439444023,6.587092914,5.926362453,6.200958288,6.442618989,5.791007171,5.987571597,3.245170981,7.558612642,6.306968744,5.506524542,7.161393228,5.12155032,9.958445562,6.342027631,10.25480608,6.268654455,3.160060252,4.285691372,5.617347174,5.608879114,6.467810253,4.594097016,10.36962392,5.972483425,6.446493455,6.267588023,7.867338202,6.980015131,6.978755868,8.241028073,9.193541676,10.85565836,6.421030587,10.40668457,6.927643946,2.08353068,5.647758733,9.909714797,8.594889638,4.977163033,6.122368328,5.732371572,7.22131527,4.3700392,6.102953932,8.347467688,2.561757204,6.892526055,4.296382258,8.524638825,9.556973937,6.057620046,4.639059797,3.143669051,7.504781493,4.223027126,6.552684303,7.743400273,7.054587856,6.048043698,6.620264003,6.391692445,6.463951532,5.820131994,5.179571124,7.789661787,3.785914721,5.201669166,5.33436923,6.224046187,6.543108624,6.553454278,5.697416906,6.750590084,11.63409555,10.1758354,6.018571596,4.922773544
Tox,6.307614604,8.599976741,1.437648487,3.549643028,0,0,0,0,0.851263795,0,0,0,0,2.694060635,0,0,2.664598922,0,0,0,0,0.920680844,0,0,0,0,0,0,1.724027477,0,0,7.651128846,0,0,1.552374178,0,0,0,0,0,4.282608329,0,5.71876821,2.815758945,0,0,0,0,7.002331817,9.089833106,1.82029144,6.66510233,0,7.100617282,0,0,0,1.123469435,2.586646489,9.581045896,2.626235026,4.250484188,7.434182078,3.968184961,4.505934756,1.580661918,7.779874558,9.490477648,8.990212448,0,0,1.478660541,11.88442776,6.56578446,0,0,0,6.463734205,0,0.91184755,9.940586994,0,0,0,1.214996296,0,0,0,0,1.039672488,3.212343573,0,6.118820561,2.957288533,0,7.248939814,0,8.092362394,8.028737711,0.950397505,4.645788262,8.803763208,0.949561634,0.913114023,9.51958557,6.772281842,0,0,0,10.15848178,2.192788145,1.899138969,2.180078894,13.82166908,0,0,0
Trim47,0,0,8.878167967,0.932312091,1.899338735,7.573935314,0,7.165517004,6.537263375,0,0,0,9.258151887,0.898020212,1.103421938,2.174617135,8.927480169,1.016361629,5.343775546,0,6.815379158,0,0,0,0,10.25180008,0,0,0.862013739,0.905259364,0,0,0,0,0,0.823833145,7.53106349,0,0,1.928054718,5.796457684,0,10.10193503,0,5.28687388,5.295283413,0,1.80199107,1.171491365,0,9.148512309,0,1.55615487,0,1.222130741,11.6631636,1.158157327,1.123469435,0.92138207,8.948691265,4.065285927,9.319400262,5.732153012,0,0,11.04275797,1.01779447,9.558952111,8.168370392,0,10.10518826,5.995261159,9.664350439,4.229447045,5.363579574,0,0.898098149,0,9.542183825,0,1.467827383,5.70765156,0.941036721,0,0,0,8.86103694,7.140366526,10.04779792,2.918729675,3.714302148,0,9.919963398,1.478644267,7.388709192,8.484736402,0.906810664,7.552891265,2.685732104,9.071510379,0,5.540356513,0,6.192154649,5.395864303,9.624666247,8.297665412,5.013129525,1.539129054,3.964214335,0,9.877370617,0,5.086519865,10.22917958,7.584834555,7.035313646
Trpc1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.160344154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.58209121,0,0,0,0,0,0,0,0,0,0,4.902286912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.214307345,0,0,0,0,0,0,0,0,0,0,0,0
Trpc6,0,11.68243635,1.437648487,0,1.899338735,4.342407974,1.229310958,0,1.70252759,0.945676955,0,3.959969779,4.333225554,0.898020212,1.748882394,0,0,1.016361629,8.164755942,8.73230638,0,0.920680844,6.823969659,0,5.213654719,10.22531495,10.93455045,4.202731339,0,9.904485796,0,1.922393716,0,0,0,4.41372892,7.513456678,0.90111134,0,9.656477238,6.016090858,1.005029767,0,0,6.235797902,5.996440294,0,0.900995535,0,4.749229476,7.773097462,7.354693499,1.963648818,7.48553529,1.222130741,0,8.91832068,6.790692045,8.158716961,7.045163399,0.875411675,8.014157379,0,0,5.583968701,0,3.766287081,1.025178788,0,4.590056646,2.78302638,0,5.924109329,1.481910722,5.736004269,8.206270265,0,0,0,0,5.425052585,1.61978056,0,3.890108069,0,2.358820488,1.736888115,9.843291861,0,0,5.343847752,2.604697471,2.784102078,5.576327948,6.709138441,5.8824959,8.587172185,6.210603436,10.43221399,11.94703578,5.295405247,9.031817316,1.899123267,0,6.118373093,10.96368105,1.093962615,10.92084526,0,1.506773159,0,0,2.427044232,0,0,0,1.024008758
Tsc22d1,6.962917354,11.97960034,7.875955436,6.139240158,1.19834932,8.90113516,0,4.064961756,9.522861036,8.886152593,3.926808763,8.887044291,0,10.09819992,11.74167681,5.230633618,0,7.235418543,3.618672436,9.468114541,1.6516795,10.25361438,7.636234993,0,5.670326674,1.505289299,10.05465559,5.435614393,10.33318627,5.02834357,8.462519223,3.659617588,7.821828121,11.24996982,11.02130002,0,5.423092215,7.677140841,8.793774564,9.184748495,2.141304164,1.005029767,6.098666075,8.441977048,10.17109801,0.830627555,9.332565041,9.042547612,12.37133873,9.100293975,10.36515645,8.627266157,9.382810908,8.409764523,3.874062791,5.814738166,8.531360045,10.43186558,10.85324409,8.686626509,8.250025198,11.29219837,4.733703908,5.651915842,11.59986489,11.13335861,12.17540152,12.25220358,8.995051606,12.10956702,9.88655393,10.20861024,12.37264106,11.05686185,0,0,8.978448388,9.557788434,9.109530971,0.91184755,2.935654765,4.341244922,11.16536297,2.573858478,3.851447136,7.857700725,9.715589427,9.422990273,9.652412248,11.88609928,11.65230545,10.90011383,7.928137565,8.807581921,9.815871606,7.774768572,11.14027165,1.976199206,3.032594588,11.44371221,11.50393549,5.347524606,10.54946894,3.732319639,9.296657956,9.959053808,12.02121024,8.392495162,7.343559879,11.07500221,11.61759964,12.21580603,6.964687556,10.20127419,1.530604843,8.75138107,2.377674705
Vldlr,7.488571701,1.591947526,0,0.932312091,8.919246277,0.853550799,5.024762862,0,8.345901782,0,0,5.247580068,2.282754291,0.898020212,0,1.484407127,3.901254756,3.221790137,3.005242408,0,0,1.459244613,0,0,0.875626944,0,0,0,10.33868768,0,0,0,0,2.159692075,1.958878115,1.305744642,9.055603824,0,0,0,0.922209507,6.508304863,0.939433777,6.01576662,0,0,11.75409128,0,0,0,6.379312151,0,0.981824409,6.752695431,0,10.83653634,0,10.44222232,0,0,0,0,0,0,0,0,0,0,9.360515084,0,0,0,0,0,0,0,0,0,8.843737141,0,4.246115289,0,7.328702285,2.987113133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.956677078,0,0,0,5.739524754,0.913114023,7.773511347,0,0,0,0,3.714155938,9.580392558,10.07765607,5.186121339,6.5053687,0,0,0
Vmp1,11.27941299,5.579068258,10.27979755,8.699326625,9.006433791,0.853550799,4.680423127,4.262131676,7.956348753,9.747282272,0.880562614,10.3370844,0,9.897062739,15.38690121,2.968814254,0,0,9.752068325,8.518708992,11.41011887,0.920680844,0,7.992028977,8.88850359,9.791237604,9.384071447,0,10.14931818,7.39135845,12.29308966,10.30672891,9.551803327,0.93012875,11.33103854,5.978876654,1.402349634,11.06189278,1.554554792,2.892082077,11.89381821,3.015089302,11.17225642,7.767857108,0.874673917,8.624093605,0,9.867058629,12.99738919,9.800501413,12.61042711,4.568548787,9.452547765,13.12008569,10.96088339,10.70551731,6.433087777,12.70712775,11.66366588,2.408212032,2.457591275,12.31457257,9.44210801,9.090725054,10.96695321,11.76160295,10.97986757,11.53962638,11.1894307,8.797859101,11.81224617,10.03122849,11.85246213,10.24807676,1.422230948,3.714714123,2.321550037,11.01563785,9.765412763,11.27819232,4.5442516,12.80965331,9.128469981,11.65620933,7.567991639,1.825032655,11.24746625,10.49451609,10.63333164,11.94515719,11.15268258,3.532509431,13.4253326,12.15368036,11.55411955,10.42903653,9.997714129,13.8064298,12.2674406,11.80364893,10.17120149,9.815900765,10.12147617,10.5187414,10.89928649,14.19035829,9.362592304,9.028753168,3.359392864,11.63919394,5.270755441,9.649896694,7.98804389,11.59188857,2.711074261,10.55268735,12.2652059
Vwf,8.480291272,0,5.170613519,8.401276125,5.263530597,6.421742321,0,7.463146871,0,0,0,4.653423878,7.93530631,7.929269481,1.748882394,8.510923508,7.506362672,0,4.563502489,4.919409181,6.376390624,2.379925457,0,0,4.209449499,3.960310406,6.439174708,0,0,10.01218699,0,1.523460976,9.760669916,0.93012875,10.39465792,0,0,0,3.73431033,0,8.66761079,0,7.045608549,1.487624113,6.538829043,8.312112587,1.02489115,7.161443385,0,8.611792104,8.302124989,3.101766854,9.723872939,0,0,0,8.510983355,1.123469435,0,6.1624197,1.387494678,0,4.580192859,1.390369894,9.680957063,8.972766841,1.01779447,7.997317104,6.481646939,9.234484317,2.301806263,8.473017759,1.034251327,9.834746808,6.865501549,8.946677764,7.45350336,5.932611733,7.127679163,6.801864448,0.926095969,9.287093951,10.00089964,1.5781541,1.925723568,0.912516328,8.34021223,8.203416181,1.939365459,12.43147002,0.928575537,6.190756031,7.313953233,0,8.735284868,9.01348982,3.78133246,7.899217456,7.021866255,0,3.410528317,7.889272292,7.654127596,8.391357673,8.177296247,0.969035254,1.093962615,0.848691785,0.971082315,0.950668018,0,10.60899623,0.938908874,10.04093156,0,10.13868634,0
Wwtr1,0,0,0,0,0,2.206396809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.875626944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.856769884,0,0,7.711049968,0,0,0,0,0,1.780656925,0,0,0,0,0,0,0,0,0,0,3.531126597,0.93543081,0,0,0,0.934981567,0,0,0,0,0,6.20726991,7.15679598,10.61291408,0,0,0,0,5.718671553,8.347615254,0,0,0,0,0,0.932920663,0,0,7.102948196,0,0,0.950397505,0,0,0,0,6.604837121,0.969035254,0,0,0,0,0,0,0.938908874,4.713313805,0,0,0
Zfp36,9.542330633,7.129313537,4.103120419,9.737048405,9.293064165,8.642554761,12.88663069,10.91642479,8.206391491,10.92099927,11.36449798,9.954418854,9.501213696,10.13400013,9.611694917,9.436256725,10.12341051,9.762640807,3.618672436,9.584447977,0,0,6.795318189,6.350930359,6.718182355,9.331075816,8.960611856,0,9.355701947,0.905259364,7.288348311,9.40496027,8.38147696,10.81467937,10.57803094,6.528723212,10.7743873,10.58605183,8.317094593,10.15910244,9.787288228,9.409032171,9.210331836,8.766255397,9.747384385,9.832332482,11.12745175,9.639485133,9.634346948,9.198494678,8.995886424,10.94828147,9.176635321,12.28253168,10.08583612,11.83457631,9.086311786,10.48299991,10.27959729,10.2725693,9.388364638,11.07789049,2.262528427,9.37216735,2.910900708,9.520990242,11.84276955,10.68340133,11.67060055,9.398389263,10.06932335,8.89756604,11.11893296,10.16359064,11.05021816,5.879431749,10.57046958,8.003542307,9.792673288,6.617631326,10.81835459,10.40988025,8.539100325,6.294771479,7.787386249,11.28272444,11.00625175,8.126455351,9.251836608,11.89799068,8.110837675,11.7265118,11.92037905,7.617210381,9.098158948,10.54790616,10.79183293,11.63547584,11.53301238,10.57479217,9.834342218,11.25547818,10.73634335,10.66750547,10.50865104,12.04098053,9.581168771,9.123325876,9.234774325,11.33017347,10.931165,9.852852036,7.429482021,11.83929452,7.62989976,8.243487839,12.48848291
