Best20 genes, RNDforest scaled
X	Y	ages	KMeans	mismatches
FileGSE100426_SC_Mann_corr_sel_norm_log.tsv0.848
-0.11451996565440985	-0.03155547560389996	0	0	0
-0.05590864961275116	-0.10174160709291721	0	0	0
-0.0020235136018283183	-0.07565472879457542	0	0	0
-0.04230338722166551	-0.08169752581972516	0	0	0
-0.06929557983823102	-0.08061087388829795	0	0	0
-0.025793601507869083	-0.077091957235972	0	0	0
-0.04813953439581562	-0.08823747083343121	0	0	0
-0.13376060791169306	-0.015464158660899547	0	0	0
-0.050383116561513286	-0.09714434550193685	0	0	0
0.05075452562580774	0.09089806313127202	0	1	2
-0.055908649615663115	-0.1017416070909224	0	0	0
-0.034693070617864266	-0.08113165076183713	0	0	0
-0.09983686724234209	-0.04419597678643357	0	0	0
-0.0559086496148408	-0.10174160709148573	0	0	0
0.06720256311220958	-0.013224226416046671	0	1	2
-0.11042850182056908	0.03428832937479061	0	0	0
0.10149853606498495	0.023335582988835594	0	1	2
0.014659362617558501	-0.0698687479503815	0	0	0
-0.07651952742278104	-0.04727398629190782	0	0	0
-0.048910700946381835	-0.08924922381849547	0	0	0
-0.11601618178815168	-0.030322197715106997	0	0	0
-0.09589674444825548	-0.02484205183578204	0	0	0
-0.04759327599590605	-0.08753842553791227	0	0	0
0.08381303416562505	-0.026269479449667787	0	1	2
-0.0785198882787096	0.0027785546732532274	0	0	0
0.050410796445685725	-0.016042118940019723	0	1	2
-0.055908649611844545	-0.10174160709353816	0	0	0
-0.08909141118955359	-0.05468985938052749	0	0	0
-0.1221433530444879	-0.02530767405324066	0	0	0
0.04205990159401805	-0.0704304583666638	0	0	0
-0.07420006716625861	-0.025321117165251178	0	0	0
-0.013641221573397491	-0.034737583496577545	0	0	0
-0.006646838672616385	-0.057260335424882514	0	0	0
0.05193416269325114	-0.07734409592161857	0	0	0
-0.1024308059057981	0.009305826108308348	0	0	0
-0.10226457637206432	-0.04201529509947105	0	0	0
-0.05590864961503551	-0.10174160709135234	0	0	0
-0.014425878803034926	-0.096769584593831	0	0	0
0.04005160978848526	-0.07891359514752518	0	0	0
-0.11280338675872421	-0.032979738891017116	0	0	0
-0.11419102124019707	-0.003454084362042029	0	0	0
-0.09301731934882977	-0.05066899050968621	0	0	0
0.036116430635830775	-0.1009147276369894	0	0	0
-0.05196574971945794	-0.09349358923702455	0	0	0
-0.06625921401013309	0.06442004093130212	0	0	0
-0.05590864961192055	-0.10174160709348617	0	0	0
-0.10741540022177766	-0.037529485427541434	0	0	0
-0.1201921782372183	-0.026903880096935052	0	0	0
-0.10426675222242038	-0.0402522505060504	0	0	0
-0.05895642904967745	-0.01521818398777036	0	0	0
-0.10549604155682686	-0.03918275263822054	0	0	0
-0.09517356195273005	-0.02233553322928301	0	0	0
-0.12863803804610124	-0.019908822227136122	0	0	0
-0.05590864961487824	-0.10174160709146009	0	0	0
-0.05590864961508958	-0.10174160709131523	0	0	0
-0.055908649613882	-0.10174160709214257	0	0	0
-0.09125612416472736	0.02423806415745021	0	0	0
-0.12892755398809871	-0.00234256540272856	0	0	0
0.009846031964232525	-0.1052421190948562	0	0	0
-0.013585161926379298	-0.09682251838991315	0	0	0
-0.055908649613754975	-0.10174160709222949	0	0	0
-0.08376338127056436	-0.06055582077996423	0	0	0
-0.0010681395811126414	-0.019469289497856857	0	0	0
-0.03655612992225037	-0.07989952916869011	0	0	0
-0.028975983462592312	-0.06483838155700089	0	0	0
-0.1188167422392789	0.024167628269695363	0	0	0
0.09202698947594687	-0.07232381173691937	0	1	2
-0.050312792661173396	-0.04983514260303104	0	0	0
-0.045414828973750626	-0.09980323309642497	0	0	0
-0.04839505977882449	-0.07235771729214359	0	0	0
-0.04833828995877334	-0.10026632832573087	0	0	0
0.004771383132572183	-0.10230863332921966	0	0	0
-0.1368464826423194	-0.012660487067439963	0	0	0
-0.0753708868998411	-0.07129127490527319	0	0	0
-0.055908649614454145	-0.10174160709175054	0	0	0
-0.10729850492364161	-0.004581398496449962	0	0	0
0.06228676885307055	-0.07488369443249891	0	0	0
0.10896228781031783	-0.016662987563071194	0	1	2
-0.05590864961306233	-0.10174160709270412	0	0	0
-4.790264450701912e-05	-0.0514156455969456	0	0	0
-0.00885703555215781	-0.09743301087813397	0	0	0
0.0009191234347168963	-0.10046567985367419	0	0	0
-0.08003199022594462	-0.06504580067182181	0	0	0
0.01671873510141707	-0.0503923750101758	0	0	0
-0.004247158991168362	-0.07829020691541635	0	0	0
-0.002173954657074422	-0.08184258632028507	0	0	0
-0.032768991974286926	-0.07552932854744794	0	0	0
-0.03571917729526787	-0.0949538729884851	0	0	0
0.0019997357622061392	-0.10094695083271933	0	0	0
-0.02207816536320104	-0.07572060585477432	0	0	0
-0.03668442978914871	-0.07984121090913825	0	0	0
0.030139192651081146	-0.12147529632343927	0	0	0
-0.05590864961486562	-0.10174160709146873	0	0	0
-0.05596193712007662	-0.0023163259379344447	0	0	0
-0.08329349941521456	0.004858786402904794	0	0	0
-0.08199922204288962	0.025922029612711745	0	0	0
-0.01734410829542254	0.03749092216271861	1	1	1
0.06231932657257021	0.12850840819869275	1	1	1
-0.08930344482740599	0.0655760744160086	1	0	2
0.08195824674434579	0.11744924996336786	1	1	1
0.08877148419957565	0.03132471201974353	1	1	1
0.030259364045759643	0.09374169607124054	1	1	1
0.11656957776138802	0.04048787544197653	1	1	1
0.11057839252482267	-0.03978966464137335	1	1	1
0.13508197703112615	0.053087365874432274	1	1	1
0.0611025941004814	0.11041286022131531	1	1	1
0.10118431767659249	-0.0009866764942696945	1	1	1
0.06925471665889926	-0.03297717005506539	1	1	1
0.022676360604991216	0.08427322610976876	1	1	1
0.07507553053322326	-0.04131914456420684	1	1	1
0.026043605994161972	0.03772604529085776	1	1	1
0.053180715211168315	0.056993635452070944	1	1	1
0.012725717896544836	0.1218708303103102	1	1	1
-0.007214906494456335	-0.03670380688351387	1	0	2
-0.00823934561142264	0.052928973905414935	1	1	1
0.10561524480856853	-0.0225683605924323	1	1	1
-0.10287240355837182	0.035237306056785614	1	0	2
0.04950660462268003	0.005537181433991069	1	1	1
0.04849729619646252	0.08151938842764929	1	1	1
0.11643776570636316	0.06654020901247253	1	1	1
0.1106205272140177	0.049037016351766466	1	1	1
-0.10051849666334638	0.0897489732148258	1	0	2
0.1150077022145278	0.0013255191209899765	1	1	1
0.03111384828339941	0.04252821431492733	1	1	1
-0.0735600196632843	0.03842205938265345	1	0	2
0.04481266984328711	-0.08535039219546675	1	0	2
0.050288171026892814	-0.08850624261507224	1	0	2
0.02085900246124234	0.07197352677973662	1	1	1
0.011076030165308089	0.09073438720797024	1	1	1
-0.03676862365857443	0.06622471029064554	1	1	1
0.11555843882250894	0.04692628069419896	1	1	1
-0.03442708762915158	0.06420248872868331	1	1	1
-0.09927079100290777	-0.001479028660404985	1	0	2
