Best20 genes, RNDforest scaled
X	Y	ages	KMeans	mismatches
FileGSE100426_SC_Mann_corr_sel_norm_log.tsv0.829
-0.24569249941018223	-0.4357363160883959	0	0	0
0.09312704993192886	-0.6292043335253529	0	0	0
-0.0492456659474887	-0.18122159019699927	0	0	0
0.7042979557161808	-0.5648395764266232	0	0	0
0.6081557614010199	-0.5477315650952265	0	0	0
0.5166733660696108	-0.25678920359750373	0	0	0
0.556428769238049	-0.3700215041590827	0	0	0
0.09001405780859698	-0.7397133752891711	0	0	0
0.19702786532397612	-0.39786468413566145	0	0	0
-0.6106492357105375	0.7090714924743613	0	1	2
0.7007415368517567	-0.4023778526216592	0	0	0
0.678414320194453	-0.26856150358241704	0	0	0
-0.19635614677487853	-0.6548669960522838	0	0	0
0.51632996824477	-0.4090977028919226	0	0	0
0.2750021334727123	0.1963093414955027	0	0	0
0.7347338643010893	-0.22707406036495115	0	0	0
0.05793644955060592	0.8524047979284427	0	1	2
0.8157270695918581	0.11284732235643383	0	0	0
0.4153345748653695	-0.5413973498202981	0	0	0
0.28658997043461953	-0.1465085297096117	0	0	0
0.15337224113771517	-0.5278697388683771	0	0	0
-0.09785355470416282	-0.5160761412870426	0	0	0
0.704240533691494	-0.12131487670047263	0	0	0
0.060391771452223755	0.6185870552438116	0	1	2
0.38836773857930995	-0.3650732150367155	0	0	0
-0.14412567327727677	-0.08328897486089092	0	1	2
0.8048811368702233	-0.3168791720835672	0	0	0
0.2588057887000075	0.02111041801766158	0	0	0
0.47577716659250147	0.06589194825650824	0	0	0
-0.0019377714043169831	-0.5294477423973964	0	0	0
0.1988710668204292	-0.12729346552836848	0	0	0
-0.39686993316782426	-0.541506673473677	0	0	0
-0.10461916309073106	-0.2481430221406608	0	0	0
-0.0590216091694135	0.01823511705744607	0	1	2
0.49141252358958765	-0.7506277477024728	0	0	0
-0.05553061833726134	-0.34488889675411805	0	0	0
0.42163415563944745	-0.10609754882172112	0	0	0
0.6111078821454469	-0.041235008632809884	0	0	0
1.0349306477819071	0.38961448976843915	0	0	0
0.2746039321629458	-0.45075507784903485	0	0	0
0.14128299643757383	-0.4619634300205456	0	0	0
0.13719966634064557	-0.37841246687732394	0	0	0
0.128771862575381	-0.1610558223926985	0	0	0
0.40167055241208505	-0.268229207288165	0	0	0
0.6510270758444496	-0.7478353166724976	0	0	0
0.3329585905697993	-0.3048564438186678	0	0	0
0.32027018226519055	-0.6548433395592109	0	0	0
0.518473876193997	-0.31116439551218184	0	0	0
0.23268786460633772	-0.30490668805224147	0	0	0
-0.24252607683266214	-0.31972449921352625	0	0	0
0.20694438398730977	-0.35554288704101483	0	0	0
0.21378703427182638	-0.7691040402370928	0	0	0
0.02537962731602331	-0.4067202850489171	0	0	0
0.03565588283652303	-0.2297142386862533	0	0	0
0.19725384764758705	-0.20682268585001573	0	0	0
0.3540659593167232	-0.6176563643408812	0	0	0
0.3791124458581407	-0.8309145796250168	0	0	0
-0.05245648631764946	0.6611266236496247	0	1	2
0.07060860206574128	-0.015569396970285804	0	0	0
0.06502621226398231	-0.06336278031255499	0	0	0
0.31098946849057796	0.03149747385647102	0	0	0
0.03125149653459891	-0.28508829256029405	0	0	0
0.4572013070319674	-0.015442732612545933	0	0	0
0.44902155522179926	-0.15393992684408378	0	0	0
-0.01779827759197182	-0.14877993345496865	0	0	0
0.024301176489325827	-0.12723524091518748	0	0	0
0.664961573072878	-0.18946664191352783	0	0	0
0.17384280891766388	-0.6645275717648738	0	0	0
0.3067299680240708	-0.34031778131735274	0	0	0
-0.16358504635297053	0.31998081659302074	0	1	2
0.36527153906891435	-0.07378295824188076	0	0	0
0.12801650641346665	0.2790117765860021	0	1	2
0.42632278022881287	-0.47717421375707336	0	0	0
0.16096191509288538	-0.24411611091323349	0	0	0
-0.0007865741167634607	-0.4470994327929092	0	0	0
0.24179490793387445	-0.9319826207873475	0	0	0
0.30204874195085485	0.3280134033349603	0	0	0
0.3443137114279495	-0.5271767400853047	0	0	0
0.03740300325217751	-0.59651175368704	0	0	0
0.7417558508810188	0.20112319278026855	0	0	0
0.18309160370778255	-0.04144079485780623	0	0	0
0.06450764506984463	0.0993769566158985	0	0	0
0.277523718459484	-0.0872197148819138	0	0	0
0.41624204105458795	0.14280592974792913	0	0	0
0.7492785464702265	-0.1524582705077886	0	0	0
0.5097710658940015	-0.09559879933239418	0	0	0
0.002648227613765539	-0.3378625584158358	0	0	0
0.5805981612789011	0.05378454673262049	0	0	0
-0.25172073294423436	-0.9133098005610539	0	0	0
0.19980474517209548	0.07782798898341427	0	0	0
0.6258809497841252	0.20200407986508895	0	0	0
0.6271104839129312	-0.4510167030781674	0	0	0
0.5993005977880778	-0.11681270785014394	0	0	0
-0.14310018680080122	-0.8707142885334931	0	0	0
0.2564503372524406	-0.5450238926678658	0	0	0
0.24558411456495544	-0.6468982138281516	0	0	0
-0.38429843748905135	-0.22519081726916002	1	1	1
-0.5778816758240536	0.6598317441619095	1	1	1
-0.4776488045556517	-0.3085030451568998	1	1	1
0.08512165458190109	0.20251564365566455	1	1	1
-0.6300057747231018	-0.6204387138666383	1	1	1
-0.7185483890540907	-0.1223508466005231	1	1	1
-0.9370884406443821	0.13194948588461927	1	1	1
0.8988990219981358	0.10922734674526136	1	0	2
-0.6425112702731719	-0.08000988378634373	1	1	1
-0.8867775026914116	-0.07604288349434515	1	1	1
-0.8661340303711688	-0.24500604312883434	1	1	1
-0.2190165956690509	0.8144537039933107	1	1	1
-0.6779777119294826	0.18270547070716445	1	1	1
0.9772018568499958	0.24018916854396472	1	0	2
0.3461888347135286	0.7730849386019846	1	1	1
