Best20 genes, RNDforest scaled
X	Y	ages	KMeans	mismatches
FileGSE100426_SC_Mann_corr_sel_norm_log.tsv0.876
0.1268399841061818	0.056435883261748684	0	0	0
0.028668161164590807	0.10439795022515393	0	0	0
0.055500637803948635	0.11092761923972261	0	0	0
-0.010870996491001214	0.1169628385622417	0	0	0
0.06275327012895454	0.17284272875589615	0	0	0
-0.025055322892753137	0.1894457241641337	0	0	0
0.17685810883776057	0.031251557873121	0	0	0
0.09231198233249523	0.14944718485319827	0	0	0
0.10137684495322949	0.16932881773627537	0	0	0
-0.03658956247203467	-0.1119183977223465	0	1	2
0.02753146624338393	0.15998467113030446	0	0	0
0.12421638586510154	0.11926346903893739	0	0	0
0.22234934768793957	0.01362497972298579	0	0	0
0.0936840306703146	0.13229458546515338	0	0	0
0.01535459695472453	-0.013393743899291566	0	1	2
-0.043547001077847924	0.21162093344763055	0	0	0
-0.2733078339908319	-0.0007763047240737127	0	1	2
-0.11509319451576316	0.1518618654772106	0	0	0
0.19831357344385128	0.0833376207559977	0	0	0
-0.010749561831149442	0.21714680796460142	0	0	0
0.14026621365768407	0.15754364743217522	0	0	0
0.1840322390438835	0.12539548622152902	0	0	0
0.007224515525541836	0.08752409861271614	0	0	0
-0.19213124326178327	0.02708968604847569	0	1	2
0.19379975982615327	0.11336708064461165	0	0	0
-0.001982683392477074	0.03715315780663836	0	0	0
0.05535140775935812	0.24834891899958098	0	0	0
0.03320183724795175	0.18125216601267144	0	0	0
0.14518109237227575	0.021626927134383	0	0	0
0.07141109556767133	0.07066026377242741	0	0	0
0.1641030375161049	0.15106824103659763	0	0	0
-0.03660597983986071	0.17828623554245698	0	0	0
-0.008698120790109067	0.09381756923062416	0	0	0
-0.05315538772488108	0.09227725303164719	0	0	0
0.16979550631293783	-0.11948456726851457	0	1	2
0.11692552445590879	0.09978417071141094	0	0	0
0.011987149407505051	0.21334368250100605	0	0	0
0.03202619743660973	0.11680793689076922	0	0	0
-0.19727015130630285	0.12701869133179727	0	0	0
0.10095199676052936	0.10415741152656233	0	0	0
0.16024656902105044	0.12852657111843976	0	0	0
0.14260427312747137	0.16128998344524934	0	0	0
-0.01595665436072717	0.19673369565010812	0	0	0
0.20280545598669394	0.07125813026256282	0	0	0
-0.06563396420164877	0.17304937973085882	0	0	0
0.10889834878109679	0.11557918223413008	0	0	0
0.14119710867343355	0.09852271079780583	0	0	0
0.15635963841402134	0.1013365135209234	0	0	0
0.08301221742254464	0.09656946642026544	0	0	0
0.09890073162745006	-0.035967212644610426	0	0	0
0.11607812769265236	0.1911546263172038	0	0	0
0.07837335360290429	0.11437222756095773	0	0	0
0.150349974533989	0.18304944403194168	0	0	0
0.056045576066675436	0.19920117600666512	0	0	0
0.020614131561311675	0.19433335179791714	0	0	0
0.12314067978911884	0.1792043777081364	0	0	0
0.02175583141675256	0.22178851631878593	0	0	0
0.1379497718138763	0.21495415296805864	0	0	0
0.05348362150951373	0.07817145168600367	0	0	0
-0.05800421946028547	0.19474964979935575	0	0	0
0.2592902937707376	0.07621481994500308	0	0	0
0.2564552950621712	0.037451968977207636	0	0	0
0.009484438532834451	0.07372910526120835	0	0	0
0.08890228336990762	0.21038361454211352	0	0	0
0.14925069785657083	0.07036672880143174	0	0	0
0.15165957913619305	0.04032753388083543	0	0	0
-0.10120144588215309	0.14012781042595346	0	0	0
0.008981228691299078	0.1948178823472133	0	0	0
0.09324198557004876	0.25444968331164425	0	0	0
-0.06007650849419121	0.133243377262256	0	0	0
0.13015874298998137	0.1411761535747032	0	0	0
0.13297961755407028	-0.06382850223854113	0	0	0
0.024516168873710487	0.15291027364210605	0	0	0
0.11333747752880415	0.14391936721247547	0	0	0
0.034559696782519286	0.15320265627263832	0	0	0
0.17791235130641947	0.08949996076100453	0	0	0
-0.06647469775816782	0.09520118421534851	0	0	0
-0.14168143621614782	0.11740769036019869	0	0	0
0.2774056922311804	0.01204103567132453	0	0	0
0.04351307714890996	-0.07963778813361379	0	1	2
0.11400185949847277	0.05804690520716792	0	0	0
-0.016619888525632502	0.06299373890436662	0	0	0
0.21034000467217545	0.1168509724600048	0	0	0
-0.09518571763547932	0.20802126085054576	0	0	0
0.0914813263135481	0.19553496806049403	0	0	0
-0.011019114900234729	0.16683598790898171	0	0	0
-0.04070868384542527	0.1342245577263242	0	0	0
0.14220231007115536	0.00798748292216185	0	0	0
0.2746766282249423	-0.14595871002739844	0	0	0
-0.04240117384209178	0.16173791034799412	0	0	0
-0.09278292122975375	0.1872976264368001	0	0	0
0.02991206149830331	0.21143751304994635	0	0	0
0.0012022333514894192	0.22470807237191762	0	0	0
0.0599380768768809	0.017474831793772967	0	0	0
0.08626089555360021	0.052143982210363655	0	0	0
0.1610233633226605	0.12234677925805068	0	0	0
-0.08064821016710325	0.035347911945898355	1	1	1
-0.13209593771334963	-0.04814448378433704	1	1	1
-0.05418033618591872	0.05419342182636285	1	0	2
-0.040717038249362174	-0.16135751977047325	1	1	1
-0.254404166189236	-0.04804203796279988	1	1	1
-0.041029655112265306	-0.13917339460339026	1	1	1
-0.07412816022979035	-0.26631451775734555	1	1	1
0.08488082939384824	-0.2025872313244229	1	1	1
-0.13623256419771093	-0.019628733176768515	1	1	1
-0.17956990825464403	-0.15585322182358738	1	1	1
-0.08414327905857448	-0.07351533895929989	1	1	1
-0.1396877182717602	-0.1217926267741519	1	1	1
0.16375049600484126	-0.20811370950751235	1	1	1
-0.007776208740979147	-0.018136840050033968	1	1	1
-0.05616779408190024	-0.05491021666359617	1	1	1
-0.1409081650615332	-0.19549700140338666	1	1	1
-0.2216918871769813	-0.1810410435562744	1	1	1
0.096077290496416	-0.07194498734194596	1	1	1
-0.21195970707291947	-0.0529010142786579	1	1	1
0.029796096604960572	-0.14161976341127372	1	1	1
0.276063409578889	-0.017650675808158614	1	0	2
0.13613047994016889	-0.13849878252424017	1	1	1
-0.1794407314816754	-0.021599547354537462	1	1	1
-0.1845495199453787	-0.2014098507342585	1	1	1
-0.10839584379670726	-0.12220238418293002	1	1	1
0.14081444846142963	-0.0717724723567814	1	0	2
-0.09789430218926784	-0.15647146560660258	1	1	1
0.058510722935403395	-0.07812732018181583	1	1	1
0.04402738378059077	-0.12187461075014326	1	1	1
-0.2473298185686609	0.09368960606445224	1	1	1
-0.2535220753067351	0.027444131386677745	1	1	1
-0.1993227585463114	0.04071674329758806	1	1	1
-0.19401924249813274	-0.004003555058661312	1	1	1
-0.15124378988932985	0.06303703287196553	1	1	1
-0.09923165118328052	-0.14536476145811056	1	1	1
-0.06807746459505079	-0.17474195878593848	1	1	1
-0.10657421267373716	0.10511979268838281	1	0	2
-0.08924391883163352	-0.07700520831442009	1	1	1
-0.20235511708545179	-0.13994259837872366	1	1	1
0.24718552717102169	-0.1066389166942894	1	0	2
-0.07782555068513868	0.08164481840846341	1	0	2
-0.20240347888572185	0.06138189495113792	1	1	1
0.008638421737594671	-0.07668153717846517	1	1	1
0.17720189058890395	-0.09913981023435404	1	0	2
-0.2169450175563498	-0.008754004677743111	1	1	1
-0.26477173237106477	-0.0984911443702042	1	1	1
-0.26385198449205616	0.07797570347132522	1	1	1
-0.1798953233765896	0.08889703582693707	1	1	1
-0.05965137523161396	-0.2281638231844441	1	1	1
0.05298666067649991	-0.03169567539995389	1	0	2
0.07672984308904862	-0.06315955112584153	1	1	1
-0.13125788605822752	-0.09291414484029316	1	1	1
