PC1,PC2,ages.actual,ages.predicted,mismatches,study
0.126839984,0.056435883,0,0,0,Mann
0.028668161,0.10439795,0,0,0,Mann
0.055500638,0.110927619,0,0,0,Mann
-0.010870996,0.116962839,0,0,0,Mann
0.06275327,0.172842729,0,0,0,Mann
-0.025055323,0.189445724,0,0,0,Mann
0.176858109,0.031251558,0,0,0,Mann
0.092311982,0.149447185,0,0,0,Mann
0.101376845,0.169328818,0,0,0,Mann
-0.036589562,-0.111918398,0,1,2,Mann
0.027531466,0.159984671,0,0,0,Mann
0.124216386,0.119263469,0,0,0,Mann
0.222349348,0.01362498,0,0,0,Mann
0.093684031,0.132294585,0,0,0,Mann
0.015354597,-0.013393744,0,1,2,Mann
-0.043547001,0.211620933,0,0,0,Mann
-0.273307834,-0.000776305,0,1,2,Mann
-0.115093195,0.151861865,0,0,0,Mann
0.198313573,0.083337621,0,0,0,Mann
-0.010749562,0.217146808,0,0,0,Mann
0.140266214,0.157543647,0,0,0,Mann
0.184032239,0.125395486,0,0,0,Mann
0.007224516,0.087524099,0,0,0,Mann
-0.192131243,0.027089686,0,1,2,Mann
0.19379976,0.113367081,0,0,0,Mann
-0.001982683,0.037153158,0,0,0,Mann
0.055351408,0.248348919,0,0,0,Mann
0.033201837,0.181252166,0,0,0,Mann
0.145181092,0.021626927,0,0,0,Mann
0.071411096,0.070660264,0,0,0,Mann
0.164103038,0.151068241,0,0,0,Mann
-0.03660598,0.178286236,0,0,0,Mann
-0.008698121,0.093817569,0,0,0,Mann
-0.053155388,0.092277253,0,0,0,Mann
0.169795506,-0.119484567,0,1,2,Mann
0.116925524,0.099784171,0,0,0,Mann
0.011987149,0.213343683,0,0,0,Mann
0.032026197,0.116807937,0,0,0,Mann
-0.197270151,0.127018691,0,0,0,Mann
0.100951997,0.104157412,0,0,0,Mann
0.160246569,0.128526571,0,0,0,Mann
0.142604273,0.161289983,0,0,0,Mann
-0.015956654,0.196733696,0,0,0,Mann
0.202805456,0.07125813,0,0,0,Mann
-0.065633964,0.17304938,0,0,0,Mann
0.108898349,0.115579182,0,0,0,Mann
0.141197109,0.098522711,0,0,0,Mann
0.156359638,0.101336514,0,0,0,Mann
0.083012217,0.096569466,0,0,0,Mann
0.098900732,-0.035967213,0,0,0,Mann
0.116078128,0.191154626,0,0,0,Mann
0.078373354,0.114372228,0,0,0,Mann
0.150349975,0.183049444,0,0,0,Mann
0.056045576,0.199201176,0,0,0,Mann
0.020614132,0.194333352,0,0,0,Mann
0.12314068,0.179204378,0,0,0,Mann
0.021755831,0.221788516,0,0,0,Mann
0.137949772,0.214954153,0,0,0,Mann
0.053483622,0.078171452,0,0,0,Mann
-0.058004219,0.19474965,0,0,0,Mann
0.259290294,0.07621482,0,0,0,Mann
0.256455295,0.037451969,0,0,0,Mann
0.009484439,0.073729105,0,0,0,Mann
0.088902283,0.210383615,0,0,0,Mann
0.149250698,0.070366729,0,0,0,Mann
0.151659579,0.040327534,0,0,0,Mann
-0.101201446,0.14012781,0,0,0,Mann
0.008981229,0.194817882,0,0,0,Mann
0.093241986,0.254449683,0,0,0,Mann
-0.060076508,0.133243377,0,0,0,Mann
0.130158743,0.141176154,0,0,0,Mann
0.132979618,-0.063828502,0,0,0,Mann
0.024516169,0.152910274,0,0,0,Mann
0.113337478,0.143919367,0,0,0,Mann
0.034559697,0.153202656,0,0,0,Mann
0.177912351,0.089499961,0,0,0,Mann
-0.066474698,0.095201184,0,0,0,Mann
-0.141681436,0.11740769,0,0,0,Mann
0.277405692,0.012041036,0,0,0,Mann
0.043513077,-0.079637788,0,1,2,Mann
0.114001859,0.058046905,0,0,0,Mann
-0.016619889,0.062993739,0,0,0,Mann
0.210340005,0.116850972,0,0,0,Mann
-0.095185718,0.208021261,0,0,0,Mann
0.091481326,0.195534968,0,0,0,Mann
-0.011019115,0.166835988,0,0,0,Mann
-0.040708684,0.134224558,0,0,0,Mann
0.14220231,0.007987483,0,0,0,Mann
0.274676628,-0.14595871,0,0,0,Mann
-0.042401174,0.16173791,0,0,0,Mann
-0.092782921,0.187297626,0,0,0,Mann
0.029912061,0.211437513,0,0,0,Mann
0.001202233,0.224708072,0,0,0,Mann
0.059938077,0.017474832,0,0,0,Mann
0.086260896,0.052143982,0,0,0,Mann
0.161023363,0.122346779,0,0,0,Mann
-0.08064821,0.035347912,1,1,1,Mann
-0.132095938,-0.048144484,1,1,1,Mann
-0.054180336,0.054193422,1,0,2,Mann
-0.040717038,-0.16135752,1,1,1,Mann
-0.254404166,-0.048042038,1,1,1,Mann
-0.041029655,-0.139173395,1,1,1,Mann
-0.07412816,-0.266314518,1,1,1,Mann
0.084880829,-0.202587231,1,1,1,Mann
-0.136232564,-0.019628733,1,1,1,Mann
-0.179569908,-0.155853222,1,1,1,Mann
-0.084143279,-0.073515339,1,1,1,Mann
-0.139687718,-0.121792627,1,1,1,Mann
0.163750496,-0.20811371,1,1,1,Mann
-0.007776209,-0.01813684,1,1,1,Mann
-0.056167794,-0.054910217,1,1,1,Mann
-0.140908165,-0.195497001,1,1,1,Mann
-0.221691887,-0.181041044,1,1,1,Mann
0.09607729,-0.071944987,1,1,1,Mann
-0.211959707,-0.052901014,1,1,1,Mann
0.029796097,-0.141619763,1,1,1,Mann
0.27606341,-0.017650676,1,0,2,Mann
0.13613048,-0.138498783,1,1,1,Mann
-0.179440731,-0.021599547,1,1,1,Mann
-0.18454952,-0.201409851,1,1,1,Mann
-0.108395844,-0.122202384,1,1,1,Mann
0.140814448,-0.071772472,1,0,2,Mann
-0.097894302,-0.156471466,1,1,1,Mann
0.058510723,-0.07812732,1,1,1,Mann
0.044027384,-0.121874611,1,1,1,Mann
-0.247329819,0.093689606,1,1,1,Mann
-0.253522075,0.027444131,1,1,1,Mann
-0.199322759,0.040716743,1,1,1,Mann
