PC1,PC2,ages.actual,ages.predicted,mismatches,study
-0.114519966,-0.031555476,0,0,0,Mann
-0.05590865,-0.101741607,0,0,0,Mann
-0.002023514,-0.075654729,0,0,0,Mann
-0.042303387,-0.081697526,0,0,0,Mann
-0.06929558,-0.080610874,0,0,0,Mann
-0.025793602,-0.077091957,0,0,0,Mann
-0.048139534,-0.088237471,0,0,0,Mann
-0.133760608,-0.015464159,0,0,0,Mann
-0.050383117,-0.097144346,0,0,0,Mann
0.050754526,0.090898063,0,1,2,Mann
-0.05590865,-0.101741607,0,0,0,Mann
-0.034693071,-0.081131651,0,0,0,Mann
-0.099836867,-0.044195977,0,0,0,Mann
-0.05590865,-0.101741607,0,0,0,Mann
0.067202563,-0.013224226,0,1,2,Mann
-0.110428502,0.034288329,0,0,0,Mann
0.101498536,0.023335583,0,1,2,Mann
0.014659363,-0.069868748,0,0,0,Mann
-0.076519527,-0.047273986,0,0,0,Mann
-0.048910701,-0.089249224,0,0,0,Mann
-0.116016182,-0.030322198,0,0,0,Mann
-0.095896744,-0.024842052,0,0,0,Mann
-0.047593276,-0.087538426,0,0,0,Mann
0.083813034,-0.026269479,0,1,2,Mann
-0.078519888,0.002778555,0,0,0,Mann
0.050410796,-0.016042119,0,1,2,Mann
-0.05590865,-0.101741607,0,0,0,Mann
-0.089091411,-0.054689859,0,0,0,Mann
-0.122143353,-0.025307674,0,0,0,Mann
0.042059902,-0.070430458,0,0,0,Mann
-0.074200067,-0.025321117,0,0,0,Mann
-0.013641222,-0.034737583,0,0,0,Mann
-0.006646839,-0.057260335,0,0,0,Mann
0.051934163,-0.077344096,0,0,0,Mann
-0.102430806,0.009305826,0,0,0,Mann
-0.102264576,-0.042015295,0,0,0,Mann
-0.05590865,-0.101741607,0,0,0,Mann
-0.014425879,-0.096769585,0,0,0,Mann
0.04005161,-0.078913595,0,0,0,Mann
-0.112803387,-0.032979739,0,0,0,Mann
-0.114191021,-0.003454084,0,0,0,Mann
-0.093017319,-0.050668991,0,0,0,Mann
0.036116431,-0.100914728,0,0,0,Mann
-0.05196575,-0.093493589,0,0,0,Mann
-0.066259214,0.064420041,0,0,0,Mann
-0.05590865,-0.101741607,0,0,0,Mann
-0.1074154,-0.037529485,0,0,0,Mann
-0.120192178,-0.02690388,0,0,0,Mann
-0.104266752,-0.040252251,0,0,0,Mann
-0.058956429,-0.015218184,0,0,0,Mann
-0.105496042,-0.039182753,0,0,0,Mann
-0.095173562,-0.022335533,0,0,0,Mann
-0.128638038,-0.019908822,0,0,0,Mann
-0.05590865,-0.101741607,0,0,0,Mann
-0.05590865,-0.101741607,0,0,0,Mann
-0.05590865,-0.101741607,0,0,0,Mann
-0.091256124,0.024238064,0,0,0,Mann
-0.128927554,-0.002342565,0,0,0,Mann
0.009846032,-0.105242119,0,0,0,Mann
-0.013585162,-0.096822518,0,0,0,Mann
-0.05590865,-0.101741607,0,0,0,Mann
-0.083763381,-0.060555821,0,0,0,Mann
-0.00106814,-0.019469289,0,0,0,Mann
-0.03655613,-0.079899529,0,0,0,Mann
-0.028975983,-0.064838382,0,0,0,Mann
-0.118816742,0.024167628,0,0,0,Mann
0.092026989,-0.072323812,0,1,2,Mann
-0.050312793,-0.049835143,0,0,0,Mann
-0.045414829,-0.099803233,0,0,0,Mann
-0.04839506,-0.072357717,0,0,0,Mann
-0.04833829,-0.100266328,0,0,0,Mann
0.004771383,-0.102308633,0,0,0,Mann
-0.136846483,-0.012660487,0,0,0,Mann
-0.075370887,-0.071291275,0,0,0,Mann
-0.05590865,-0.101741607,0,0,0,Mann
-0.107298505,-0.004581398,0,0,0,Mann
0.062286769,-0.074883694,0,0,0,Mann
0.108962288,-0.016662988,0,1,2,Mann
-0.05590865,-0.101741607,0,0,0,Mann
-4.79E-05,-0.051415646,0,0,0,Mann
-0.008857036,-0.097433011,0,0,0,Mann
0.000919123,-0.10046568,0,0,0,Mann
-0.08003199,-0.065045801,0,0,0,Mann
0.016718735,-0.050392375,0,0,0,Mann
-0.004247159,-0.078290207,0,0,0,Mann
-0.002173955,-0.081842586,0,0,0,Mann
-0.032768992,-0.075529329,0,0,0,Mann
-0.035719177,-0.094953873,0,0,0,Mann
0.001999736,-0.100946951,0,0,0,Mann
-0.022078165,-0.075720606,0,0,0,Mann
-0.03668443,-0.079841211,0,0,0,Mann
0.030139193,-0.121475296,0,0,0,Mann
-0.05590865,-0.101741607,0,0,0,Mann
-0.055961937,-0.002316326,0,0,0,Mann
-0.083293499,0.004858786,0,0,0,Mann
-0.081999222,0.02592203,0,0,0,Mann
-0.017344108,0.037490922,1,1,1,Mann
0.062319327,0.128508408,1,1,1,Mann
-0.089303445,0.065576074,1,0,2,Mann
0.081958247,0.11744925,1,1,1,Mann
0.088771484,0.031324712,1,1,1,Mann
0.030259364,0.093741696,1,1,1,Mann
0.116569578,0.040487875,1,1,1,Mann
0.110578393,-0.039789665,1,1,1,Mann
0.135081977,0.053087366,1,1,1,Mann
0.061102594,0.11041286,1,1,1,Mann
0.101184318,-0.000986676,1,1,1,Mann
0.069254717,-0.03297717,1,1,1,Mann
0.022676361,0.084273226,1,1,1,Mann
0.075075531,-0.041319145,1,1,1,Mann
0.026043606,0.037726045,1,1,1,Mann
0.053180715,0.056993635,1,1,1,Mann
0.012725718,0.12187083,1,1,1,Mann
-0.007214906,-0.036703807,1,0,2,Mann
-0.008239346,0.052928974,1,1,1,Mann
0.105615245,-0.022568361,1,1,1,Mann
-0.102872404,0.035237306,1,0,2,Mann
0.049506605,0.005537181,1,1,1,Mann
0.048497296,0.081519388,1,1,1,Mann
0.116437766,0.066540209,1,1,1,Mann
0.110620527,0.049037016,1,1,1,Mann
-0.100518497,0.089748973,1,0,2,Mann
0.115007702,0.001325519,1,1,1,Mann
0.031113848,0.042528214,1,1,1,Mann
-0.07356002,0.038422059,1,0,2,Mann
0.04481267,-0.085350392,1,0,2,Mann
0.050288171,-0.088506243,1,0,2,Mann
0.020859002,0.071973527,1,1,1,Mann
0.01107603,0.090734387,1,1,1,Mann
-0.036768624,0.06622471,1,1,1,Mann
0.115558439,0.046926281,1,1,1,Mann
-0.034427088,0.064202489,1,1,1,Mann
-0.099270791,-0.001479029,1,0,2,Mann
0.104530623,-0.033119889,1,1,1,Mann
0.077152283,0.021604355,1,1,1,Mann
0.030689012,-0.060801796,1,0,2,Mann
0.066570042,-0.047262933,1,1,1,Mann
-0.03067071,0.107117899,1,1,1,Mann
0.048515356,-0.045145738,1,0,2,Mann
0.093241523,0.0133194,1,1,1,Mann
0.027672273,0.108664836,1,1,1,Mann
0.055531547,-0.030432156,1,1,1,Mann
0.10160002,-0.034372381,1,1,1,Mann
-0.052568463,0.124926187,1,1,1,Mann
0.029141245,0.11995493,1,1,1,Mann
0.055009841,-0.12467928,1,0,2,Mann
0.108153718,-0.013668959,1,1,1,Mann
0.105394174,0.052496062,1,1,1,Mann
0.068191454,-0.079256797,1,0,2,Mann
-0.03187126,0.076927888,1,1,1,Mann
0.009618814,-0.105099817,1,0,2,Mann
0.043196832,0.030722546,1,1,1,Mann
0.045482623,0.097839772,1,1,1,Mann
0.04671143,0.077193475,1,1,1,Mann
-0.018905247,-0.096743405,1,0,2,Mann
0.088978564,0.07885762,1,1,1,Mann
-0.027706229,0.092997168,1,1,1,Mann
0.075629494,0.099789956,1,1,1,Mann
-0.038910205,0.090131125,1,1,1,Mann
0.126913387,-0.005464025,1,1,1,Mann
-0.007258069,0.116112018,1,1,1,Mann
0.073102813,0.115493918,1,1,1,Mann
0.018189201,0.119098829,1,1,1,Mann
0.140380943,-0.014430618,1,1,1,Mann
0.126322182,0.069145254,1,1,1,Mann
0.099314352,0.041056606,1,1,1,Mann
-0.052175323,0.112622514,1,1,1,Mann
-0.062062292,0.036190907,1,0,2,Mann
0.074020457,0.064294693,1,1,1,Mann
-0.11925922,0.004626264,1,0,2,Mann
0.097989539,0.039363561,1,1,1,Mann
0.039077209,0.116038636,1,1,1,Mann
-0.01408029,0.131667003,1,1,1,Mann
0.13138509,0.088882554,1,1,1,Mann
0.111763134,-0.055433933,1,1,1,Mann
-0.068707196,0.057649268,1,0,2,Mann
-0.062046072,-0.023001269,1,0,2,Mann
0.030273337,0.07533908,1,1,1,Mann
0.067098233,-0.062225195,1,0,2,Mann
0.078759087,0.056216875,1,1,1,Mann
0.067159941,-0.011291797,1,1,1,Mann
0.044445503,0.124117148,1,1,1,Mann
-0.03148341,0.02909462,1,0,2,Mann
0.042646621,0.134940326,1,1,1,Mann
0.084211823,-0.042259718,1,1,1,Mann
-0.040348548,0.093154829,1,1,1,Mann
-0.025612537,0.010660905,1,0,2,Mann
-0.031430405,0.051285554,1,1,1,Mann
-0.001359694,0.140561304,1,1,1,Mann
-0.010832016,0.024711706,1,1,1,Mann
0.127176704,0.07114853,1,1,1,Mann
0.020243688,0.137945595,1,1,1,Mann
-0.050325391,0.104568615,1,1,1,Mann
0.040106242,0.063319065,1,1,1,Mann
0.00174093,-0.002930632,1,0,2,Mann
0.031666122,0.131279018,1,1,1,Mann
0.103520772,0.057166298,1,1,1,Mann
0.055952691,0.130826623,1,1,1,Mann
0.07689701,0.014554447,1,1,1,Mann
0.029786276,-0.038559559,1,0,2,Mann
-0.031542792,0.127351326,1,1,1,Mann
0.073895015,-0.005959742,1,1,1,Mann
0.068943706,-0.009012086,1,1,1,Mann
0.064040832,-0.037438417,1,1,1,Mann
0.133470918,0.076282076,1,1,1,Mann
-0.073341468,0.085027357,1,1,1,Mann
0.03689423,0.090235145,1,1,1,Mann
0.000134056,0.113421702,1,1,1,Mann
0.050555652,0.122717055,1,1,1,Mann
0.047002792,0.147790866,1,1,1,Mann
0.09132912,0.047842656,1,1,1,Mann
-0.042485257,0.112624368,1,1,1,Mann
0.103468997,0.016571021,1,1,1,Mann
-0.087479458,0.059221331,1,0,2,Mann
0.025498091,0.149016165,1,1,1,Mann
-0.078977448,0.059184272,1,0,2,Mann
0.075679548,-0.093231555,1,0,2,Mann
0.016418293,0.049876406,0,1,2,Kirschner
0.02272959,0.060951987,0,1,2,Kirschner
0.094130524,-0.103069826,0,0,0,Kirschner
0.030142028,0.054565984,0,1,2,Kirschner
-0.042757509,0.134614662,0,1,2,Kirschner
0.188228751,-0.035640625,0,1,2,Kirschner
0.09040919,0.086622627,0,1,2,Kirschner
-0.048123359,0.133958036,0,1,2,Kirschner
-0.007284133,-0.08927117,0,0,0,Kirschner
0.068169819,-0.166178751,0,0,0,Kirschner
0.008954517,0.139278081,0,1,2,Kirschner
0.072871874,0.074444497,0,1,2,Kirschner
0.043397639,0.107209961,0,1,2,Kirschner
-0.029319556,0.112311187,0,1,2,Kirschner
0.051064514,0.043825869,0,1,2,Kirschner
0.142250569,-0.082751541,0,0,0,Kirschner
-0.112611992,0.068207061,0,1,2,Kirschner
0.033540878,0.060453806,0,1,2,Kirschner
0.12416482,0.028322885,0,1,2,Kirschner
0.09040919,0.086622627,0,1,2,Kirschner
0.066763325,0.070289607,0,1,2,Kirschner
0.063201968,0.067894821,0,1,2,Kirschner
0.050171382,0.060709402,0,1,2,Kirschner
0.0514899,0.001741781,0,1,2,Kirschner
0.05471308,0.062793357,0,1,2,Kirschner
0.09040919,0.086622627,0,1,2,Kirschner
0.09040919,0.086622627,0,1,2,Kirschner
0.032784137,0.060942841,0,1,2,Kirschner
0.001702542,0.077206143,0,1,2,Kirschner
0.08603569,0.083432368,0,1,2,Kirschner
0.09040919,0.086622627,0,1,2,Kirschner
-0.01915771,-0.013442209,0,1,2,Kirschner
0.043619065,0.058869291,0,1,2,Kirschner
-0.13101557,0.057396146,0,1,2,Kirschner
0.092083189,0.0340369,0,1,2,Kirschner
0.077649595,0.091417645,0,1,2,Kirschner
0.08410342,0.060444989,0,1,2,Kirschner
0.051899882,0.052416796,0,1,2,Kirschner
0.082545326,0.080951446,0,1,2,Kirschner
-0.045949832,-0.084971252,0,0,0,Kirschner
-0.148626929,-0.046906404,0,0,0,Kirschner
0.027417462,-0.069792866,0,0,0,Kirschner
-0.033791172,0.044145831,0,1,2,Kirschner
-0.092327233,0.09754159,0,1,2,Kirschner
