PC1,PC2,ages.actual,ages.predicted,mismatches,study
0.102425942,-0.022145531,1,0,2,Kirschner
-0.155648071,-0.090633414,1,1,1,Kirschner
-0.039649666,-0.171428478,1,0,2,Kirschner
-0.079394798,-0.034162541,1,1,1,Kirschner
-0.077349984,0.099623674,1,1,1,Kirschner
0.085386429,0.090248504,1,1,1,Kirschner
0.083234072,0.057169759,1,1,1,Kirschner
0.022945892,0.14680786,1,1,1,Kirschner
0.106879149,0.032227729,1,0,2,Kirschner
-0.14510901,-0.041837808,1,1,1,Kirschner
0.094592586,-0.057285245,1,0,2,Kirschner
-0.094862336,0.068346235,1,1,1,Kirschner
0.098655784,0.057775898,1,1,1,Kirschner
0.13444053,0.030397026,1,0,2,Kirschner
0.075452867,0.102542266,1,1,1,Kirschner
0.124928217,-0.07360886,1,0,2,Kirschner
0.156911798,-0.134515058,1,0,2,Kirschner
0.171590898,0.031531118,1,0,2,Kirschner
0.114329254,0.007109242,1,0,2,Kirschner
0.136809901,-0.071443899,1,0,2,Kirschner
0.124359996,0.030031782,1,0,2,Kirschner
0.012126052,0.056991344,1,1,1,Kirschner
0.025632348,0.120621465,1,1,1,Kirschner
0.082488231,-0.090964615,1,0,2,Kirschner
0.102278957,0.076495222,1,1,1,Kirschner
-0.044916841,0.042547339,1,1,1,Kirschner
0.078532187,0.007805721,1,0,2,Kirschner
0.064224251,0.078806012,1,1,1,Kirschner
0.156927832,0.03144438,1,0,2,Kirschner
-0.119281921,-0.013605459,1,1,1,Kirschner
-0.04500763,-0.123265428,1,0,2,Kirschner
0.15387843,-0.06904442,1,0,2,Kirschner
0.109689912,-0.04947655,1,0,2,Kirschner
0.143701115,0.072852739,1,0,2,Kirschner
0.150451072,-0.031339171,1,0,2,Kirschner
0.182414519,0.017143789,1,0,2,Kirschner
0.033724414,0.041464163,1,1,1,Kirschner
0.101212894,0.12891516,1,1,1,Kirschner
0.049396686,0.101457796,1,1,1,Kirschner
-0.100106662,-0.09564955,1,1,1,Kirschner
0.112345083,0.034169929,1,0,2,Kirschner
0.029469214,-0.052395257,1,0,2,Kirschner
0.013919505,-0.100682949,1,0,2,Kirschner
0.101679445,0.014779729,1,0,2,Kirschner
0.139522929,-0.051825371,1,0,2,Kirschner
-0.094261865,-0.071924693,1,1,1,Kirschner
-0.077349984,0.099623674,1,1,1,Kirschner
-0.108782232,-0.049626885,1,1,1,Kirschner
0.092384209,0.060427486,1,1,1,Kirschner
-0.108502475,-0.017924693,1,1,1,Kirschner
0.012108366,0.020360155,1,1,1,Kirschner
-0.067720835,-0.011598945,1,1,1,Kirschner
-0.035066323,-0.086040395,0,0,0,Kowalczyk
-0.095468191,0.00581876,0,0,0,Kowalczyk
0.022980225,-0.085058777,0,0,0,Kowalczyk
0.030558857,-0.056177535,0,0,0,Kowalczyk
0.017984965,-0.0737721,0,0,0,Kowalczyk
0.026900971,-0.080945,0,0,0,Kowalczyk
-0.021019791,-0.083199019,0,0,0,Kowalczyk
0.071827104,-0.001906167,0,1,2,Kowalczyk
0.032682894,-0.072165795,0,0,0,Kowalczyk
-0.035066323,-0.086040395,0,0,0,Kowalczyk
-0.035066323,-0.086040395,0,0,0,Kowalczyk
-0.05926666,-0.060820945,0,0,0,Kowalczyk
0.044960299,-0.068097924,0,0,0,Kowalczyk
0.041996153,-0.049321012,0,0,0,Kowalczyk
-0.026638453,-0.084236351,0,0,0,Kowalczyk
0.064169021,-0.052722986,0,0,0,Kowalczyk
-0.039018865,-0.035468959,0,0,0,Kowalczyk
-0.055332139,-0.016705609,0,0,0,Kowalczyk
0.030923659,-0.086808897,0,0,0,Kowalczyk
-0.035066323,-0.086040395,0,0,0,Kowalczyk
0.052126432,-0.041803242,0,0,0,Kowalczyk
-0.055878517,-0.012924819,0,0,0,Kowalczyk
-0.035066323,-0.086040395,0,0,0,Kowalczyk
0.022027658,-0.084856217,0,0,0,Kowalczyk
-0.038386483,-0.075690259,0,0,0,Kowalczyk
-0.035136374,-0.028943339,0,0,0,Kowalczyk
-0.037788521,-0.04427264,0,0,0,Kowalczyk
-0.035066323,-0.086040395,0,0,0,Kowalczyk
0.037743894,-0.065769375,0,0,0,Kowalczyk
-0.035066323,-0.086040395,0,0,0,Kowalczyk
0.015276645,-0.015601958,0,0,0,Kowalczyk
0.04683095,-0.056157794,0,0,0,Kowalczyk
0.078753807,0.003208827,0,1,2,Kowalczyk
0.067514466,-0.067919076,0,0,0,Kowalczyk
-0.035066323,-0.086040395,0,0,0,Kowalczyk
-0.06686602,0.003303774,0,0,0,Kowalczyk
0.066951934,-0.068078848,0,0,0,Kowalczyk
0.027533714,-0.086047638,0,0,0,Kowalczyk
-0.035066323,-0.086040395,0,0,0,Kowalczyk
-0.036896802,-0.078859016,0,0,0,Kowalczyk
-0.035066323,-0.086040395,0,0,0,Kowalczyk
-0.039441566,-0.074293882,0,0,0,Kowalczyk
-0.035066323,-0.086040395,0,0,0,Kowalczyk
0.046706942,-0.043628271,0,0,0,Kowalczyk
0.032363812,-0.053530369,0,0,0,Kowalczyk
0.023979602,-0.085273399,0,0,0,Kowalczyk
-0.035066323,-0.086040395,0,0,0,Kowalczyk
0.022746084,-0.06690651,0,0,0,Kowalczyk
0.083306527,-0.048580482,0,0,0,Kowalczyk
-0.066037207,0.011237905,0,0,0,Kowalczyk
0.010637736,-0.082787927,0,0,0,Kowalczyk
-0.032305448,-0.045429964,0,0,0,Kowalczyk
-0.041536427,-0.022544131,0,0,0,Kowalczyk
0.076863197,-0.049690837,0,0,0,Kowalczyk
-0.035066323,-0.086040395,0,0,0,Kowalczyk
-0.035066323,-0.086040395,0,0,0,Kowalczyk
-0.047901091,-0.063310744,0,0,0,Kowalczyk
-0.035066323,-0.086040395,0,0,0,Kowalczyk
-0.029438555,-0.027694965,0,0,0,Kowalczyk
-0.087971674,-0.04580222,0,0,0,Kowalczyk
-0.005059644,-0.046701856,0,0,0,Kowalczyk
0.036981399,-0.088217378,0,0,0,Kowalczyk
-0.035066323,-0.086040395,0,0,0,Kowalczyk
-0.022704979,-0.083489592,0,0,0,Kowalczyk
-0.035066323,-0.086040395,0,0,0,Kowalczyk
-0.026057508,-0.078975696,0,0,0,Kowalczyk
0.045986419,0.040776979,0,1,2,Kowalczyk
-0.035066323,-0.086040395,0,0,0,Kowalczyk
0.055065686,-0.032115504,0,0,0,Kowalczyk
0.047493979,-0.021941417,0,0,0,Kowalczyk
-0.103575977,0.017027562,0,0,0,Kowalczyk
-0.034086119,-0.069389713,0,0,0,Kowalczyk
-0.035066323,-0.086040395,0,0,0,Kowalczyk
-0.011046848,-0.08201502,0,0,0,Kowalczyk
0.025295761,-0.085558506,0,0,0,Kowalczyk
0.011621819,-0.039325139,0,0,0,Kowalczyk
-0.035066323,-0.086040395,0,0,0,Kowalczyk
0.045969331,-0.060954004,0,0,0,Kowalczyk
0.074330731,-0.047435484,0,0,0,Kowalczyk
-0.035066323,-0.086040395,0,0,0,Kowalczyk
0.020371129,-0.027776708,0,0,0,Kowalczyk
-0.065059623,-0.05695567,0,0,0,Kowalczyk
-0.053799708,-0.059625431,0,0,0,Kowalczyk
-0.035066323,-0.086040395,0,0,0,Kowalczyk
-0.075152987,-0.052959982,0,0,0,Kowalczyk
0.031320758,-0.054941264,0,0,0,Kowalczyk
0.025541332,-0.085611915,0,0,0,Kowalczyk
-0.090230682,0.005857742,0,0,0,Kowalczyk
0.029871823,-0.065334605,0,0,0,Kowalczyk
-0.064825904,0.047966765,0,1,2,Kowalczyk
0.02925727,0.04249326,0,1,2,Kowalczyk
-0.019299024,-0.038909323,0,0,0,Kowalczyk
0.059036435,-0.068668594,0,0,0,Kowalczyk
0.061398157,-0.068529876,0,0,0,Kowalczyk
-0.072345222,-0.047664303,0,0,0,Kowalczyk
0.030941319,-0.086812941,0,0,0,Kowalczyk
-0.089257238,-0.044891014,0,0,0,Kowalczyk
0.048983751,-0.030498638,0,0,0,Kowalczyk
-0.035542638,-0.048776864,0,0,0,Kowalczyk
-0.03878691,-0.054653303,0,0,0,Kowalczyk
-0.074449983,-0.046346141,0,0,0,Kowalczyk
-0.035066323,-0.086040395,0,0,0,Kowalczyk
-0.04581841,0.062335079,0,1,2,Kowalczyk
0.043570916,-0.067517689,0,0,0,Kowalczyk
0.002760176,-0.081982927,0,0,0,Kowalczyk
-0.077483933,-0.05185721,0,0,0,Kowalczyk
0.025617357,-0.085628461,0,0,0,Kowalczyk
-0.08648036,-0.041053002,0,0,0,Kowalczyk
-0.035066323,-0.086040395,0,0,0,Kowalczyk
-0.035066323,-0.086040395,0,0,0,Kowalczyk
-0.064730761,0.001524673,0,0,0,Kowalczyk
-0.056618612,0.013595003,0,0,0,Kowalczyk
-0.036361949,-0.058813044,0,0,0,Kowalczyk
-0.034714183,-0.054037927,0,0,0,Kowalczyk
-0.035066323,-0.086040395,0,0,0,Kowalczyk
0.016059218,-0.083668264,0,0,0,Kowalczyk
-0.035066323,-0.086040395,0,0,0,Kowalczyk
0.031432152,-0.052038914,0,0,0,Kowalczyk
0.030843595,-0.086790569,0,0,0,Kowalczyk
-0.035066323,-0.086040395,0,0,0,Kowalczyk
-0.048400948,-0.045961402,0,0,0,Kowalczyk
-0.033904991,-0.071234785,0,0,0,Kowalczyk
0.017943541,-0.08402303,0,0,0,Kowalczyk
-0.080799574,-0.05874269,0,0,0,Kowalczyk
-0.044827291,-0.048446405,0,0,0,Kowalczyk
0.102776998,0.022127802,0,1,2,Kowalczyk
0.035102376,-0.087778983,0,0,0,Kowalczyk
-0.09721937,-0.038123261,0,0,0,Kowalczyk
-0.069684547,-0.003628101,0,0,0,Kowalczyk
-0.038977571,-0.077070505,0,0,0,Kowalczyk
-0.036975115,-0.07866743,0,0,0,Kowalczyk
-0.077967321,-0.007682976,0,0,0,Kowalczyk
-0.06156612,-0.024758827,0,0,0,Kowalczyk
0.010428462,-0.082758762,0,0,0,Kowalczyk
0.074166574,-0.066790102,0,0,0,Kowalczyk
0.053683021,0.045880889,0,1,2,Kowalczyk
-0.034619462,-0.078264401,0,0,0,Kowalczyk
0.0538876,-0.069553947,0,0,0,Kowalczyk
-0.001993667,-0.076339072,0,0,0,Kowalczyk
0.023083717,-0.079738347,0,0,0,Kowalczyk
-0.096762575,0.008179222,0,0,0,Kowalczyk
-0.081484549,-0.044814717,0,0,0,Kowalczyk
0.03202547,-0.087062479,0,0,0,Kowalczyk
-0.065845789,-0.041750636,0,0,0,Kowalczyk
-0.015195163,-0.082390607,0,0,0,Kowalczyk
-0.035066323,-0.086040395,0,0,0,Kowalczyk
0.004002396,-0.082068274,0,0,0,Kowalczyk
0.019141354,-0.084259536,0,0,0,Kowalczyk
0.037909862,-0.022348292,0,0,0,Kowalczyk
-0.035066323,-0.086040395,0,0,0,Kowalczyk
0.022598465,-0.050150718,0,0,0,Kowalczyk
0.004062933,-0.044444594,0,0,0,Kowalczyk
-0.035066323,-0.086040395,0,0,0,Kowalczyk
-0.075361654,0.007217635,1,0,2,Kowalczyk
0.060008204,0.035347779,1,1,1,Kowalczyk
-0.073527549,0.063747881,1,1,1,Kowalczyk
0.021369556,-0.012453899,1,0,2,Kowalczyk
0.020524681,0.111373185,1,1,1,Kowalczyk
0.059970721,-0.057888915,1,0,2,Kowalczyk
-0.052410764,0.078058573,1,1,1,Kowalczyk
-0.032265591,0.085769831,1,1,1,Kowalczyk
0.077734703,0.045920893,1,1,1,Kowalczyk
0.03908314,0.100553379,1,1,1,Kowalczyk
-0.033072929,0.10988887,1,1,1,Kowalczyk
0.047368059,0.004436094,1,1,1,Kowalczyk
0.088994146,-0.001730434,1,1,1,Kowalczyk
0.050871327,-0.011907995,1,0,2,Kowalczyk
0.045975271,0.047162759,1,1,1,Kowalczyk
0.040492044,-0.013668445,1,0,2,Kowalczyk
-0.038479928,0.015055328,1,1,1,Kowalczyk
-0.103889884,0.017803895,1,0,2,Kowalczyk
-0.0397441,0.003590937,1,0,2,Kowalczyk
-0.051178942,0.061775521,1,1,1,Kowalczyk
0.061290832,0.029092158,1,1,1,Kowalczyk
