Gene	Freq_group	Log2FC
1110025L05Rik	1	-1.5393711843711846
1110069M14Rik	1	-1.954981684981686
Gli	1	-2.6279853479853488
AW212394	1	-1.1470757020757025
Tacc3	3	-1.815107928678836
Gpld1	2	0.051850140415140245
BI651113	1	-4.098339438339439
Rabac1	2	-0.41988100095476144
Mbtps1	1	-1.1831501831501832
Cox7c	1	-1.702228327228327
2810403L02Rik	1	-1.0161172161172163
Cyc1	1	-1.6862210012210013
1110005F07Rik	1	-1.0922100122100127
Supt5h	1	-1.3339438339438339
2400004H09Rik	1	-2.3587606837606843
Nkx2-3	2	-0.6659301734730768
Man2c1	1	-1.7500183150183155
Timm9	2	-1.2613919413919414
1110007C09Rik	1	-0.9778388278388271
Fkbp2	2	-2.2451404151404155
2610510H01Rik	1	-1.2979853479853471
Mrpl44	2	-1.2670757020757022
Il17re	2	-0.4380464272880951
3100002L24Rik	1	-1.671025641025641
Slc16a6	1	-2.0713247863247863
Tsta3	1	-2.0663369963369966
Gfi1	1	-2.3361416361416354
2210018M11Rik	2	-1.0052574711014042
2610317D23Rik	1	-2.14010989010989
BC006909	1	-1.9898962148962147
2700043M03Rik	1	-1.694224664224664
Scand1	1	-2.842112332112333
1810073G14Rik	1	-1.3882295482295486
1110021E09Rik	1	-1.4556227106227098
D130050K19Rik	1	-1.7773931623931627
Tpcn1	2	-0.8413961340040295
Psmb6	1	-1.5973687423687437
Rfxank	1	-2.1569291819291823
1190005P08Rik	1	-1.72496336996337
0610008F14Rik	1	-1.7127838827838817
D10Bur2e	1	-1.159371184371185
2610524G07Rik	1	-1.2820940170940165
Copg2as2	1	-2.7409645909645914
Ptpn18	2	-0.6377164639415752
Uba52	1	-1.3685103785103785
Araf	1	-1.328840048840049
2310016M24Rik	1	-1.333015873015873
Smarcb1	2	-1.0007509157509156
Myo9b	2	-0.7844942411217948
D19Ertd144e	1	-1.2740903540903545
Pitx2	3	-1.7802584452584451
Fdxr	1	-1.6985164835164837
Nola2	1	-1.1027655677655677
0610025L06Rik	2	-2.003226495726495
Cherp	1	-1.4209401709401712
Dazap1	1	-1.109841269841269
D11Wsu99e	1	-1.3253601953601954
Hdac5	1	-1.6080402930402928
Vrk2	1	-0.8819108669108668
2410006N06Rik	1	-0.9932661782661782
2410014A08Rik	1	-1.971568986568986
Inhba	1	-1.4210561660561665
Zfp288	1	-2.27547619047619
Akap8l	1	-2.149969474969475
AI194308	1	-1.0719108669108672
Gig1	1	-1.338583638583639
Gpx2	1	-2.0855921855921857
Pmm1	1	-1.104389499389499
2410012H22Rik	1	-1.4176923076923078
G630055P03Rik	1	-1.1966056166056167
0610043B10Rik	1	-0.993614163614163
2610002J02Rik	1	-1.2087851037851038
Bnip1	1	-3.0931257631257627
1110060O18Rik	1	-1.1826862026862028
6330505F04Rik	1	-0.9199572649572647
BC027663	1	-1.1440598290598287
Rhbdf1	1	-0.9849145299145302
1810042K04Rik	1	-2.328253968253968
Spna2	1	-1.2148168498168492
BC027414	1	-3.2780219780219784
Fbxw2	1	-1.2569230769230768
Tcirg1	2	-0.8462309250393161
Ict1	1	-3.255402930402931
Gnb2	1	-1.6288034188034182
1700040I03Rik	2	-1.1575763125763125
Kcnab2	3	-1.0900291555589339
Gcnt2	3	-0.31953398453398446
Rad52	2	-1.2123719155649575
Tnpo3	1	-1.4376434676434677
BC008155	1	-1.3449633699633698
Hoxa5	1	-1.7365628815628815
Cd2bp2	1	-1.3607387057387055
1200014P03Rik	1	-1.2871978021978026
Sipa1	3	-0.8298583290088725
Stk11	2	-1.1687118437118436
Son	1	-1.852326007326007
Mrpl28	1	-1.1794383394383394
Pold3	3	-1.0125344812281645
Commd4	1	-1.792588522588522
Polr2i	1	-1.7200915750915753
Frda	1	-1.536819291819292
9430010O03Rik	1	-1.1184249084249076
B3Gat3	1	-1.3174725274725279
Ece1	1	-0.974010989010989
D11Ertd99e	1	-1.3192124542124535
Ddx27	1	-2.070976800976801
1700023M09Rik	1	-1.2656227106227107
D130023A07Rik	1	-1.4327716727716726
Tceb3bp1	1	-0.8533760683760692
Aqr	1	-1.379761904761905
Relb	1	-1.3659584859584861
9430093H08Rik	1	-1.732851037851038
AW488620	1	-2.9504517704517705
Grcc10	2	-0.9830545771234432
9530058B02Rik	1	-1.3409035409035408
Rufy1	1	-1.4422832722832721
1110003H18Rik	1	-1.4368315018315014
Skiip	1	-1.0041697191697192
Glb1	1	-2.0177350427350422
2410006F12Rik	1	-1.5161721611721608
AI450757	1	-2.5076984126984123
Hcngp	1	-1.425811965811966
Hook2	1	-1.4127045177045179
Bzrp	1	-1.154383394383394
BG066235	1	-3.2288400488400484
Rpl41	1	-1.0288766788766788
Jak3	1	-1.023076923076923
9130404D14Rik	1	-0.9320207570207574
Mrps11	2	-1.7746550671550672
Ppp2ca	1	-0.9894383394383394
A730011O11Rik	1	-1.9444261294261291
1110021H02Rik	1	-1.4069047619047614
Zfp7	1	-1.1396520146520144
Mrpl33	2	-0.9273840048840047
Cox4i1	1	-1.480677655677656
Vps11	1	-1.3359157509157507
Dvl1	1	-1.241495726495727
A830037N07Rik	1	-2.219102564102564
Myst2	1	-2.6119780219780226
1110013E13Rik	1	-2.0997435897435897
Rasgrp2	1	-1.1297924297924296
Ncor2	1	-2.8844505494505492
Vps28	1	-1.310628815628815
2010110M21Rik	1	-1.0767826617826621
Fstl1	1	-1.236971916971917
Dctn3	2	-1.2021764346764348
H2-Ke2	1	-2.6133699633699643
Pgbpll	1	-1.072026862026862
Trim41	1	-1.031080586080586
BB323901	1	-2.0270146520146524
Tce4	1	-2.2871916971916977
Nudt6	1	-1.314108669108669
Prodh	1	-1.256227106227106
Bmp1	1	-2.0286385836385836
2410001C21Rik	3	-1.3558302808302807
2700079M14Rik	1	-1.5334554334554333
2310033P09Rik	1	-1.1343162393162398
p47	1	-1.766489621489621
Sh3glb2	1	-1.758485958485958
Pex16	1	-1.2008974358974362
6330406L22Rik	1	-1.5338034188034195
1110030J09Rik	1	-1.0881501831501834
AF119384	1	-1.3203724053724055
Sdc1	3	-0.6034189336589336
Ubc	2	-0.9498841731911478
Zfp1	1	-1.0004578754578755
Ngfrap1	1	-1.2383638583638583
2610528H13Rik	1	-1.5734737484737489
2810410M20Rik	1	-1.188369963369963
2610011A08Rik	1	-1.6775213675213678
Ihpk1	1	-1.1716666666666666
Lrp1	3	-1.25895859286569
Hba-a1	2	-2.001706318681318
AL033326	1	-1.2142368742368748
Dctn1	1	-2.121782661782661
Dpm2	1	-1.3871855921855918
Plekhh1	1	-1.563962148962149
BC037527	1	-1.8766849816849815
Tcof1	2	-0.87306491263663
Tex9	1	-2.3994749694749693
Grim19	1	-1.5785775335775325
D10Wsu52e	1	-0.9457081807081807
Ramp1	2	-1.1984065934065933
Enc1	1	-1.4545787545787552
2400004O09Rik	1	-1.182222222222222
Ptk9l	1	-2.0325824175824176
Emp3	1	-1.0511477411477426
Cog1	1	-1.4094566544566542
Zbtb9	1	-1.6568742368742366
Ddx24	1	-1.2695665445665447
Ars2	1	-1.116916971916972
Adprhl2	1	-1.3721062271062268
Ewsh	1	-1.5155921855921866
C330027C09Rik	2	-1.001857909494872
D13Ertd275e	1	-1.2706105006105013
5730408K05Rik	1	-3.376849816849816
Lass4	1	-1.3497191697191695
5730470L24Rik	1	-1.1679548229548227
BC021438	1	-1.7557020757020756
Wdfy2	2	-0.7907370619966423
Ddx41	1	-1.6127960927960927
2400010D15Rik	1	-1.3652625152625157
Psmb5	2	-1.0231959706959708
D630024B06Rik	1	-1.3453113553113552
4930432F04Rik	1	-2.007295482295482
Hmgcl	1	-1.5558424908424915
Rasa4	1	-1.766025641025641
1700012G19Rik	1	-1.6407509157509157
AA798895	1	-1.9161233211233206
Rpl35	1	-1.429059829059829
Atp6v1f	1	-1.3455433455433463
Elac2	1	-1.3090048840048838
Abca3	1	-1.0563675213675212
2410015M20Rik	1	-1.430683760683762
Tm7sf2	1	-1.2796581196581196
Rent1	1	-1.2040293040293037
1700007D05Rik	1	-1.13953601953602
Timm17b	1	-1.4294078144078148
Cenpa	2	-0.8193244508777164
Erbb2ip	1	-2.376739926739927
Mrps18a	2	-1.381388888888889
Ncor1	1	-1.1744505494505488
Tm7sf1	1	-1.7483943833943836
9130229H14Rik	1	-1.651654456654456
2700038C09Rik	1	-1.683321123321124
Slc40a1	2	-0.9167204440771062
G630024C07Rik	1	-1.9998717948717948
Perq1	1	-1.6810012210012206
Lrrc8	1	-1.5275396825396828
Atp5j2	1	-1.7088400488400493
2810051F02Rik	1	-2.87992673992674
Ripk3	1	-1.4122405372405369
P5cr2	1	-1.0484798534798534
Wdr4	1	-1.2942735042735047
Tm4sf7	1	-1.243699633699634
ICRFP703B1614Q5.6	1	-1.4528388278388287
Fxr2h	1	-1.0945299145299145
Map4k4	2	-0.8073444053212455
Gna11	2	-1.0814835164835164
9330160A12	1	-1.9961599511599508
Ltb	3	-2.97504477004477
Srp14	1	-1.7573260073260073
Trpv2	1	-1.06518315018315
Tnfrsf13c	3	-1.1458380717513634
H2av	1	-1.122252747252747
Stoml2	1	-1.776813186813187
0610012G03Rik	2	-1.4968040293040294
Gfm	1	-1.1866300366300369
Pdhb	1	-1.0086935286935284
AU020206	1	-1.3616666666666664
1110015E22Rik	1	-1.3594627594627597
Fdps	2	-0.9995329670329672
1110067D22Rik	2	-0.23675545854371172
1810073E21Rik	1	-1.6148840048840047
1500001M02Rik	1	-1.1216727716727724
C78541	1	-2.340665445665446
2310016E02Rik	1	-2.0710927960927963
Eng	2	-1.185589133089133
Ppp1ca	1	-1.3073809523809534
Smyd5	1	-1.0407081807081808
Casp6	1	-1.1694627594627596
D330001F17Rik	2	7.037777777777778
Csad	1	-1.4781257631257634
1110015K06Rik	1	-2.203211233211233
BC012312	1	-1.106129426129426
Prr3	1	-1.222124542124542
1300006N24Rik	1	-1.6458547008547009
Upp1	2	-0.40526020043174554
Ard1	1	-1.2130769230769236
Map2k2	1	-1.239523809523809
Mea1	2	-1.3676434676434674
Mat2a	1	-1.3277960927960923
Ntan1	1	-1.2802380952380943
Mpg	1	-1.3519230769230774
1300007F04Rik	1	-1.2876617826617829
1500004O14Rik	1	-1.3639865689865693
Rps27	1	-1.439035409035409
Cox6b	1	-0.9921062271062274
Defcr6	1	-0.8725152625152627
Cib1	1	-1.902551892551892
Hip1r	1	-1.0904700854700855
Gpr105	1	-1.6410989010989017
Lats2	1	-2.516398046398047
Rbbp6	2	-2.259984737484737
Cd97	2	-0.33404714709352856
Pla2g6	1	-2.1666727716727716
2810429O05Rik	1	-0.9432722832722835
Tceb2	1	-2.2338339438339445
1110020B03Rik	1	-1.5293956043956043
Hmg20a	1	-1.6423748473748474
Arhgap4	3	-0.9264344759781031
Grcb	1	-1.4710500610500608
Pparbp	1	-1.109957264957266
Polr2k	1	-1.013101343101343
Ypel1	1	-2.7427045177045173
Slc12a6	4	-0.8567565144639195
Blm	2	-0.967980053231807
Mrps15	2	-1.0546886446886448
AF061179	1	-2.201935286935287
A230050P20Rik	1	-2.1485775335775332
Trim39	1	-2.1309462759462763
Col1a2	2	-1.2319764294430402
Hdgfrp2	1	-1.0746947496947494
Dnahc8	2	-1.2097259448573263
5530601I19Rik	1	-1.782032967032967
Pinx1	1	-1.3485592185592188
Nola3	1	-1.0902380952380955
BB559175	1	-1.3377716727716729
Ercc3	1	-1.0199450549450553
Rps13	2	-0.7739175692145299
Flt3	5	-1.8456440839436141
Gps1	1	-1.2670146520146517
Mthfr	1	-1.5674420024420028
Rnaseh1	1	-1.1035775335775333
Mad2l2	1	-1.2745543345543342
Ubadc1	1	-0.9940781440781439
Fliih	1	-1.2504273504273502
Thap7	1	-1.5292796092796093
2310034L04Rik	1	-1.0039377289377285
Narfl	1	-1.0715628815628817
BG066596	1	-2.389847374847375
2610016F04Rik	1	-1.8038400488400492
Nrf1	1	-1.7344749694749702
Elk4	1	-1.0673870573870574
1110057H19Rik	1	-1.2526312576312575
Rxrip110	1	-1.0287606837606844
Synj2bp	2	-1.0436111111111113
Mrpl49	2	-1.4022069597069595
Mrps24	1	-1.6327472527472526
Jag2	2	-0.5800627208542731
Sap18	3	-1.7050976800976798
Coxvib2	1	-1.2446275946275944
Rps15a	2	-1.174017245276618
2610104C07Rik	1	-1.2978693528693528
Mcrs1	1	-1.3784859584859588
Pcp2	1	-2.036526251526251
AFFX-r2-Ec-bioC-5	1	-1.153571428571429
AI323624	1	-1.5746336996336994
Zfp100	1	-1.124920634920635
B230208H17Rik	1	-1.4722100122100117
Ndufa7	1	-1.8761050061050057
BC023957	1	-1.1043894993894996
Mrpl12	1	-1.0498717948717944
Myh9	1	-2.0111233211233213
1110011K10Rik	1	-1.0559035409035407
Vps41	1	-2.192191697191697
BG067065	1	-3.018424908424909
C920005C14Rik	1	-1.0034737484737486
Nfkbib	2	-1.1237057387057385
BB447409	1	-1.3671184371184377
Bace	1	-1.684249084249084
Klf13	1	-2.8696031746031747
4921518A06Rik	1	-1.262374847374847
Emilin1	1	-2.489371184371185
Mrps16	1	-1.25993894993895
1110061O04Rik	1	-1.1383760683760689
1110017O22Rik	1	-1.4970329670329672
Ndufb7	1	-1.7084920634920642
Grasp	2	0.38226495726495746
Eif2b4	1	-1.157051282051283
Ptpn21	1	-1.1287484737484736
AI325941	1	-1.158559218559219
Sh2bp1	2	0.23112942612942655
A930019K20Rik	1	-1.5668620268620266
Abca7	1	-2.0420940170940165
Dnajd1	1	-1.099401709401709
H2-Oa	1	-1.3264041514041514
Zfp2	1	-0.9345726495726496
Cyba	2	-2.027991452991453
Kifap3	2	0.7299084249084247
Anxa9	1	-1.0722588522588528
Mto1	1	-1.1344322344322353
Scnm1	1	-1.7051282051282048
Arvcf	2	-1.2790527388706963
Vamp8	1	-1.3171245421245426
Hist1h2ae	1	-3.9823443223443222
2810008P14Rik	1	-1.1156410256410256
AW552001	1	-1.149047619047619
Mettl1	1	-1.6470146520146514
AI118201	1	-0.8518681318681319
Polr2j	2	-1.7547771672771673
Gba	1	-1.1749145299145292
1700021F05Rik	1	-1.4763858363858364
Elovl1	1	-1.0750427350427352
BB327213	1	-2.083620268620268
4930467B06Rik	1	-1.3599267399267396
Il16	2	-1.2361050061050058
Pms2	1	-1.3926373626373623
Stard5	1	-1.1205128205128205
Srebf1	1	-2.027478632478632
5430413I02Ri	1	-2.122826617826618
Srrm1	2	1.8344047619047616
Brms1	1	-1.374426129426129
B3gnt1	2	-0.3722411584699632
Skp2	2	-1.4537698412698408
1110003H09Rik	1	-2.2689804639804643
Xpo6	1	-1.0710989010989007
Eif4ebp1	1	-1.4501709401709397
Nsep1	1	-1.3181684981684976
2410005O16Rik	1	-1.6500305250305247
AFFX-r2-Ec-bioB-5	1	-1.2445115995115994
2410015N17Rik	1	-1.3673504273504271
1110014P06Rik	1	-1.5224358974358976
Gpsm2	1	-1.3342918192918192
AFFX-18SRNAMur/X00686_5	1	-5.15424297924298
Cxcl12	2	-0.9931009706952381
Atp6v0a2	2	-1.636105006105006
Prx	1	-1.387997557997558
Rps15	1	-3.0828021978021978
Ndufs5	1	-2.1411538461538466
1500010J02Rik	1	-1.3564468864468868
5830416A07Rik	1	-1.9026678876678875
Cpsf2	1	-1.5413431013431012
Lsm7	1	-1.2557631257631259
Commd9	1	-1.4885653235653233
Ppib	1	-1.481953601953603
4933435E07Rik	1	-1.252283272283272
MGC18837	1	-1.4702380952380956
Pik4ca	1	-2.154261294261294
D9Bwg0185e	1	-1.1891819291819292
Apba3	1	-1.1868620268620265
1110019J04Rik	1	-1.7685775335775347
Helz	2	-1.2671568543673992
Kif23	4	-4.207551789018193
Kifc1	2	-0.9471456689359583
Lamr1	1	-1.427087912087911
Gstt2	1	-1.1091452991452992
9530003A05	1	-1.206233211233211
AA111360	1	-1.0292246642246645
BE945631	1	-0.9458241758241749
425O18-1	1	-1.6595421245421245
Lst1	4	-1.4771975388546705
Rnpc2	1	-2.7703113553113554
Taf1a	1	-1.0553235653235655
Wbp5	2	-1.0434371184371187
1190017O12Rik	1	-1.0195970695970697
Purb	3	-0.49813023479076096
AW494914	1	-1.3392796092796093
1500040F11Rik	1	-2.4628083028083028
2810437L13Rik	1	-1.2244444444444444
5730436H21Rik	1	-1.5611782661782665
Triobp	1	-1.9194871794871795
Pin1	1	-2.3683882783882786
Ptdss2	1	-1.0632112332112333
BM246777	1	-3.0010256410256413
9430059D04Rik	1	-1.1297924297924296
BC003993	1	-1.226184371184371
Doc2g	2	-0.8691352054300978
0610011L14Rik	1	-1.2008974358974362
Ndufa8	2	-1.4784188034188035
Acvr2b	2	-1.5481664975692306
6530403A03Rik	1	-0.9911782661782662
Myo7a	2	-1.2013245194384616
Mrpl22	1	-1.4318437118437126
E030025C11Rik	1	-1.9945360195360187
Grcc2f	1	-1.0854822954822958
1110013L07Rik	1	-1.2323321123321123
1200003M09Rik	1	-1.0695909645909643
Rpl29	2	-1.4824206349206352
Pfdn5	1	-1.6394749694749704
2010209O12Rik	1	-1.428015873015873
Phb	1	-1.2220085470085469
Tcf19	2	-1.4933576710800367
Gcl	1	-2.6743833943833946
U2af1l4	2	-1.2812271062271061
Tirap	1	-1.3741941391941392
BC005613	1	-2.898137973137974
Ndufb10	1	-1.7580219780219777
Za20d1	1	-1.4408913308913305
Mrp63	1	-1.7708974358974363
S3-12	1	-1.0759706959706963
BM225255	1	-2.048473748473748
2410004C24Rik	1	-1.212032967032967
Eif3s2	1	-1.1979975579975572
Edf1	1	-1.2455555555555549
AI256711	1	-1.1901098901098905
8430406I07Rik	2	-1.2138919413919416
AW208927	1	-0.9853785103785105
E330018D03Rik	1	-2.437637362637363
Wwox	1	-2.983626373626373
D7Wsu180e	1	-1.1002136752136755
Vps29	1	-1.3856776556776556
1500032D16Rik	1	-1.2027533577533573
Tmlhe	1	-2.790494505494505
Hmbs	2	-0.7106137232119046
Phxr4	1	-3.3858974358974354
Lsp1	4	-2.11106529894246
Pom121	1	-1.1464957264957265
1620401E04Rik	1	-1.6855250305250309
Rhebl1	1	-1.0126373626373633
Rfxap	1	-1.0229609279609277
9530020D24Rik	1	-1.1307203907203909
0610033H09Rik	1	-1.5093284493284496
1110001O19Rik	1	-1.3342918192918198
Ralbp1	1	-1.3613186813186822
Rnh1	1	-1.0933699633699636
Cd79b	2	-0.8148348290598288
Bicd2	1	-1.4190842490842492
3110006P09Rik	1	-1.017509157509157
Mrpl52	1	-1.6412148962148962
H2-T24	1	-1.8722771672771674
Sfrs14	1	-1.086062271062271
Nptxr	1	-1.0238888888888882
ORF21	1	-1.0385042735042738
1700013H19Rik	1	-1.953125763125763
3010002G01Rik	1	-2.147881562881563
4930566A11Rik	1	-1.3057570207570204
5730593F17Rik	1	-1.3542429792429795
1700023O11Rik	1	-1.5180280830280832
Npepl1	1	-1.0644871794871797
Siat9	1	-4.074676434676435
2810428I15Rik	1	-2.1287423687423686
Fabp5	2	-1.0218040293040294
Ddx4	3	-1.5640858692982906
Rps25	1	-1.4799816849816854
Eif4a2	1	-1.20008547008547
D3Ertd250e	1	-1.2709584859584862
Ap2a2	1	-2.2365018315018315
BC016188	1	-2.0068315018315017
Spag5	2	-0.9812905471201465
1110004P15Rik	1	-1.3948412698412704
Zfp99	1	-1.571617826617827
Psmb3	2	-1.0480769230769234
1190005L06Rik	1	-1.6034004884004875
Hbb-b2	1	-1.4658302808302803
1810017G16Rik	1	-1.500976800976801
Myln	1	-1.2664346764346759
Psmd7	1	-1.3566788766788769
Lxn	1	-1.47510989010989
9930105H17Rik	1	-1.5383272283272278
AV132191	1	-1.755006105006105
Pold1	2	-0.8999445536297312
2210013K02Rik	1	-1.051147741147741
Kif2c	2	-1.1594793848994507
Itgb4bp	2	0.23590964590964514
Ephb2	1	-2.4422771672771675
D2Ertd217e	1	-1.269102564102564
Eif4el3	1	-1.145799755799756
Ifnar1	1	-0.9981379731379731
Stx4a	1	-1.167606837606837
Gsta4	2	-0.9375335775335777
B230317C12Rik	1	-1.5698778998779
Hist1h4i	2	-1.00930405484884
1500006O09Rik	1	-0.999181929181929
Surb7	1	-1.856269841269841
2810040C05Rik	1	-2.7324969474969474
2310047M15Rik	1	-1.5056166056166058
Ng23	1	-1.1173809523809521
Supv3l1	1	-1.071794871794871
C1qdc1	1	-1.4898412698412697
Baiap2	1	-1.3406715506715507
Pfkfb1	1	-0.9145054945054947
1500031J01Rik	1	-1.9519658119658114
Ndufb8	1	-1.1163369963369956
Ppp1r14b	3	-1.68496336996337
Hgfac	1	-1.153107448107448
Tgfb1i4	1	-2.4296336996336994
B230354B21Rik	1	-1.2682905982905983
Pgls	1	-1.412936507936508
Dia1	1	-1.678101343101343
Camkk2	1	-1.6299633699633704
BC006653	1	-3.438443223443224
Slc4a2	1	-1.1351282051282046
A430005L14Rik	1	-1.128980463980464
AFFX-MURINE_b1	1	-1.8642735042735041
Fn1	2	-1.0534393814322343
BB194075	1	-1.1557753357753353
Abcd4	1	-1.535079365079365
Ddt	1	-1.0971978021978026
Mtf1	1	-1.0920940170940177
1810034K20Rik	1	-2.113431013431013
9930024E13Rik	1	-1.311208791208791
Gdap10	1	-1.3694383394383405
Vdr	2	-0.30482289690189257
Calm2	1	-1.6354151404151405
Polb	1	-2.133382173382174
Y11009	1	-1.2465995115995117
Psmb10	1	-1.1147130647130647
Gpsm3	1	-0.9845665445665446
Cdk5	1	-1.6431868131868137
Egfl8	1	-1.0569474969474972
BG066069	1	-2.1811721611721615
Hdac6	1	-1.3413675213675211
6330406P08Rik	1	-1.0300366300366302
Car3	1	-1.1522954822954823
BC024816	1	-1.2556471306471308
1200009B18Rik	1	-0.9832905982905984
Mmaa	1	-0.8576678876678874
Xdh	2	-0.1516016666666663
2810043O03Rik	1	-3.732490842490843
Rbp1	2	-1.2258974358974362
Cops8	1	-0.9684432234432239
Ndufa3	2	-1.0540506715506712
Cklfsf1	1	-0.9730830280830279
Tomm40	1	-1.288589743589743
2510027N19Rik	1	-1.1034615384615385
Pias3	1	-1.4534188034188034
Thtpa	1	-1.2266483516483524
Terf2	1	-1.3170085470085469
Phip	2	0.13264041514041525
2410118I19Rik	1	-1.7246153846153847
Gtpbp3	1	-1.4597985347985347
Recql4	2	-0.8650861590242369
Prnpip1	1	-0.9154334554334556
Snrpb	1	-1.2188766788766796
Pxn	1	-1.2477594627594628
Etnk1	2	0.36250305250305237
2010100O12Rik	1	-1.2655067155067155
2410011G03Rik	1	-1.2815140415140418
2010301N04Rik	1	-1.0105494505494506
Sox4	3	-1.3519737111249899
9330101J02Rik	1	-1.4562026862026862
Serpinf1	1	-1.4016849816849812
Camk2g	1	-1.341483516483517
AFFX-BioC-3	1	-1.1459157509157507
0610010K14Rik	1	-1.5075885225885222
Tubb2	1	-1.06993894993895
Nfkb2	1	-1.2575030525030528
Rpl14	2	-1.223519536019536
Rpl27a	1	-1.2832539682539679
5730461K03Rik	1	-1.1824542124542126
Grin3b	1	-1.5411111111111104
Gps2	1	-1.2543711843711842
Vamp2	1	-1.00034188034188
Surf1	1	-1.4390354090354085
Runx2	2	-0.9203453648565931
BC004701	1	-1.6778693528693531
6430576D04Rik	1	-2.879114774114773
1110054H05Rik	1	-1.4367155067155064
1110035H17Rik	1	-2.2394017094017094
Scye1	1	-1.2657387057387064
Krt2-8	1	-1.8051159951159952
Cyp4f16	2	-1.2685836385836387
D11Moh34	1	-1.5055006105006103
1110001A07Rik	1	-1.1322283272283267
2700008B19Rik	1	-1.040592185592186
Ndufa11	1	-1.4326556776556774
Ckap1	1	-1.3056410256410254
2210021A15Rik	1	-1.5536385836385833
Erdr1	2	-1.4954120879120876
Ighmbp2	2	-1.314136662630769
Stk4	1	-1.224908424908425
Slc6a13	1	-0.9544078144078147
Ring1	1	-1.073070818070818
D11Ertd730e	1	-1.1474236874236872
2810421I24Rik	1	-0.9767948717948712
Ggtla1	1	-1.0901221001220998
Tnrc11	1	-1.0816544566544573
1110028N05Rik	1	-1.181410256410256
6430706D22Rik	1	-2.0810683760683757
Ada	1	-1.083974358974359
BG067018	1	-1.543083028083028
BG065701	1	-2.147765567765568
4833441J24Rik	1	-1.0726068376068376
Socs2	4	-1.4293079281375152
1700030K09Rik	1	-1.1440598290598287
Prkab1	3	-0.8187846349617011
Deaf1	1	-1.1846581196581196
Dusp18	2	-0.22510038154816864
2810442O16Rik	2	0.6742887667887669
Nes	1	-1.1132051282051285
Ech1	1	-1.0046336996336998
Hrbl	1	-1.8465262515262515
AFFX-r2-Ec-bioB-3	1	-1.1199328449328456
Evi5	1	-2.16574481074481
Zdhhc12	1	-0.9716910866910865
BB077439	1	-2.3284859584859587
Ddx46	1	-1.1648229548229543
Capg	1	-1.5706898656898665
Gpx4	2	-1.021050061050061
BG066184	1	-1.4195482295482291
9930033H14Rik	1	-1.0318925518925521
Mllt10	1	-1.0044017094017093
Noc4	1	-1.0840903540903541
Fbp1	1	-1.3158485958485961
Gmip	2	-0.8154756204062271
Fkbp4	3	-0.9844683665343507
BB027914	1	-1.536123321123321
Itpr5	1	-1.3239682539682538
Arrb2	3	-0.8655904599968661
Asc	1	-1.0749267399267401
Gadd45b	3	-0.30164522551912926
Dnm2	1	-1.160763125763126
Lss	1	-1.419316239316239
Ppil2	1	-1.5466788766788766
BC020092	1	-1.3570268620268622
Adrbk1	1	-1.999407814407814
Clcn5	2	-0.2584395997037852
2810409H07Rik	1	-2.1421978021978023
Vezf1	1	-1.1178449328449325
2310040G17Rik	1	-1.621727716727717
Hoxa7	1	-1.6880769230769226
A930017K11Rik	1	-1.0613553113553105
BC027249	1	-1.5295115995115989
Solh	1	-1.1013736263736256
Ncf4	4	-1.7269681051145604
C530046L02Rik	1	-1.5212759462759455
Lztr1	1	-1.0823504273504274
Rras	1	-0.9657753357753359
2610209M04Rik	1	-1.167722832722834
Psen1	2	-1.0069566544566544
Ppie	2	-1.0908211233211234
D9Mgi7	1	-1.338003663003663
Timeless	4	-1.0452108500620576
Riok1	1	-1.3167765567765568
Sycp3	1	-1.6891208791208792
Chk	1	-1.1670268620268627
BC002286	1	-1.3484432234432233
Pabpc1	1	-1.9608974358974358
BC014695	1	-1.2019413919413922
Aatf	1	-1.394957264957265
Zfp207	2	-1.5456166056166056
Ttll1	1	-1.4204761904761902
2700082D03Rik	1	-1.1350122100122104
Ninj1	2	-0.3122012091033575
Adar	1	-1.0251648351648357
1200009A02Rik	1	-1.0983577533577533
Cog2	1	-0.9548717948717951
Stard8	1	-1.2217765567765566
1110038F14Rik	1	-1.2877777777777788
Ureb1	1	-1.5912210012210009
Eif2ak1	1	-1.4111965811965812
Cacna1a	1	-1.7450305250305251
Atp6v1g1	1	-1.5314835164835159
Snrpd2	1	-1.4463431013431018
AFFX-18SRNAMur/X00686_M	1	-3.5254395604395605
Nfkbia	1	-1.0707509157509159
Timm17a	1	-1.0543956043956046
Lmna	4	-0.9339557356850429
BG066459	1	-2.1694566544566545
0610006I08Rik	1	-1.0623992673992677
Pstpip1	1	-1.243235653235653
Sec61b	2	-0.9861935286935286
Sfxn2	2	0.30116910866910873
Ris2	1	-1.1451037851037849
AFFX-BioC-5	1	-1.1491636141636143
Hist4	1	-2.5501526251526254
Ogt	1	-1.0006898656898664
2310057G13Rik	1	-1.0875702075702078
D530037H12Rik	1	-1.4731379731379732
2310039H08Rik	1	-1.2725824175824176
Ctsz	2	-1.2170238095238095
Adcy9	1	-1.1933577533577537
Cops6	1	-1.3639865689865693
Mrpl20	2	-1.1587362637362637
Ebi3	5	-2.1596520264017096
AI839562	1	-1.412124542124542
Sdh1	1	-1.2104090354090358
2900026G05Rik	1	-0.9800427350427349
Galnt3	1	-3.19554945054945
AFFX-r2-Ec-bioC-3	1	-1.1107692307692303
Pscd1	1	-1.0394322344322342
Rgs2	3	-1.2815168129107855
