Gene	Freq_group	Log2FC
Bsf3	1	-1.5333394383394383
BC003304	1	-2.207039072039072
AW228700	1	-1.1868620268620265
AA185333	1	-1.403424908424908
Phxr3	1	-3.5995604395604404
1110008H02Rik	1	-1.1905738705738698
Gli5	1	-1.1741025641025644
Uqcr	1	-1.22456043956044
2610205E22Rik	1	-1.2245604395604397
Hint1	2	-1.149630647130647
2610029G23Rik	1	-1.3230402930402927
1110028E10Rik	1	-1.5162881562881565
Myo10	1	-1.3527350427350429
Timm8b	2	-1.1129761904761903
Rasa2	1	-1.4343956043956043
2810480G15Rik	1	-1.2550671550671548
BC004056	1	-1.1155250305250306
Phf10	1	-1.027368742368742
Atp5g1	2	-1.142786935286935
Spata13	1	-1.1826862026862028
2010305A19Rik	1	-1.153455433455433
2810417J12Rik	1	-1.2735103785103783
Rpl35a	1	-1.394725274725275
Cdc37l	1	-1.0574114774114778
Urod	2	-1.0617063492063492
A530088I07Rik	1	-1.3821978021978023
Prim1	5	-1.065699546626862
Stra13	2	-2.4369413919413923
9130422G05Rik	1	-1.0929059829059833
AI842353	1	-1.2733943833943835
BE952347	1	-2.4387973137973136
Dlg7	1	-1.557234432234432
Pld2	2	-0.30076572075470115
Ovgp1	2	0.29161172161172155
0710008C12Rik	1	-1.4739499389499389
Rad23a	1	-1.01507326007326
Adprtl3	1	-1.0532356532356533
Plscr2	7	2.8871204644349033
Eif4g2	1	2.059145299145299
Clu	6	3.0119712038870574
AA266723	1	2.320830280830281
Ccnc	1	2.1485775335775332
Atp6v1a1	1	1.6431868131868137
Neo1	5	2.1610999765336016
App	2	1.8073472180992067
Enpp5	4	2.556005078598657
Sdc4	3	1.2750995937845337
9130011B11Rik	1	2.8823626373626374
Mmp14	4	1.9447867106135834
Tm4sf10	2	2.5034890109890107
1200015F23Rik	1	2.4919230769230762
Ifitm6	2	0.19249734008827823
Ppp1cb	2	0.992336091008486
2310058J06Rik	2	8.003031135531137
2210023G05Rik	1	1.6649938949938947
Usp14	1	2.7670634920634916
Mrg1	3	1.7974745624745625
Mtmr1	1	1.4247680097680095
Podxl	2	1.0792365900200243
1810010M01Rik	3	4.4075964997965
Atp8a1	3	2.7606349340394787
Tra1	1	1.4038888888888892
Ghitm	1	1.9292307692307697
AA792894	1	1.9119474969474968
Fut8	2	1.252119124757753
D130005M13	1	2.388803418803419
D11Ertd530e	1	2.736208791208792
4833420I20Rik	1	2.1251465201465196
1110001N06Rik	1	1.5213919413919414
D130059B05Rik	1	1.9416422466422465
07-Sep	1	1.3717582417582423
Zfx	1	2.854407814407814
BC018347	1	2.044529914529915
Stam	1	1.2865018315018315
Lcp2	1	2.2555250305250305
Ifrg15	1	2.6165018315018314
Gstm2	4	2.8442345214572042
Ero1l	1	1.9207631257631266
Tax1bp1	1	2.087100122100122
Eif1a	2	1.188053875724481
2310075C12Rik	1	1.5901770451770452
A030012M09Rik	1	2.2519291819291816
Mapk6	1	3.972832722832723
Crem	1	1.0683150183150187
0610011D08Rik	1	1.955213675213676
Rraga	1	2.7534920634920637
Slc12a2	1	1.0412881562881566
Bhlhb2	2	1.6549053724053722
Rab10	1	2.5237057387057384
Smap1	1	1.3815018315018313
Selp	6	6.980196906789398
Arf2	2	1.3549617041101951
Ms4a4c	2	-0.4619597069597068
2010306G19Rik	1	1.2623748473748466
Cebpa-rs1	1	2.1026434676434684
Fyb	4	1.4932798137973138
Ncoa6ip	1	3.516043956043956
Cstf2	1	1.3874175824175832
Bmpr1a	3	2.3902814173228326
Ankrd3	1	4.716825396825397
Ubqln1	1	1.640866910866911
Rad18	2	0.5689700263495117
Hmgcr	2	1.3204422313797315
1200006O19Rik	1	1.2768742368742365
Rtn3	1	1.4268559218559216
Ocln	3	1.5125576108894585
Sdcbp	2	1.3892309644418193
1700034P14Rik	1	2.161916971916972
Mgea5	1	1.3404395604395605
Gadd45a	1	2.2117948717948717
Slfn4	1	3.446446886446886
Mtpn	1	1.5599023199023196
Hk1	1	1.7112759462759464
1500003D12Rik	1	1.791660561660562
Pank3	1	1.1959096459096459
Lox	2	2.2699975751910264
Pbx3	4	1.6334787650249085
Idi1	2	0.1843711843711845
Tieg1	1	1.2717704517704513
Tm4sf1	3	3.2389439388010586
2510010F15Rik	1	1.5123443223443225
T2bp	1	3.4129242979242984
Fosl1	2	1.2338431013431013
Rabgef1	1	1.1654029304029307
Ss18	1	1.89025641025641
Oxr1	5	1.748783011477851
Nudt4	2	0.8008852258852259
Eif3s10	1	2.5654639804639805
Timp3	3	2.123499075551526
Dusp6	2	0.9221001221001222
Golga4	1	2.452020757020757
Kpna2	3	-0.005282140481155957
Tnfaip8	1	2.2725763125763123
Bcl10	1	1.3864896214896218
Rad23b	1	2.6972344322344326
Aldh1a1	6	2.150359089026048
Ncb5or	1	1.1872100122100124
Fhl2	1	1.2643467643467645
Yaf2	1	1.1217887667887672
Itpr1	1	1.7434065934065934
Aco1	1	0.9228571428571425
5530401C11Rik	1	2.5348412698412703
Muc1	4	2.8374101026344625
Clca1	8	2.360618106673886
D430039C20Rik	1	1.9423382173382175
Srr	1	2.0306105006105
Chc1l	1	1.4939010989011
6330407G11Rik	1	2.0650610500610505
Plekha3	1	1.8859645909645915
Tde1	1	2.747692307692308
Madh7	1	1.5858852258852263
A130072J07	1	1.856501831501832
Sdc2	3	1.433979968021001
Lpl	4	1.7749655792875765
Mef2c	5	1.2842040586917702
1810045K06Rik	1	1.24996336996337
Arf6	1	4.06435286935287
BB336256	1	0.9440842490842494
Gja1	1	1.820427350427351
BC046621	1	2.135702075702075
2610040E16Rik	1	1.810335775335776
Emp2	3	1.9390976046173385
Sypl	1	1.2021733821733813
Perp	3	1.8361737743190478
Smarca5	1	3.744090354090355
Psme4	1	1.4908852258852248
Eif4e	1	1.005213675213675
Pbx1	3	1.7481614752670327
Actr3	1	2.542032967032966
Api5	1	1.6311233211233218
Atp1a1	1	1.103113553113553
Ndr1	1	0.9314407814407812
Oazin	1	1.3828937728937736
Tgoln1	1	1.0692429792429787
Bmp4	3	2.1494982546528694
Catnb	1	3.9504456654456654
AV084904	1	1.528699633699634
AI447904	1	1.4824175824175825
Cri1	1	2.03942612942613
Srf	1	1.3890415140415142
Tacstd1	1	2.44529304029304
Gnb1	1	1.440659340659341
Zyx	2	0.38384557787948687
Ash1l	1	1.988388278388279
Serpinb9	3	0.691057469779528
Fap	5	2.715433740507155
Tcfec	1	1.7395787545787542
2810439K08Rik	1	2.7875946275946277
3732413I11Rik	1	2.7572039072039067
Ehd3	6	2.1135964731357144
Cct6a	1	1.336031746031746
4921526G09Rik	1	1.2774542124542125
Lamp2	3	0.9786516774790394
Tle3	1	1.8235592185592189
Spred2	1	1.8482661782661776
Slc31a1	1	2.177344322344322
Arhgap18	1	1.1927777777777784
Atp1b3	1	1.8860805860805856
Uchl5	1	1.7685775335775338
Fhl1	5	1.7816946103352382
Ctsb	2	2.07981684981685
1100001H23Rik	1	1.683785103785104
Man1a	2	0.7346780671733215
1500036F01Rik	1	2.711617826617826
AI481214	1	1.5486507936507938
Plek	4	1.6177724749606839
Rap1b	1	1.942686202686203
Bzw1	1	2.7272771672771667
Calr	1	1.2586630036630033
Hibadh	1	1.0013858363858368
5031439A09Rik	1	1.0579914529914534
Adam9	2	0.7994955525341272
5430411K16Rik	1	2.303778998778999
6230421P05Rik	1	1.4730219780219787
C3	2	0.021431547480341706
Itgb1	1	2.1854639804639806
Magee1	1	1.540531135531135
2900097C17Rik	1	1.0588034188034188
Psat1	1	1.3058730158730152
1110051N18Rik	1	1.7408547008547013
Ddx3x	1	0.8908424908424905
Cdyl	1	1.3891575091575092
6130401J04Rik	1	1.0735347985347987
AW319517	1	2.963095238095238
Pip5k1a	2	1.4862271062271062
Plscr1	4	0.531378081526801
Atp6ap2	1	3.0404639804639797
2410004N11Rik	1	1.5380952380952377
Sdfr1	1	2.2207264957264963
Ulk2	1	1.374078144078144
Glrx2	1	1.5837973137973147
Galnact2	1	1.361434676434676
Acadl	1	2.3480891330891334
Gas2	1	1.9658852258852262
Dnajb6	2	0.2489224664224664
Mtmr6	1	1.8705372405372402
2610030H06Rik	1	1.5109523809523813
Zfp216	1	1.1223687423687425
Rin2	2	1.3258017003608058
2500003M10Rik	1	1.6943406593406598
Chuk	1	1.295549450549451
Fkbp9	2	0.6928679059790598
Kdelc1	2	-0.025231990231990353
Ptp4a2	1	2.305634920634921
Gsr	1	2.836080586080586
AI463102	1	1.8362026862026863
Got1	1	0.8749511599511597
Tacstd2	3	1.2228497181887261
Hmgcs1	1	1.9248229548229545
Edg1	2	2.4643284493284496
Atp6v0c	2	0.12660561660561642
Tgfbi	1	1.3033211233211233
Nup62	2	0.4700620201710009
Rad21	1	1.8588217338217345
Ms4a4b	3	-2.4525830873090353
Zfp364	1	2.1143589743589755
Itgav	1	1.60003663003663
Rcn2	1	1.3197924297924293
Echdc1	3	-0.21551688012250722
Hnrpu	1	2.5099023199023196
Ap3s2	1	1.9757448107448106
Cept1	1	1.482881562881563
Ccni	2	0.20507631257631287
2610510E10Rik	1	2.6326251526251525
Uxs1	1	1.2229365079365075
Fxr1h	1	2.5672039072039072
Chi3l4	1	1.6254395604395597
Matn4	4	2.935071646704579
Anxa5	2	0.7872452208223442
BC033609	1	1.9367704517704512
Stat4	1	1.7474664224664223
Ube2l3	1	0.9655433455433465
BC025546	1	1.1264285714285718
Glipr1	1	1.6303113553113548
Stx7	2	0.6791793466465197
Txndc4	1	1.6375030525030527
MrgA2	1	1.312020757020757
Gnai3	2	0.9762889760657507
Ubl1	1	2.022722832722834
2310014B11Rik	1	1.34020757020757
Plod2	2	0.9616428519789376
Siah2	1	1.8990720390720386
Clca2	1	5.052051282051282
2410021P16Rik	1	1.3472832722832722
Xbp1	2	1.4036772893772895
Kpna1	1	1.5278876678876672
Fosb	5	0.7464620524591699
1110032D12Rik	1	1.249267399267399
Golga7	1	1.041984126984127
Gltp	1	1.7562820512820512
1700081L11Rik	1	1.363406593406593
Rab2	1	2.2327899877899884
Spin	1	1.9237789987789988
2010109K11Rik	1	1.1670268620268616
Lgals3bp	2	2.0933025540921246
Txndc1	1	1.9454700854700862
2700049H19Rik	1	1.006257631257631
Tloc1	1	1.6139560439560432
Khdrbs3	1	1.1174969474969474
Smc6l1	1	2.4788156288156293
Prkca	1	2.765787545787546
2510048K03Rik	2	3.1515384615384616
Etv3	1	1.2697985347985352
Fpr-rs2	1	2.5627960927960927
Trb1	1	2.2710683760683756
Rdx	1	2.2680525030525023
Spred1	2	1.2045613849046397
Clic4	1	1.452490842490843
Tebp	1	1.3132967032967038
AW547365	1	1.243119658119658
Pik3r1	2	1.17457025030525
2810423G08Rik	1	2.460720390720391
2610204L23Rik	2	11.331920024420025
Zfp36	4	0.7014605956744202
Arf4	2	1.1275797363934064
4022402H07Rik	1	1.1625030525030526
Herpud1	2	1.4826244200244199
Ppid	2	0.2029884004884005
Cyp51	2	0.7655647130647134
Arcp	1	1.1128571428571432
2610020H15Rik	1	1.2723504273504271
Zbtb1	1	1.6697496947496957
Arhgap5	3	0.7843936414884819
Slc16a1	1	2.112735042735042
Itga6	5	1.7618844530795847
C730036B01Rik	1	3.2001892551892546
AU040950	1	2.3759279609279607
Tbl1x	1	2.381843711843712
Smbp	1	1.3237362637362637
Abi1	1	1.5843772893772892
Kctd5	1	1.8864285714285716
Tbc1d15	1	2.588199023199022
Dlg5	2	1.064399264276618
Tm9sf2	2	1.746211043483333
Sult1a1	5	2.2939504115684004
Nap1l1	1	1.2334920634920634
9630044O09Rik	1	1.4705860805860813
D1Pas1-rs1	1	1.9998717948717946
1810015H18Rik	1	1.3048290598290593
Lcmt2	2	0.7371028822793042
2210410K23Rik	1	2.343797313797314
Mmp8	3	1.1085327948936914
Cbfb	1	1.6696336996336996
Mlp	1	1.9201831501831503
Gspt1	1	0.9885103785103784
Taf13	1	1.3775579975579972
Cntn1	2	2.8731166056166058
3110070M22Rik	1	1.9970879120879115
Ptger4	4	1.4265009913383702
Nfx1	1	2.062973137973138
Ndfip2	2	0.9145840882084249
D3Ucla1	1	1.4377594627594623
Socs6	1	2.0156471306471304
1810018P12Rik	1	1.3110927960927965
Sh3bgrl	2	2.077464516827045
5730453G22Rik	1	1.1826862026862035
1200003O06Rik	2	1.7605494505494503
Ncam1	3	1.5621929872631668
Cldn2	1	2.175952380952381
Map2k7	2	0.925587271062271
AU020229	1	1.374426129426129
Apg5l	1	1.2158608058608058
AW146242	1	1.818687423687424
Lactb	1	1.104505494505495
Pum1	1	1.2927655677655678
Nucb	1	1.2106410256410258
Ap2m1	1	1.8736691086691075
AI195350	1	2.3792918192918195
Cttn	1	1.8371306471306474
Chic2	1	1.632631257631257
Zfp334	3	1.2457647940119252
Csnk1d	1	2.00973137973138
Zfr	1	1.577533577533578
Ppat	1	1.198925518925519
2610015J01Rik	1	2.2719963369963363
Copeb	1	2.55050061050061
BC038311	1	2.6294932844932846
1700016A15Rik	1	1.1650549450549454
Kist	1	2.1541452991452994
Arl6	2	0.8347207076580584
Stxbp3	1	1.2490354090354088
AA408868	1	1.5588583638583635
Ptger3	4	1.2415821049924909
AI035535	1	1.861257631257631
Hsd17b12	1	3.274542124542124
Fnbp3	1	1.0789865689865694
8430430L24Rik	1	1.407832722832723
Ptpn12	1	1.8600976800976807
F2r	1	1.15542735042735
Agl	1	1.6511904761904759
9930104H07Rik	1	1.489261294261294
Tmod3	3	3.5656097579262513
Baz1b	3	-0.24655598727549852
Rab6	1	1.334639804639804
AW125421	1	2.12943833943834
2210412D01Rik	1	1.216788766788767
Fos	4	0.46604976553656896
Cyb561	3	1.9625870158558814
Ccr2	2	1.093526007326008
S100a6	3	1.1579725262259257
Facl4	1	2.123638583638583
Gorasp2	1	1.6634859584859583
BC053440	1	1.9376984126984131
Adss2	1	1.9901282051282043
Tie1	1	1.1861660561660563
Dsip1	2	2.7468223443223443
2610312B22Rik	1	1.7258913308913306
Rnf141	2	1.1742305519523202
Dtr	1	1.2658547008547005
Evi3	1	1.6895848595848597
Smarca2	2	1.8387393162393164
Ncl	1	2.281043956043957
Rnf128	4	1.9736236544807997
3230401N03Rik	1	1.5958608058608057
Sorbs1	3	1.56543659057676
Plekhe1	1	1.147887667887668
Gpiap1	1	1.3160805860805862
Capza2	1	1.3455433455433463
Ppp2r1a	1	1.1788583638583643
Srpk2	2	2.2313431013431013
Rnf13	1	1.1715506715506718
Eif3s6	1	1.0762026862026863
Pfn2	3	1.6435162451944647
Tfg	1	1.0762026862026859
Rab27b	3	1.5218687987917783
Dnaja2	1	2.6615079365079364
2310014H01Rik	1	1.5679059829059825
Kit	1	1.6878449328449339
F13a	1	3.239627594627594
Gns	1	1.5746336996336996
02-Sep	1	1.2825579975579968
Rab18	2	1.4402644410469474
Slc35f5	2	0.8577246898641637
Sfrs1	1	2.3529609279609276
Sh3d19	1	3.2070329670329683
Rbm12	1	1.3711782661782674
Rab7	1	1.5030647130647128
Rod1	1	1.2362759462759465
Elmo2	1	1.080262515262515
Centd1	1	2.5202258852258854
Clecsf12	1	3.0937057387057387
Usp9x	1	2.118534798534798
Glrx1	1	1.4908852258852252
Mgat2	2	0.4738949938949937
Ak3l	1	1.4236080586080584
Arl10c	1	2.003235653235653
Golph3	1	2.487863247863247
Myd88	1	1.588785103785104
Sfrs10	1	1.0617032967032978
BC010304	1	1.3475152625152622
Daf1	1	1.5464468864468865
2810432L12Rik	2	1.3203043075347982
Slc6a6	1	1.910555555555555
Epb4.1	2	2.7709157509157505
Atp2a2	1	1.500976800976801
Laptm4a	2	1.1585613557697192
Capn7	1	2.0806043956043956
2810425F24Rik	1	1.3454273504273502
Slamf1	5	1.4462262556921366
Picalm	1	2.472087912087913
Ppp6c	1	1.7565140415140403
AU045326	1	0.967979242979243
Hspa8	2	1.9307997557997558
Cyp4v3	1	1.7828449328449327
Tcte1l	1	1.7284432234432243
Vapa	1	1.275830280830282
Apg12l	1	1.9182112332112335
Ccl6	2	0.8924248235581197
Copg2	1	1.1504395604395605
2410072D24Rik	1	1.6363431013431013
Stk2	1	0.9970940170940161
Tpd52	2	0.7694145054113556
Slc6a15	3	1.5143873167236468
Ywhae	1	2.6871428571428573
Pbef1	1	1.189529914529914
Dbi	1	1.6985164835164825
Mylk	3	1.3778336941032563
Atf2	1	1.2556471306471302
Tpp2	1	1.3287240537240537
Ptgs2	3	1.1456266415273915
Cfl1	2	0.6007936507936509
Rab32	1	2.285915750915751
Wac	2	1.7538766788766793
AW610627	1	1.8356227106227112
5830443L24Rik	1	1.3427594627594635
Hs6st1	1	2.9433760683760686
Katna1	1	1.6372710622710618
Pros1	3	1.8855435496330892
Timm8a	1	1.2623748473748482
Moap1	1	1.4657142857142866
BC023121	1	1.472557997557997
Plxnc1	2	8.013434065934065
A730098P15	1	1.1313003663003662
Ube2d3	1	1.3957692307692309
5830475I06Rik	1	0.9839865689865684
BC022623	1	1.1005616605616602
2610007A16Rik	1	1.7764652014652018
Txnl2	1	1.6670818070818072
1110020M19Rik	1	0.9970940170940166
Mtap	1	1.4180402930402927
Bcl3	5	1.3434666393726007
D16Wsu109e	1	1.6390109890109894
Itm1	1	1.7805250305250304
Tgif	1	2.4716239316239315
F2rl3	2	1.8760739923404155
Csf1r	3	-0.2706735618175009
1200009K13Rik	2	-0.24270757020757017
Hnrpab	1	1.1679548229548227
Cct3	2	1.428244810744811
Nab1	2	1.6270848595848593
Igsf4a	2	2.282045177045177
Ywhaq	1	1.325940170940171
Sos1	1	1.7518742368742368
Grsf1	1	1.6551343101343101
2610319K07Rik	1	1.7516422466422468
Dag1	2	1.9873565323565323
Ptp4a1	1	1.764749694749694
Psme3	1	1.9690170940170941
Bet1	2	0.1655799755799756
Egln3	1	1.0895421245421242
Ndfip1	2	1.0180371313396825
Mesdc2	1	1.8128876678876673
Mscp	1	1.588089133089133
2610101N10Rik	1	2.9825824175824174
Hnrpm	1	1.4778937728937735
Tm9sf1	1	1.400525030525031
2310009E04Rik	1	0.8517521367521368
Rian	1	0.849664224664224
Tram1	2	0.9846675029541516
Ugcg	1	1.8880525030525028
BI662324	1	1.9447741147741142
Enpp4	3	2.369695229605128
Gucy1b3	1	2.2091269841269843
Rap2c	1	1.2256043956043952
Hspa5	1	1.427087912087913
Eltd1	3	0.49364475577085914
2610207I16Rik	1	1.5078205128205127
Rragc	1	1.2178327228327224
Pgcp	2	0.9188319856547619
Msi2h	1	1.0581074481074482
4930485D02Rik	1	1.5885531135531146
Hk2	2	0.9061633981378512
Tparl	1	1.1621550671550673
Galnt1	1	1.3572588522588525
Arf3	1	1.9048717948717946
Lyst	1	1.74015873015873
Sucla2	1	1.4022649572649568
Senp2	1	1.2892857142857144
Hrb	1	1.8855006105006107
A230106A15Rik	1	1.188137973137973
BC027756	1	0.9963980463980464
Arhj	1	1.453070818070818
Ceacam1	2	0.39017420842625145
AA408582	1	3.601184371184371
Pmp22	2	1.4803224463749083
Khdrbs1	1	1.1815262515262517
D14Ertd226e	1	2.817057387057387
9630046K23Rik	1	1.2337240537240537
Nedd9	2	-0.26743284493284514
Dnaja1	1	1.8888644688644691
Asb4	2	2.3936877274623933
2700078E11Rik	1	1.8910683760683766
Eps15-rs	1	1.5514346764346767
Atf1	1	1.0091575091575096
Prdm1	2	1.5452256776556774
1500003O03Rik	1	2.2874236874236873
Nrbf2	1	1.135824175824175
0610016J10Rik	1	1.4818376068376071
Gabarapl2	2	0.38121489621489624
Hmgn1	1	0.915201465201465
Hmmr	2	0.3380677573087301
Trim16	2	0.20810677879749695
Mpl	1	1.08443833943834
Etf1	1	1.5355433455433454
Slc1a1	1	1.6398229548229541
Dnajc3	2	1.6465628815628819
Grp58	1	3.272802197802199
Ampd3	4	1.3574761427304944
Nbea	1	1.8060439560439563
4121402D02Rik	1	1.5866971916971924
Nbr1	1	1.0916300366300362
Ier3	2	2.1219317871147743
Klhl13	2	0.8922973786633701
1500005J14Rik	1	1.3525030525030528
Eif3s1	1	1.1696947496947492
4930579A11Rik	1	1.4183882783882786
2400008B06Rik	1	1.8829487179487172
Foxo1	2	0.9808935308653846
Spint1	3	2.463508854745584
Tde2	1	1.7733333333333339
Trpc1	4	2.3975414203766485
Arl1	1	2.5246336996336995
Tfpi	2	0.8798232795402319
Ctsc	2	0.8393638344497557
D16Ertd472e	1	1.4708180708180703
Aspa	3	2.0199383426802604
Hbld2	1	1.6932967032967028
Psmd1	1	1.3457753357753346
D8Wsu49e	1	1.543547008547009
Frg1	1	1.337887667887668
Sat1	3	1.9882386004627595
Bteb1	2	1.7262057387057386
Ube2d2	1	1.342063492063492
Chi3l3	2	-5.26241452991453
A130096K20	1	1.8566178266178257
Pla2g4a	2	0.84149224143547
2210402C18Rik	1	1.651770451770452
Mt2	5	2.2923885121085954
Ppic	1	1.7793650793650793
BB667417	1	1.232564102564102
Ppp2r5c	2	0.6562393162393163
2410051C13Rik	1	1.7190476190476185
1300002A08Rik	1	1.0688949938949943
3930401E15Rik	1	1.4698901098901105
Ldh1	1	1.4838095238095232
2810405I11Rik	1	1.268406593406594
Gpr65	3	0.004546923857264813
2610529H08Rik	1	1.1772344322344326
Pafah1b2	1	1.3931013431013426
Glcci1	1	1.861605616605617
BI076714	1	1.9286507936507933
Btbd14a	2	1.4164102564102565
Fbxw7	1	1.2421916971916978
Ccnb1	1	1.067619047619048
Ndn	2	1.2574131970774118
Pls3	2	1.4566719606602567
Bcap29	1	1.1715506715506712
Ryk	2	1.5344473021203295
Snap23	1	1.8525579975579978
Hmgb3	2	1.1218048709364472
Psmb7	2	0.5170451770451774
Rac1	1	2.535769230769231
Vamp3	1	1.410384615384615
Amfr	1	1.1750305250305253
Rtn4	1	1.247411477411477
Vps54	1	2.069700854700855
Il10	1	1.6990964590964592
1110020C13Rik	1	1.444371184371184
2610034N03Rik	1	2.0338583638583643
Tuft1	2	0.8359232523061658
Rnmt	1	1.1629670329670332
4930487N19Rik	1	1.166562881562882
Osp94	2	1.439667277167277
Npm1	1	2.342057387057387
Mipol1	1	1.2185286935286939
Qscn6	1	1.4254639804639806
Pdcd6ip	1	1.0395482295482297
1810008K03Rik	1	1.9194871794871793
Mt1	6	2.7874354620900887
Ywhag	1	2.008919413919414
Mpeg1	4	-0.5855358874304947
Pira1	1	0.6542124542124542
Ranbp9	1	1.5585103785103787
Ube2j1	3	0.5202277155067155
9830141C09Rik	1	1.3004212454212458
2210402G22Rik	1	2.7005982905982906
Gopc	1	1.064835164835165
Stau2	2	3.218803418803419
Zdhhc5	1	1.397277167277168
5031400M07Rik	1	1.3161965811965812
Bre	1	1.1745665445665439
Pawr	4	1.331054638428724
Plekhb2	2	0.8698415879018926
5830457O10Rik	1	2.961239316239316
5031436O03Rik	1	0.9932661782661785
Rab11a	2	0.9850222010849208
1810004F21Rik	1	1.4543467643467642
Ifrd1	1	2.3871794871794876
Arhe	1	1.180018315018315
Prg2	3	0.6975209117427351
Cul3	1	1.2264163614163608
Atp6v1c1	1	1.3368437118437118
Immt	1	1.0054456654456647
Pscdbp	2	1.7066697191697187
Metap2	1	1.251471306471307
3010027G13Rik	1	1.1168009768009768
Gfpt1	1	1.6267155067155061
Shoc2	1	2.4325335775335772
Aldh9a1	1	1.7394627594627592
Ppp3r1	1	2.8871184371184375
Sfmbt1	1	1.2733943833943835
Slc3a1	1	1.9483699633699627
E2f5	2	1.0349047452293036
Ddit4	3	1.108499815237973
Sca10	1	1.5362393162393164
Slc39a6	1	1.9133394383394378
H1f0	1	1.6901648351648342
D0H4S114	2	1.5454998282075092
Pja2	1	1.2079731379731387
2310032D16Rik	1	1.0226129426129418
Atp6v1b2	1	1.693412698412699
Cited2	3	1.1976590586503868
Spata6	1	1.0765506715506712
Map2k4	1	1.7422466422466414
Tek	1	1.8722771672771676
Ddx50	2	0.2813431013431015
Man2a1	1	1.606300366300366
Cd38	3	2.6923960143820516
Il17r	1	3.5639499389499383
D3Jfr1	1	4.3350854700854695
Vps35	1	1.2542551892551894
Egr1	5	1.3943991575399755
Gtpbp4	1	1.4294078144078148
Zfp354a	1	1.6507264957264955
Scamp1	2	1.4537573493107452
Soat1	3	1.8643430193167276
Stk24	1	1.4074847374847377
Vat1	2	1.0933302493316237
Elovl5	2	0.39235042735042713
E430025L02Rik	1	2.1273504273504273
2810049G06Rik	1	1.5458669108669114
Cks2	3	-0.06728512564497353
Thbd	5	1.4083789813686691
Cklfsf6	1	1.643998778998779
Dscr1	1	1.1756105006105007
Scd1	4	1.5577501069401407
9430077C05Rik	1	1.8127716727716725
Sell	5	-0.2611315157235897
Snx5	1	1.139884004884005
Slco3a1	1	1.8199633699633702
Txnrd1	2	0.25373063492063486
1500003O22Rik	1	2.0076434676434687
Gbp3	1	1.1408119658119655
Gbif	1	1.403076923076923
Hs2st1	2	0.8760244915653845
Csda	1	1.463742368742368
Hif1a	3	0.9265210744810745
6820424L24Rik	1	1.0019658119658117
Cebpb	4	1.3716309855127289
Abce1	1	1.6493345543345548
2510025F08Rik	1	1.247527472527472
Rap1gds1	1	1.6437667887667886
Stx12	1	1.7013003663003659
Dstn	2	1.2228283642862638
Dyrk1a	1	2.243345543345543
Tm4sf6	1	1.1724786324786325
Minpp1	1	1.328260073260074
Litaf	1	1.3583028083028081
2310044G17Rik	2	3.688192918192918
2310046H11Rik	1	1.5150122100122103
Tcfcp2l2	1	1.9019719169719174
Tsn	1	1.6769413919413927
Ptk2b	1	2.1529853479853482
Sptlc1	2	0.8001898311397435
Rnf103	1	1.638547008547009
Np220	1	0.8979181929181927
Cflar	1	1.7632417582417583
Gdi3	1	2.0136752136752127
2210413P12Rik	1	1.51454822954823
1200007B05Rik	1	1.5905250305250298
Pde4b	2	1.325655745959035
Arih1	1	2.1671367521367513
Ivns1abp	1	1.3845177045177046
Ifi1	1	1.7821489621489621
Atp2c1	1	1.651886446886447
Kdt1	1	2.1934676434676432
Cct8	1	2.921800976800978
Ahcyl1	1	3.047887667887667
4933414E04Rik	1	1.4573626373626367
Cocoacrisp	2	1.1857875457875455
2810422M04Rik	1	1.0804945054945059
Txnl	1	1.0960378510378515
Pftk1	1	1.8161355311355318
Pcdh7	1	1.9611294261294268
Cab39	1	2.368852258852259
Wdr1	1	1.316428571428571
Mtch1	1	1.4778937728937727
Il7	2	0.9369379002672161
Sec23b	2	0.013916361416361211
Fbxl14	1	1.9280708180708188
Adamts1	1	1.5576984126984128
Hnrpc	1	1.7355189255189256
Gtf2a1	1	2.4902991452991454
Abhd5	1	0.9400244200244201
C4	1	2.8127655677655676
Lman1	1	1.1604151404151402
Pip5k2a	1	1.0887301587301588
Mrpl50	2	0.09215506715506727
Hat1	1	1.9328266178266178
Snx9	2	-0.057283272283272235
Il6st	3	0.782722919169597
Madh2	1	1.567210012210012
1110003E01Rik	2	0.9947919244594012
Zfp278	1	1.5196520146520147
Tnpo1	1	1.2182967032967031
G3bp	1	1.4528388278388278
9530058O11Rik	1	1.788644688644689
Itga2b	2	1.0412956288156288
6030404E16Rik	1	1.8171794871794875
Ing3	1	0.8868986568986567
Icam1	1	2.019474969474969
Hs3st1	2	1.220137866441392
Smc4l1	1	2.6587240537240535
2700050L05Rik	1	2.907069597069598
4921525H23Rik	1	1.5614102564102563
Abcc1	2	2.5197802197802197
Becn1	1	1.1128571428571425
D15Ertd366e	1	1.9831684981684983
5730453H04Rik	2	3.232957875457876
Anp32e	1	1.7248473748473743
St13	1	0.8946703296703301
BC031407	1	1.2689865689865698
Rnf111	1	1.2423076923076917
2810474O19Rik	2	2.0879029304029304
Pmaip1	1	1.9343345543345547
9130013K24Rik	1	1.0978937728937728
Slc30a5	1	1.776581196581196
Cotl1	3	-0.023150038933658967
Leprotl1	2	0.09273504273504263
Akap9	2	0.466806998918498
2210412K09Rik	1	1.4478510378510383
Jund1	1	1.6275274725274727
