Gene	Freq_group	Log2FC
Man1a	2	1.25903080505
Lxn	1	-1.699854414
Fkbp15	1	-0.505050446
Ywhae	1	2.3371883563
Nsa2	1	1.2002665128
Nagk	1	-2.1298971663
Capzb	1	0.6188169988
Ptbp3	1	1.2245897225
Sept7	1	1.3780815173
Ptp4a2	1	2.0629956013
Skp2	1	-2.4598785483
Tchh	1	-0.2984809151
Emb	1	1.2738998791
Zfhx3	1	-2.8849894159
Aqp7	1	-0.286761768
Tomm34	1	-1.0738284323
Seh1l	1	2.3365616409
Rgcc	1	-1.5540081063
Hars	1	-1.106357485
Cdk9	1	0.2625149014
Zfp276	1	-1.2412649235
Dusp16	1	1.794742107
Pelp1	1	-2.9413717508
Wdr5	2	-0.5203624706166681
Itpr1	1	1.6018660571
Slc2a3	2	0.3852528301
Metap1d	1	-1.5197190769
Tfec	1	1.9498241753
Gadd45a	1	2.2641458351
Hnrnpu	2	1.61757334575
Prpf40b	1	-2.2513531103
Sssca1	1	-4.1423136025
Desi1	1	0.2860179325
Cxcl12	2	-1.3270395393
Trim16	2	-0.10651989545000001
Ubxn4	1	-0.7336698575
Klrb1b	5	1.3449863632799999
Arl6ip4	2	-1.0588210748
Ldhb	1	-0.3693112121
Rps15	1	-2.6089198988
4931406C07Rik	2	1.68273446295
Serf2	1	-1.8552968655
Akt1	1	-0.8038146211
Bax	1	-0.6732834885
Tm7sf2	1	-1.2111051593
Hnrnpk	1	1.2117357888
Vps16	1	-1.517685532
Znrf2	1	0.523671721
Eif4a1	1	1.1197541346
Capza2	1	1.2998196234
Fech	1	2.3259926505
Utrn	1	5.3303758
Nup133	2	-1.2830829907166685
Atp6v0c	1	0.9465950987
Glrb	1	-0.3441182374
B4galt3	1	-1.6446545484
Bambi	1	-1.0187187524
Sft2d1	1	-1.0834619813
Tceb1	1	0.753926134
Esm1	2	-0.661331278
Gfer	1	-1.3747854041
Hoxa5	1	-1.9322989883
2610524H06Rik	1	-1.3618163854
Dnajc5	1	-0.4868175622
Hsd17b12	1	2.3813564714
Tfip11	1	-1.2907269238
Bag6	1	-1.6927203214
Slc38a1	1	1.0658883513
Efhd2	2	-0.32906251415000004
Klra1	1	-0.3170549053
Parp2	1	-0.6936213395
Man2b1	1	-2.79354777
F2r	1	0.89846855
Pik3cg	1	-1.6773991866
BC147527	1	-0.8044561317
Crem	1	1.0259003441
Mepce	1	-0.3946068961
Pura	1	-3.178264953
Pkn1	2	-1.6784451478
Chmp6	1	-2.007369689
Syncrip	3	-0.4628862672666667
Mapre1	1	0.6542907863
Slc44a2	1	-1.0135552005
Ankrd40	1	0.439574611
Rnf145	2	0.7467104950500001
Slc45a3	1	0.4274117909
Kctd20	1	1.7372309973
Smad4	1	-1.6758762963
Acadl	1	2.096306919
Abi1	1	1.9117053115
Tor2a	1	-0.9104342205
Ube2d2a	1	0.5510850975
Vars	1	-1.9546509501
2700079J08Rik	1	-2.0618018225
Nub1	1	0.4825857359
Usp19	1	-1.749719943
Zfp445	1	1.6235724776
Thoc2	1	2.5146960754
Matn2	1	-0.3895858135
Gps1	1	-1.5160288763
Aif1l	1	-0.2495884744
Erp44	1	1.7130673515
Ttc28	3	-0.9972482709000001
Plekha5	1	2.7468271388
Cyp27a1	3	-1.3005011620333333
Dym	1	0.8997807071
Kat6a	1	0.6098190194
Safb2	2	-0.98462637745
Kif5b	1	2.7534507386
Polg	1	-1.5627624888
Wdr54	1	-0.4507229836
Rnf219	1	-0.3166747465
Rbbp6	1	-1.6384231765
Traf7	1	-0.7484923249
LOC100861749	1	-1.7093002173
Gm21596	1	1.5110572406
Idi1	1	1.8697211704
Nup62	2	0.37866984635
Sf3b2	1	-0.9068031895
Mrps24	1	-1.211377917
D8Wsu26e	1	-0.5480800426
Arid3b	3	-0.9637057027
Hibadh	1	1.2905347196
Hmg20a	1	-1.941248207
B9d2	2	-1.67517643765
Ccdc25	1	-1.3222034699
1700094D03Rik	1	-1.4340989805
Mfsd1	2	1.2907648833
LOC100862456	1	-1.2370961825
Fth1	1	0.686106915
Tmem41b	1	1.1526000885
Papss2	1	1.2745081104
Ssrp1	1	0.7776138803
Rbm5	2	-1.09892938595
Gm4297	1	-0.3118181016
Brpf1	2	-1.44708355315
Tmem234	1	-2.412687199
Tia1	2	-0.6225813916
Hnrnpab	2	0.43187859399999995
Cbfb	1	1.36446704
Gpsm1	1	-1.7356213521
Acp1	2	0.8287036959166645
Ercc3	1	-1.2148766039
Dazap1	1	-1.2556732459
Ms4a1	2	1.2930482855
Mllt11	1	-1.6034153295
Gla	1	2.8434383306
Psg19	1	-0.2633092184
Ngdn	1	-1.4222416863
Rrn3	1	1.2209745736
Mtmr1	2	0.03915582769999992
Tra2b	1	1.8809938886
Rpl13a	1	-1.1606576575
Ncor2	1	-2.5427477818
Gm5471	1	0.228888815
Golga7	1	1.0113587524
Slc30a5	1	1.9809355098
2510002D24Rik	1	-2.3375944705
Tomm70a	1	1.8077470193
Hexa	1	0.455192755
Ms4a4b	1	2.5681744755
Klhdc3	1	-0.5968919479
Lrrc59	1	0.5578643633
Plscr1	6	0.9887057326
Zfp932	3	0.4437373289666667
Smpd4	1	-0.372309535
Pick1	1	-2.3766518828
Cpsf1	1	-1.214323092
Cct8	1	3.0011260835
Aig1	1	0.966288299
Anapc5	1	-1.1600603925
Car13	1	0.6040764302
Hmgb3	1	2.731037409
Snx5	1	1.1053548853
Npm1	1	2.4396862835
Lpcat3	1	-1.2857995881
Rpl37a	1	-1.7076572138
Bola2	1	-2.3969067074
Iqgap1	1	-1.038706545
Agpat5	1	0.7258924589
Cyth2	1	-0.621247212
Eif4b	1	0.9254152621
Nbeal2	1	-4.0617455655
Nab1	2	0.9321137516
Ier5	1	0.6281756962
Dscr3	1	-0.2595960741
Cul3	1	1.1830780948
2310033P09Rik	1	-1.7113431835
Ces2g	2	1.11221500715
Clcn3	2	1.08178555625
Trim30d	1	3.2402865068
Anapc2	1	-1.3898142834
Ash1l	2	-0.75917474115
Slc3a2	1	-0.4511928425
Tm4sf1	8	2.461514537725
Tmem208	1	-2.12442042
Tor1aip2	1	1.7144393263
Ptprz1	3	2.9200608822999996
Nars	1	0.3916956538
Katna1	1	1.7046570845
Gm12669	1	1.7886554598
Rtcb	1	-1.2052872088
Rdh13	1	-0.8854725605
Rcc2	1	-1.5134018536
Arf3	1	1.9086012805
Ddit4	1	1.4638578863
Sec63	1	0.4498265261
Hdac1	1	-1.354739452
Cpsf3	1	-0.3693438415
Csf2ra	1	-1.8995943231
Dctn6	1	-1.6968233129
Pitpnc1	2	-0.21366110285
BC005537	1	-0.9735604156
Gm15776	1	-0.7939115813
Asf1a	1	-0.3777929771
Gm1862	1	0.8012196944
Zfand2b	1	-1.7781054226
Itgb5	2	-1.6855485620000001
Glrx	1	1.955256651
Nfx1	1	0.4798420481
Nop56	1	-1.0130286913
Myo1d	2	0.9818898221500001
Fyttd1	1	0.8135553071
Gm5512	1	-0.3147298683
Gm32211	1	0.288016055
Frmd4b	1	-0.3508328863
Mrps7	1	-1.7904162709
Ccm2	1	-1.7343732035
Col9a3	1	-0.2436504011
Chmp1b	1	0.4253346583
Tspan4	1	-1.2471899903
Ddx54	1	-1.6723532118
Rab6a	2	0.78394513405
Klf13	1	-2.8884905864
Gngt1	1	-0.2670370294
Relb	2	-0.94182144265
Gramd1a	1	-2.04426156
Fau	1	-1.2982091088
Ubac1	1	-1.4581820274
Cdk2ap2	1	-1.4256023345
Ldlrad4	1	-0.5393263996
Matk	1	-2.3083344595
Robo4	1	-1.6126602324
Wls	2	0.80391331855
Olfm3	1	-0.262788969
Grb10	1	-2.5934675978
Kmt2c	2	-1.6644106954
Arih1	1	2.0135084571
Lhcgr	2	-0.18819398125000103
Eif3c	1	-0.9313847576
Cul7	1	-2.5289475463
Lonp2	1	1.3512029418
Ddx3y	2	2.27247866915
Gltp	1	1.3428721971
Mllt3	4	1.1080707371
2310061I04Rik	1	-1.4712589334
Rps14	1	-2.5574204175
Fbl	1	2.3085669718
Chmp4b	1	1.3101439588
Safb	1	-1.1213683488
2810040C05Rik	1	-2.2171042153
Gm8894	1	-0.3131126475
Incenp	1	-1.0553665525
Ppp6c	2	1.12159002905
Abcg3	1	0.360008983
Gm15453	1	0.832601615
Csnk2b	1	1.8430927268
Avpi1	3	-0.10574372029999997
Phc2	1	-2.2118340875
Txnrd1	2	-0.017052288999999998
Sepn1	1	0.8324163497
Smarca2	1	1.3086624488
Mcm7	5	-0.9011955045600007
Ip6k1	1	-1.204727162
Atxn7l1	1	2.4293693503
Ranbp3	1	-1.5403979463
Cmtm2a	1	-0.5365166618
Gm35744	1	-1.6611414808
Mpnd	1	-1.0172616605
Arhgap18	1	1.6148264786
Abi3bp	1	-0.2439657468
Timm22	1	-0.9199963198
Rps27	1	-1.3820487144
Rtn3	1	1.1384989251
Pde12	1	0.8614308371
Camsap1	1	-0.8390816375
Cope	1	-1.5181933008
Defa30	1	-0.4573275504
Tmem214	1	-1.8447130775
Fam110c	2	0.69038078365
Fam132a	1	-1.1119380601
Phf8	1	1.0675552655
Litaf	1	1.8083963365
Polk	1	-2.5465778923
Plaa	1	2.5006226923
Dstn	3	1.0329795319
Sftpc	1	-0.2660095045
Prkca	2	1.27519253045
Oasl2	1	1.1474393379
Uxs1	2	0.6656836322499999
Pbxip1	1	-2.1536936688
Lats2	1	-2.7370877303
Iars	1	0.6363317245
Sppl2a	1	1.8269237823
Mapre2	1	1.899689887
Metap1	1	0.8076335892
Tpm3	1	-0.5495546725
Srsf6	1	-0.7266474275
Coq5	1	-0.9939764281
Mrs2	1	-1.5611763283
Tmub2	1	-0.3754192656
Twist1	1	1.2027809369
Ndufa13	1	-1.8680908196
Abtb1	1	-2.7056382603
Rab7	1	1.27603358
Pwp1	1	0.854415586
Ptk2b	1	1.5611807998
Rpl14-ps1	1	-1.4079102638
Pnpla8	1	1.2469394026
Calm3	1	2.5506008221
Srsf9	1	0.7901977356
Tm9sf2	2	2.18522961745
Spryd7	2	1.20161088025
D12Ertd123e	1	-5.0837625088
Sgk1	3	1.3736423794333332
Foxc1	1	-0.2248718529
Riok3	1	0.6983676117
Yipf1	1	1.4487996945
Tgoln2	1	0.4407902014
Cfl1	1	2.0990736713
AA517545	1	-0.4845020114
Ppp2r2a	1	2.8821177818
Trim39	1	-2.3170764939
Crk	1	2.7288214379
Gm2011	1	-0.5937287515
Ccdc47	1	3.4012162449
Crisp2	1	0.6681786129
Fcgr3	2	-0.047997707499999986
Psmd3	1	-1.2485641346
Ggps1	1	-0.7969277571
Ikbke	1	-0.3490362578
Rbm25	1	2.5426643934
2810474O19Rik	1	1.6795711409
Tmem123	1	1.8755419599
Tmx2	1	0.4501538728
Smpd2	1	-1.8937287979
Csdc2	1	-0.3272935468
Rnf181	1	-0.577886095
LOC100862446	1	-0.7698966013
Mecr	2	-1.5609928717
Plrg1	1	1.191705948
Fam173a	1	-1.3252505845
Dnajc10	1	0.3913850804
Ankrd44	1	2.0797591008
Map2k7	3	-0.018660732266666685
Pdzk1ip1	3	-0.04071611000000001
Rpl7	3	0.36264699640000003
Blmh	1	0.7273824021
Tut1	1	-1.8596035316
Klra16	1	-0.2277611228
Idh3b	1	-0.3386099975
Als2	1	-1.3332352196
Naa15	1	1.0329305694
Sptbn1	1	-3.0768176311
Rgl2	1	-2.0096072474
Gm10374	1	-2.9121270013
Gnas	1	0.5463443475
Dhx30	1	-1.671833928
Bach1	1	1.1835023338
Car9	1	-1.1206889868
Jak3	1	-1.2242883286
Meis1	1	1.0143660525
Ttc3	1	2.6120424456
Cct6a	1	1.4018243239
Ndnl2	1	2.310086897
Gripap1	1	-1.7131117093
Rpl41	1	-1.2387910288
Kcnip1	1	0.2144787388
Fbxw2	1	0.612021525
Rbm17	1	0.7437726052
Pafah1b3	1	-1.9051538089
Gm20604	1	1.5824025576
Pigu	1	-0.2061217124
Aspn	2	-3.79654722475
Osbpl2	1	0.7664539266
Nap1l1	1	3.8390111355
Trap1	1	-0.7958743755
LOC102643023	1	0.5143953571
Grb2	2	-0.06614143769999997
Plxnc1	1	1.2019561023
Ywhag	1	1.7832002775
Tek	1	1.6620927273
Glyat	1	-0.2868286058
Bptf	2	-2.0506205072
Ece1	2	-0.63962821115
Tmem42	1	-0.5117903348
9030624J02Rik	1	-0.5375906516
Tax1bp1	2	1.0831774841
Gm7120	2	0.7566244296833301
Zfand5	2	0.9820091626
Tex9	1	-1.7867160215
Fgl2	1	-0.2369338598
Myh6	1	-0.2722068647
Cd2bp2	1	-0.4744087883
Atraid	1	-1.1275162989
Gstm7	4	0.678202392275
Pcyt2	1	-2.6748452874
Thap7	1	-2.0330079264
Rest	1	2.0480487559
Mfng	1	-0.9694429186
Nfix	1	-1.5031333386
Slc43a3	2	-1.01454274415
Adam15	3	-0.4272140403
Rev3l	1	-1.2027392099
Crb3	1	-0.7826857094
Rcl1	1	1.2020996396
Lamp3	1	1.2265605588
Vps33b	1	-0.9862204625
Srprb	1	1.0270168151
Prpf8	1	-1.1807781443
Zfp260	1	-1.0702844381
Gnai3	3	0.8101761948333333
Ubc	1	-1.241799885
Idnk	1	-1.3058832565
Smarcb1	1	-0.8561772181
Eif4e	1	2.1471382971
Alcam	8	1.430672001472395
Wrap73	1	-1.1187517905
Pip4k2b	1	-0.2056433274
Mtap	1	3.1309260103
Pisd-ps3	1	-0.8000448963
Hmmr	2	0.5193865997
Trim26	1	-0.5077659576
Perp	5	1.8701173269800002
LOC101056305	1	1.444346345
Ccl27a	1	-1.9316109563
Adgrl4	2	1.10188312065
Ergic2	1	2.484497748
Tm2d2	1	-0.5927823437
Coa3	1	-1.546066327
Phgdh	3	-0.8994757150666667
Ifrd1	2	1.63273177335
Sdhb	2	-1.68573125545
Gm2444	1	0.9219801175
Itgav	1	1.8914957069
Rps6kb1	1	0.9656455532
Hax1	1	-1.2742873638
Wee1	2	0.03168049314999999
Eif1a	1	2.1144393463
H2-K1	1	0.75351981
Uqcr10	1	-1.6892710663
Csad	1	-1.7336879831
Snx17	1	-0.9479061325
Ptpn18	1	-1.9164470493
Paxip1	2	-0.91096380435
Hmgn1	1	0.8555867863
D030056L22Rik	1	0.8582599788
Eif2b2	1	-1.113504668
Cldnd1	2	0.7783508324999999
Mrpl2	1	-1.20260037
Dynlt1a	1	-1.813948645
Xbp1	1	1.779477825
St6galnac4	1	1.2262993703
Vma21	2	1.0998337963
Ak3	1	1.4093297915
Carns1	1	-1.7898071229
Pttg1	1	-0.6708784712
Ccl6	3	1.1156688196666666
Thra	1	0.6409344244
Srek1	1	-2.6501957991
Lgals3bp	3	1.2323636421
Mprip	1	-1.5688833281
Stat6	1	-1.2576018549
Rrad	1	-3.047645358
Pold1	2	-0.8005112775000001
Cntd1	1	-0.4466077925
Tmem259	1	-1.8437038148
Myo9b	1	-1.7630868726
Tcirg1	1	-1.7752796334
Cyp7b1	1	0.5112331483
Ifi35	1	-1.6900967046
Nktr	1	-1.8923652921
Praf2	1	-0.528662763
Ankrd33b	1	-1.7302501063
Gnb1	1	1.4170526828
Arf2	2	1.22469047855
Haus5	1	-1.5745723349
Trafd1	1	-0.7574324034
Srebf1	1	-3.5798651638
Parp3	1	-1.110954769
Gucy1b3	1	2.5874153409
Egfl8	1	-1.4806258495
Arf6	1	3.7382798378
Gm15455	1	-0.7949032604
Eif3e	1	1.09060257
Mat2a	2	-0.68974767005
Hist2h2aa2	1	-1.7216669605
Coa5	1	1.1171572436
Lrp10	1	-0.2231081146
Eps15l1	1	1.3914004515
Zbtb2	1	0.3589490274
Gm29733	1	-1.5058657549
Tor1b	1	-1.3967436413
Knop1	1	-0.6625085356
Atp5d	1	-1.9975922129
Fbrs	1	-1.4661840696
Supt16	1	-0.8026593465
Gcnt2	1	1.1898548446
Hyi	1	-1.4801480479
Lrwd1	2	-1.08002082685
Maf1	1	-0.8015566937
Polr2f	1	-3.2680494073
Phka2	1	-2.7138778024
Bmp4	3	2.1655372407333333
Gimap1	1	0.874523158
Zfp24	1	0.7895509949
Pcp4l1	2	2.00708338765
Gtf3c4	1	-0.5052357616
Mbnl3	1	0.4399402734
Lamb1	1	-0.2476926953
AA517023	1	-0.3067477822
Pop7	1	-3.1823122749
Odc1	1	1.4449520338
Cd24a	2	0.50123382915
Klhdc4	1	-1.078417357
Dna2	3	-1.6496249005999999
Prpf19	1	0.3187392587
Ccng1	2	0.859491415
Pisd-ps1	1	-2.1233137255
Fam60a	1	2.1266005604
Dnajb4	3	0.8793289670333332
Pcmtd1	2	1.3552928309
Dkk1	1	-0.1990549996
Ahcyl1	1	4.8070316001
Cysrt1	1	-0.7675780931
Anxa2	4	-0.7635350603979175
Tcf7l1	1	-0.7798847897
Rit1	1	0.4303074058
Smdt1	1	-1.1507923146
Gm11964	1	-1.5620410674
Prune	1	1.5504803276
Capg	1	-1.4407017789
Thbd	5	1.26763199534
Mup3	1	-0.3101260226
Rps10	1	-0.5941063037
Emc6	1	-0.6287325792
Trib1	1	1.713939945
Ctdsp1	1	-0.7351925477
Dnajc3	1	1.8420809635
Ugp2	1	3.5020157316
Rhbdf1	2	-1.18806824
Prss2	1	-0.1911526561
Fbxo28	1	-0.7090312101
LOC102641618	1	-1.5210852094
Vps29	1	-1.6471588138
Clec7a	3	1.6752964312333336
Oxr1	4	1.0886572349749999
Gm6917	1	0.3447550226
Slc25a15	1	1.3662624536
Tasp1	1	0.7112849214
D1Ertd622e	1	0.6249674824
Arfgef1	1	1.6524889315
Itm2c	1	-0.3976250661
Prelid1	1	-1.6038678675
Smim7	1	1.5552190396
Ube2g1	2	0.8031443712999999
Slc38a10	1	-0.8472433704
Hmgcr	1	1.8932467614
Epcam	2	2.2024237858
Anxa4	1	2.3376843198
Stx8	2	-0.494279288937503
LOC102641046	1	1.8353862609
Rexo1	1	-1.2563573995
Tlr3	2	0.4030780507
Tmppe	1	-2.3181449783
Ypel5	1	1.8085574724
Pim2	2	1.4519150255
Txn2	1	0.702117279
Ccdc71l	1	1.2112144935
Crlf2	1	-1.178285335
Cks2	2	0.14651809595833098
Gstm1	4	0.6952206117499999
Stxbp1	1	1.6529097329
Kdm5b	1	0.7109636331
Sirt3	1	-1.0886586408
Clk2	1	-0.868654573
Ncald	1	-0.2114945144
Klhl5	1	0.9344527119
Gorasp2	1	1.3128003159
Degs1	2	0.020823599020829975
Znrf1	1	-1.2613102001
Stk11	1	-1.4118218494
Il17d	1	-0.2292741558
Zfp521	1	1.6276787363
Cask	1	0.5010947093
Clcn4	1	-1.2077452116
Prpf38b	1	-1.4487169486
Tcf25	1	-0.8996291041
Akirin1	1	1.8507394731
Cir1	1	-1.9637859743
Ccdc107	1	-4.0061167469
Sppl2b	2	-0.59164493865
Triobp	1	-1.0382007949
Pld3	1	-0.96558144
Zfand6	1	0.50601258
Plbd1	1	2.3694955134
Cib1	1	-2.6057838803
Arl8b	1	2.38987394
Mynn	1	1.0357082403
Prmt6	1	0.9306888205
Lamp2	5	1.1350153535199998
Dnmt3b	4	-1.078491112425
Exoc7	1	-1.2484002831
Vps4a	1	1.1006215979
Slc25a28	1	-1.7393543563
Ptpmt1	2	-0.29637222080000003
Taf13	1	1.3431646165
Ctbp2	1	-1.039541959
Ddx60	1	0.6512357517
Tex261	1	2.4243301891
Cnn3	1	1.6814711396
Rnf34	1	0.8479458179
Ppp2r5c	1	1.4168139951
Lsm4	1	-1.8369698736
Tor1a	1	-2.0161519161
Cntn1	5	4.0450292376
Ccdc120	1	-0.5019785684
Ankrd46	1	0.2049948916
Atp13a2	3	-0.9513480272
Ddx3x	2	0.813408482
Psmb6	1	-1.6935852986
Gabbr1	1	-0.9095073812
Napa	1	-1.0084309331
Tspan3	1	0.9214750504
Psmc5	1	2.2225419725
Stk16	1	-1.1324602951
Etl4	2	1.5243168737000001
Mcl1	1	-0.9032561212
Plagl2	1	0.2978446355
Apc	1	0.7687346627
Rpl27	1	-0.5199250238
Cftr	2	0.271031462
Akap8	1	-0.7173267901
Memo1	1	0.1766108068
Siah2	1	2.5980511694
Sgf29	1	-1.5525255433
Rap1b	2	1.18252841775
Poc5	1	-0.8438502362
Caprin1	1	0.9005712775
Trpv2	1	-1.960903687
Smc4	1	3.8559487953
Ilkap	1	1.0605018379
Gpr137b-ps	1	1.7333519941
Gm13363	1	1.8006479286
Mrpl43	1	-1.8434476304
Cox6b1	1	-1.3105071975
Ctcf	1	2.2129494478
Dnaja2	1	3.4769303314
Fam43a	1	1.1037795005
Gnb2	1	-1.8293301036
Timm44	1	-1.513993181
Wdfy2	1	-1.1738737993
Itga3	2	1.28489823495
Gadd45gip1	1	-1.7941653655
Spry1	1	1.4015027973
Tpr	1	-0.9701578108
Igf2bp3	1	-0.6335469909
Gm10193	1	1.8236671546
Sec61a1	1	-0.588479798
Wbp1l	1	-0.9184827466
Klhl21	1	1.1267923561
Klk1b4	1	-0.1988911871
Usf2	1	-0.7783313142
Slc12a4	2	-0.6906888139
Rufy1	1	-0.8132804684
Fasn	1	-2.6137410545
Gm2a	1	-0.5603468981
Mff	1	-0.4411189787
Pou2f1	1	-2.1541381634
Pold3	1	-1.8484722371
2810002D19Rik	1	1.663029165
Bub3	1	-0.4619996
Map1lc3b	1	1.1722153004
Gm38431	1	-2.1253108289
Il17ra	1	4.4227776369
Gtpbp4	1	2.6476815893
Ewsr1	1	-1.5833934863
Nectin3	1	0.1786152274
Desi2	1	1.0608026714
Eno1b	1	0.6809508434
Coa6	1	-1.3043127221
Gm6238	1	-1.2986250783
Rab18	1	2.758086491
Mapkapk2	1	0.6177592349
Adrbk1	1	-2.7064238293
Gbp8	1	1.220958642
Rangap1	1	-0.4063765464
Mettl21a	1	0.1992561404
Dctn1	1	-2.7054493376
Scfd1	1	1.0825161179
Tecpr1	1	-3.8229342928
Orc4	1	0.9404056157
Timm13	1	-1.770777863
Lyz2	2	0.045094569949999996
Zfp503	1	0.6962396541
Ints1	1	-1.6675356723
Serbp1	1	1.3125149663
Vamp2	2	-0.8438652233999999
Atp5j2	1	-1.9507113534
March7	1	0.4713775825
Eif2ak4	1	-1.3953052343
Tie1	1	1.0130836174
Abhd4	1	0.3420776188
Sap18b	1	-1.36515962
Eif3i	1	-1.031948015
Eif3a	1	4.1427159836
Ddrgk1	1	-1.4777085338
Crtap	2	0.35701917255000004
Cbarp	1	-1.5855855423
Fstl1	1	-1.2269829446
Ctps2	1	0.1919375304
Igf1r	2	-0.31487443789999997
Prkci	2	-0.07698182920000002
Pon2	1	2.1868234406
Cd47	2	-1.5455570378499999
Papola	1	2.6374886476
Trdn	1	-0.3912831785
Cpt1a	1	0.6952849868
Rab27b	3	1.0070303833333332
Rnpepl1	1	-2.542642545
Bcl2l2	1	-1.2522500733
Nrbf2	1	0.9264938345
Atp6ap1	1	2.0703810583
Azin1	1	1.6237450128
Sytl4	1	-0.2858995541
Las1l	1	-1.59211847
Nfe2l1	1	-0.798819038
Syvn1	1	-0.7871159531
Ppcdc	1	-3.0715100751
Slk	1	1.4874165465
Pigx	1	0.7567410875
Kif1b	1	3.246728652
Rad18	1	0.9783685866
Hmga2	3	-1.9532627925000001
Cmas	2	-0.3310418803
Ppif	1	0.4082605526
0610012G03Rik	1	-1.8420709134
Snca	1	-0.5044506942
Dlgap4	1	-2.043551795
Fkbp1b	1	-0.9947181282
Faap20	1	-1.3238169418
Acad8	1	-0.3057694806
Oprl1	1	-0.4630675065
Puf60	1	-0.5066618958
Fbxo45	1	1.0739850669
Slc16a6	1	-2.4194863
Nelfb	1	-1.2443090968
Sart1	1	-1.7248986034
Pola2	2	-1.4457999899041685
Timm8a2	1	-0.2083478289
Pde4b	1	1.606272685
Mycbpap	1	-0.2624487841
Mycbp	1	1.8345374915
Ccnc	1	1.3361424634
Cadm1	1	0.2086315527
Zadh2	1	0.7835601628
Rab32	1	2.4497760673
March5	1	1.5691290973
Fam184b	1	-1.032536805
Cdadc1	1	2.0068938123
Gns	2	0.41955787945
Mrps15	2	-0.9303580116
Wdr6	1	-0.6255503514
Ppib	1	-1.6061299575
Mvb12a	1	-1.907923373
Lamtor5	1	-1.6215881386
Coq6	1	-0.8194827634
Slc4a2	1	-1.4743667401
Sri	1	0.8730296583
Arl6ip1	1	2.1249650419
Rgs2	1	-0.7871758988
Tspan14	1	3.3432752046
Fastkd2	1	-1.0731440393
Yipf4	1	1.5242765301
Pmaip1	1	1.8854245774
Unc119	1	-1.7903134486
Noc2l	1	-1.8238735624
Fbxw7	1	1.6180620388
Kdm8	1	-0.166439507
Vps39	1	-2.1103890763
Wdr45	1	-1.372455935
Srp14	1	-1.9044230434
Fip1l1	1	-1.014481662
Hmox2	1	-0.6718976744
Nfkb2	1	-1.520097976
Cox18	1	1.7618090526
Ict1	1	-3.8818584941
Hacd1	1	1.0899119438
Eif5	1	1.7967168246
Eral1	1	-2.4916963939
Trem3	2	-1.5393922696
Eid1	2	1.1462812247
Hsd11b1	2	-1.1867062938000001
Srsf7	1	-0.4822379625
Rbbp9	2	-0.10450960265000003
Nptn	1	2.1936739535
AI597479	1	1.5635619735
Mrps18b	1	-1.1222613864
Chmp5	1	1.1525892059
Ube2d3	1	1.3585619938
Tcea1	1	-0.9382158399
Hsp90aa1	2	1.2575725385499998
Vamp3	1	1.4006952154
Zbtb7a	2	0.25936474919999997
Acat1	1	0.6319740664
Pla2g6	1	-2.8699885163
Phf23	1	-1.4782981956
G3bp1	1	2.0372183279
Bcl11a	1	-0.8272131836
Ccdc84	1	-2.5742989739
Cpq	1	1.543101363
Wdr61	1	-0.5921760088
E4f1	1	-2.9612886486
Rp9	1	-2.7645295393
C4a	3	2.523836998433333
Gpr137b	1	-2.0963563813
Plod2	2	0.9367518432999999
Ypel3	1	-1.3959006999
Gdi2	2	0.3096945416
Golga5	1	-0.9355915928
D17H6S56E-5	1	1.9940789861
St13	1	0.9867990299
Ptgs2	2	4.1630277183
Btg2	4	0.45385227347499996
Ccdc86	1	-1.6786081466
Sec16a	1	-1.2632842585
Map1lc3a	1	-1.9744543119
Gm5963	2	0.16633361855
Erlec1	2	0.38801207775
Acot9	1	1.2671580743
Pum2	1	1.1958835763
Sh3d19	1	4.0140866139
Ddt	1	-1.5225688946
Ccdc22	1	-1.3750614194
Usp9x	1	2.0410196175
Pard6b	2	0.55296507815
Commd4	1	-1.8109677494
Man2c1	1	-2.0937213328
Smim10l1	1	1.5365162293
Mbd1	1	-1.2950345415
Tpd52	2	0.73686885945
Ndufs5	1	-2.5376304059
Acot10	1	1.0919629115
Papd4	1	-1.0305849074
Serpini1	1	1.1338302088
Klhdc2	1	1.2373626725
Sra1	1	-1.1387537525
Kifap3	1	1.0900366793
Kat7	1	-2.6855415576
Fam96b	1	-1.9990406576
Prkab1	1	-1.3618037483
Ceacam2	1	-0.1907176816
Riok1	1	-1.0256315825
Eif5b	2	0.7715015976999999
Chtop	1	1.5818075781
Eif2ak2	1	-0.214354052
Tspo	1	-1.132019215
Rspry1	1	0.4136749296
Ubqln4	1	-0.8456792611
Sumo3	1	2.0694893558
Ppp1ca	1	-1.2123748269
Ttn	1	-0.2824401093
Zfy2	1	-0.4026218776
Tnrc6a	1	-1.604135581
Tram1	2	0.9635375294499999
Rnasek	1	-0.4952759412
Mir5136	1	-3.8468945486
Laptm4a	2	1.093511543
Atpaf2	1	-0.7326537954
4922502D21Rik	1	-0.1676203364
A130040M12Rik	1	2.1921171533
Tbc1d24	1	-1.7591862281
Sept2	1	1.3813759785
Prickle4	1	0.9128702209
Scarb1	2	-0.17369661390000002
Pfdn5	1	-0.9183579867
Il2rg	1	1.0544305423
Olfm1	2	0.37265428825
Celf2	1	-0.4529574188
Ms4a4c	3	-0.2864422996666667
Uap1	2	0.25051892405
Rpl13-ps6	1	-0.493018775
Zbtb20	3	-0.6890496685805566
