Gene	Freq_group	Log2FC
Ghitm	1	1.9075284224
Armcx2	1	1.4609041061
Laptm5	2	1.53848776885
Ywhaq	1	1.3582323584
Snip1	1	1.6688155816
Ptdss1	1	1.3924166134
Slc14a1	4	0.958906275652082
Mxd4	1	-2.955674027
H2afj	1	-3.1962101333
Senp2	1	1.589267103
Rmdn3	1	2.2843912503
Anxa6	5	-1.67525130146
Caprin2	1	-1.3453657891
Polr3k	1	-1.397843037
Traf6	1	1.5135241763
Airn	1	-3.2071927913
Mtpn	1	2.5085248293
Sdpr	6	1.8794600495333336
Ncoa1	1	-1.7298367294
Ctsb	1	1.9884078199
Sypl	1	1.0629893363
Nt5c	1	-2.5524328428
Arl6ip5	1	1.9858609086
Gm4604	1	-1.9833855613
Ptcd1	1	-1.109198632
Irak1	2	-1.5484501241
Ubfd1	1	1.1704020974
Tab3	1	1.2024992943
Mmgt2	1	-1.0716024034
Pfn2	3	1.8553993355666665
Tmem80	1	-2.2597824421
Rabepk	1	-0.908227539
Ghr	5	1.3633524540600002
Taldo1	1	-1.3175583605
Bcl10	1	1.2729071975
Slc31a1	1	1.8885178694
Tlk2	1	2.2832855175
Ap5m1	1	-0.8356073883
Gng12	1	2.6299077565
Eif3g	1	-2.4288216705
Atp6v0b	1	-1.3093503935
Gm10698	1	3.3943412639
Pxn	1	-0.9849185761
Stt3a	1	1.928786745
C80068	1	-2.3464720998
Kit	1	1.7851519721
Epb41l1	1	-0.8035147444
Il17re	3	-0.08988255226666665
Cramp1l	1	-2.2772992148
Eftud2	1	-1.4643785595
Myl12b	1	-1.3431878836
Trmt1	1	-1.435104
Eif4g2	1	2.2238332879
Atad3a	1	-3.2286526474
Nsun2	1	1.7864495893
Dtymk	2	-0.9902868036
Tkt	1	1.9496781361
Supt5	1	-1.7166964334
Rpp21	1	-1.4788148426
Atp6v1a	2	1.15628284505
Serinc3	3	1.0579596059666667
Cstf2	1	0.942663551
Ubqln1	1	1.4334143239
Gm15210	1	-0.9383423575
Rrp8	1	2.2312213036
Riok2	1	1.9320188874
Lgals1	4	-2.172622983320835
Rdx	1	2.5913629648
Acy1	2	-1.3116404729
Srsf2	2	-0.06689028215000004
Tsta3	1	-2.2933351253
Med19	1	1.69862215
Akap8l	1	-2.790176754
Mndal	1	-3.0043581245
Tpp2	1	5.4653495876
Sys1	1	-1.156848468
Pias1	1	1.0631724473
Ier3ip1	1	-1.6164510059
Mtmr14	1	-1.0695803206
Map2k2	1	-0.7094336658
Kif2c	2	-1.7955961335500001
Elmo2	1	1.0963220341
Abl1	1	-0.611949084
Ripk3	1	-1.508809694
Myo1g	1	-2.5955014084
Ankrd10	1	0.9937595221
Sin3a	1	0.7214886573
Pafah1b1	1	1.799636566
Anxa5	3	0.7687927300666666
Ppm1a	1	3.4740262275
Neurl4	1	-3.0943407499
Ppp1cb	2	1.2022466442
Smu1	1	1.9575371636
Tbl1x	2	0.7917445834500001
Rrm2	3	-0.3241229794
Homer1	2	0.8226883978499999
Tgs1	1	3.8232893748
Rab14	1	-1.0264175813
Abcf3	1	-0.8486864156
Cox5b	1	-2.3401075569
Ndufb10	1	-1.9710968628
Kansl2	1	-1.0210992536
Fam63a	2	-0.08671897689999997
Sirt7	2	-0.9507406019
Vav3	2	0.56397745125
D16Ertd472e	1	1.6612489815
Metap2	1	0.7650360837
Cmpk1	2	1.2121998008000001
Tm9sf3	1	1.1086430654
Lta4h	1	-1.1584293485
Tsr1	1	1.8820245053
Cmtm8	1	-1.0223504264
Rnf115	1	2.6263981883
Purb	1	2.594161396
Rnaseh2c	1	-3.345199787
Ctnnb1	1	4.2879877
Tmem135	1	2.5767687054
Bet1l	1	-1.0810705259
Sin3b	1	-0.9467004538
Hdgfrp2	1	-1.7273857244
Dnpep	1	-1.4988999193
Mfsd14b	1	2.8332542319
Rnf20	1	3.4958100318
Rpe	1	0.9759272202
Ppox	1	-1.9110849191
Slc35a4	1	0.5117788877
Cklf	1	-2.3039195286
Lcp2	1	2.8359413099
Prr13	1	1.2154217
LOC100861978	1	-2.123488044
Sirpa	2	-1.12217962115
Slc9a3r2	1	-1.1075973406
Rab4b	1	-0.5312600033
Edc4	1	-2.5023553073
Nsf	2	1.59055751255
Bre	1	1.5602733064
Pa2g4	1	1.575729834
Golph3l	1	1.7035997105
Sdf2	1	-0.7669969825
Qars	1	-0.58556099
Plec	1	-0.5515185141
Arhgap21	1	2.2883933484
Ehd4	1	1.1738222736
Celf1	2	-1.42808877705
Fam46c	3	1.9497671356666666
Elk3	1	0.7290623341
Emsy	1	-2.0955276318
Mrfap1	1	1.4730366925
Sgms1	2	1.64392842635
Rapgef1	1	-1.9393626549
Pagr1a	1	-1.9285373081
Tuba4a	1	1.069058961
Adi1	1	1.715737342
Ankrd13c	1	1.8993406665
Smarca5	1	4.5265503526
Acaa1a	1	-0.8573654058
Bhlhe40	3	1.7188671042
Kif22	2	-1.6054367488
Api5	1	1.5513227833
Polr1c	1	-0.55130955
Ints12	2	1.3621431569999998
Nifk	1	0.5328415641
Mras	1	-0.613608841
Mgea5	2	0.92730875595
Rad23b	1	2.0751031506
Zfx	1	3.0893947834
Chpt1	1	-1.3425067398
Set	1	2.8385734413
Usp3	1	-1.0200948403
Slc25a39	1	0.8471152004
Tmx1	2	1.1251340771
Dusp6	1	2.8139536983
Polr2c	1	-1.8754702864
Tcf4	1	-0.8275651891
Slc44a1	3	0.9525330307333334
Rap2c	1	1.3439830684
Tshz1	1	-1.5556512284
Glrx2	1	1.5146512264
Cherp	2	-1.00436441105
Rrbp1	1	-1.4439027285
Med28	1	2.1959471499
Ube2f	1	0.7488521626
Atp1b3	1	1.8301054713
Samm50	1	-0.884636845
Ap2m1	1	1.2643749893
Prrc1	1	-0.8925742185
Usp48	1	-1.0233454708
Rora	2	1.40342566125
Acin1	1	-1.1290440925
Pex6	2	-1.94447962545
Ing3	1	0.9153593422
Ppp5c	1	-1.6789281738
Cops7b	1	-3.2312079231
Mtx1	1	-1.7876465038
Fcho1	2	-1.8517508134499998
Gba2	1	-1.9376013329
Hnrnpl	2	0.7177792642
Lgalsl	2	-0.41114683495000004
Pdpk1	1	-0.7613571034
Zbtb44	1	1.9370152428
Cdk16	1	-1.8671603516
Cct2	1	0.5410653425
H2-Ke6	1	-1.0622199344
Rpl18	1	-1.093438375
Ercc6l	2	-1.4934478206500001
Dgkz	1	-1.7921995938
Skap2	1	2.3314955881
Endog	1	-0.5843987695
Cpne1	1	0.9963765038
Bud31	1	-2.0150803675
Ripk4	3	3.911580195066666
Sptan1	1	-1.0996431715
Ptrf	1	1.735324826
Stk40	2	-0.7247453332
Timp3	3	1.5400722748666666
Tiprl	1	2.0176633969
Cog1	1	-0.7564935317
Gch1	2	-0.61916816265
Abhd16a	1	-1.6569724265
F11r	2	1.75495553565
AA416453	1	-0.5742148938
Smad7	1	1.3905416828
Pip4k2a	1	1.241646663
Mrps9	1	-0.8693664213
Dcpp2	1	-0.4216958616
Chchd10	1	-2.3170632696
Gars	1	0.5766525781
Ipo8	1	0.8137216303
Yrdc	1	0.5272466111
Arap2	2	1.7780623195
Brd8	1	-1.3960995064
AI504432	2	-1.4420369824000001
AW209491	1	-1.2916235301
Mgat2	1	1.6296998389
Pim3	1	-1.0789214705
Cacybp	1	0.5476780537
Zbtb17	2	-1.13276754165
Twsg1	1	2.4983483843
Trip12	1	-0.6192336371
Hspa5	1	2.0102556305
Mef2c	5	0.819002683063332
Spin1	1	1.7252302916
Ndufs7	1	-1.5407545869
Arhgef12	2	1.3870293740500002
Ccdc50	1	1.6418492023
Cytip	5	1.07130863528
Ift46	1	-2.1282084741
Tcf7l2	1	1.8395828339
Exosc4	1	-3.506553449
Prpsap1	1	-1.8057422729
Prps1l3	1	1.6078913338
Efna1	6	1.0374129195166668
Parvg	3	-0.11843147926666865
Cnot2	1	-1.1030051688
Sertad2	2	1.16043649155
Ptk2	1	-0.5782230314
Ivd	1	-1.3855710205
Hip1r	1	-1.7561092636
Bop1	1	-1.0801840661
Exosc10	1	-3.2488553301
Mapk6	1	4.3837498906
Zfp821	1	-0.4196403125
Slain1	1	1.5701488343
Pabpn1	1	-1.0921017763
Dnttip2	1	3.5988128895
Ndn	4	0.819036996725
Atp13a1	1	-2.3160143043
Tle2	2	-1.58663552105
Foxo1	2	1.01474164975
Mfsd5	1	1.048078088
Ppat	1	2.1406964011
Anks3	1	-1.9534808789
Dyrk1a	1	2.2848671434
Pdia3	1	4.5569089943
Gpbp1	1	1.9902697488
Ranbp10	1	-0.9600521247
Pigo	1	-1.2408298183
Gng11	3	0.3480621830333333
Ola1	1	1.7795983788
Mir142	1	-2.706378263
Scn7a	1	-0.3926112486
Ube2j1	1	1.6383807259
Abhd10	1	-0.6675415135
Golga4	1	2.0646908065
Slc6a6	1	2.8277594366
Med16	1	-2.1785550225
Bzw1	1	4.0474932113
Sumo1	1	1.0606570563
2900097C17Rik	1	0.87840457
Eif2s3x	1	1.0876499049
Luc7l3	1	-1.2882320675
4933413G19Rik	1	-1.4551325063
Zfp526	1	-1.3781038053
Mrpl50	1	1.086584118
Ddit3	2	-1.1183792289499999
Tmod3	2	1.07551152
Tceb2	1	-2.5796196493
Atf2	1	0.5497184769
Psenen	1	-1.3718594238
Ppan	2	-1.1230267422
Supt20	1	-1.9613225599
Elovl6	1	0.5879133873
Zfp148	1	-2.2770882425
Ppp4r2	1	1.1356848175
Commd1	1	-0.7213404442
Uhrf1bp1l	3	1.6945060988666665
Hs6st1	1	3.9129444218
Golph3	1	2.8226377048
Sf3b5	1	-2.8280995266
Topbp1	1	0.5872071104
Msmo1	2	1.5188884249
Gm2036	1	-1.5464510891
Gm10015	1	1.1486919435
Cct7	1	1.1988923864
Ythdf2	1	0.68512418
Itgb1	1	3.6149144654
Gabarapl1	3	0.7815217803333333
Tjap1	1	-1.3325778673
Vim	2	-1.0199931795
Necap2	1	-1.3931667844
Aph1a	1	-2.247911579
Stk11ip	1	-0.6104559189
	4	0.651089367264583
Hmha1	1	-1.780111378
Fuca1	1	-0.364107179
Pex11a	2	1.501424365
Trim12a	1	-1.1389031708
Flii	1	-1.1876027666
Trp53rka	2	-0.04295591244999997
Pkm	2	0.96180696055
Rpl35	1	-1.34946179
Cnppd1	1	-0.6121343754
Sdcbp	3	1.1346600890333334
Fam65a	1	-1.7268318125
Kansl1	1	1.8127399408
Mat2b	1	3.5049660068
Gm44505	1	-0.4494339059
A230050P20Rik	1	-3.1561402013
Anapc15	1	-0.9814290864
Mydgf	1	0.8183071186
Afg3l1	1	-0.4373911189
Cox15	1	-0.9048138474
Get4	1	-0.7581432464
Vps11	1	-1.5408941306
Fam189b	1	-1.3650721119
Wwp2	3	0.5325082607333333
Zfp68	1	-0.7736802931
Mettl17	1	-1.5991790531
Hmces	1	-1.1544547529
Atxn7l3b	1	-2.1232555654
Idh3a	1	0.5724654883
Rbl2	2	1.05809043955
Coro1a	2	-1.27952020955
Wdr33	1	1.833075922
Dhx16	1	-1.1008379629
Vill	1	-1.7952178483
Chkb	1	-1.5918106189
Pask	3	-0.5046245838333333
Wdr46	1	-0.84964839
Prodh	1	-1.2545930474
Chmp1a	1	1.6026850026
Opa3	1	-0.7974234275
Kctd5	1	2.5936033555
Luc7l	1	1.3200867795
Stam	1	1.6056862714
Surf6	1	0.807469422
Sirt2	1	-1.4107720519
Tacc3	3	-1.1873560535999998
Stx7	3	0.6077883386
Spcs3	1	1.2151842144
Klf9	1	0.5875182763
H2-Q9	1	-0.91999494
Nudt4	1	3.3062963159
Rab2b	1	0.9185920241
Tspan6	2	0.08739815436249498
Zranb1	1	-2.1857547143
Tm2d3	1	2.0939830445
LOC102641923	2	1.8796048009000001
D930016D06Rik	1	-1.969319106
Fgfr1op2	1	0.4858313241
Rab26os	1	-0.6221724886
Map6	1	-0.3296305669
Clk3	1	-1.8209626946
Khdrbs1	1	0.3621984513
Echdc1	1	1.7372883835
Armcx3	1	1.7251950328
Mef2d	1	-1.419341971
Ifnar2	1	-2.4228549636
Zpr1	1	-1.1221303494
Klf10	2	0.97016652285
Stat4	1	1.9988537499
Card19	1	-1.3345985441
Timm10b	1	-1.7777069576
Vapa	1	1.2537830168
Mis18bp1	1	0.648886746
Akr1d1	1	-0.346078057
Ap1g2	1	-2.887863293
Sp1	1	-0.598400745
Gm8842	1	-0.5213761338
Edem2	1	-2.1113643385
Elp3	1	0.4554228869
Hook2	1	-1.9253736824
Stk19	2	-0.72005037055
Dag1	1	0.9198468067
Scaf11	1	3.109351562
Tnip1	2	-1.0048342278
Mrpl28	1	-1.9678491094
Aldh9a1	1	2.2674154669
Ddhd2	1	-1.3476610083
Unc45a	1	-1.3485342993
Cct3	1	4.697152987
Sppl3	1	-2.8227410836
Becn1	1	1.177118455
Nisch	1	-1.6484922938
Ndufs8	1	-2.9834270475
Acly	1	0.5796309618
Zfp207	2	-0.5753253331000001
Ptprv	3	-0.6434420506
9430015G10Rik	2	-0.8347016291
Pan2	1	-0.9241324099
Mesdc2	1	1.9582254205
Tle3	1	1.5790335879
Tfg	1	1.3168567834
Satb1	6	-1.227677181741667
Nr4a2	2	1.5615502831499999
Gja1	2	2.4003448222
Tnfaip8	1	2.2646221375
Dnajb6	2	1.33760378365
Mrpl33	1	-0.9974443081
Hagh	1	-1.0575869628
Gm15583	1	0.6502704748
Foxp1	2	-0.87805493365
Rab2a	3	0.26977754243333335
Kcnn4	1	-1.2085356798
Ppp2r2d	1	-1.0530406974
Gfpt2	1	2.419624414
Lgals8	1	0.9761318569
Tead2	1	-2.0380212588
Dus1l	1	-2.0294946705
Poglut1	1	1.7506548988
Ndfip1	1	1.6376450785
Rnf146	1	0.5775467585
Pgam1	1	0.7864651087
Scyl1	1	-2.0689643394
Zfp455	1	-0.3925328947
Ccnd2	3	-0.7400277674333333
Psen1	1	0.5922721908
Sec62	1	1.3980152593
Ndufb11	1	-0.5126004825
Nek9	1	-0.56670978
Zbed6	1	-2.329335153
Ptpn9	1	0.4114146986
Emilin1	1	-2.9273809248
Mrpl3	1	-1.2939820531
B3gat3	1	-1.7936122465
Scrib	1	-1.152984463
Colgalt1	2	-0.16258438484999999
Hnrnpf	1	1.9437577529
Fermt3	1	-1.1983374365
5830411J07Rik	1	-0.4389540191
Ibtk	1	2.4856985225
Tardbp	1	-0.6142501635
Sell	4	-0.6284439065833325
Gm20559	1	-1.5681172628
Pck2	1	-1.4276703586
Agfg1	1	1.5415228403
Map4k4	1	-1.2516899031
Nlgn2	1	-0.9059080497
Csnk2a2	1	-1.4218823825
Mtmr6	1	2.762589912
Nr4a1	2	0.7033174610499999
Atxn2	1	0.7741206122
Atxn10	1	1.5337521879
Enpp1	2	0.63301179295
Cd274	1	1.5503662336
Cbfa2t3	1	-0.5412133887
Rnf126	2	-0.3894258328
Rpgrip1	1	-0.4585403076
Arf4	1	1.9788451661
Rxrb	1	-0.7643426715
Trp53inp2	1	-1.4452292238
Rhno1	1	-2.1543603316
Vamp4	1	-0.4400567596
Ywhaz	2	0.38883582669999994
Suv420h2	1	-1.4112199548
Gnpda2	3	0.5122647743000001
Uchl5	1	1.9917619733
Lsm10	1	-2.350688283
Htra2	1	-1.1440621901
Mthfr	1	-1.8120609695
Asph	3	0.7655571439333334
Zfp790	1	1.012570945
Msn	1	2.080325805
Gna13	2	0.17951677
Eng	1	-1.6823566623
Tarbp2	1	-1.742491604
Zfyve19	1	-0.8506815222
Nmnat3	1	0.4048728589
Dtx2	1	-1.6474076515
Srf	1	1.5856861853
Ugcg	1	2.306877928
Tmem160	1	-1.4306468729
Gm12657	1	0.7385153163
Aftph	1	1.8040776393
Rnmt	1	1.0998687705
Akr1b10	1	-2.7177121373
Rac1	2	0.65866217565
C76554	1	-2.2196827055
Lemd2	1	-1.7699342448
Slf1	1	-0.5411260314
Actr3	1	2.5165030469
Stat3	3	0.7463309162666666
Hsp90b1	2	0.32577474655
Dleu2	1	-0.7220435535
Stub1	1	-1.4246967436
Kpna1	1	1.2131510488
Krcc1	1	2.4743262524
Rad54l	2	-1.26845938995
Psat1	1	1.3001571376
Hnrnpr	1	1.1796897133
Mob1a	1	1.1687818629
Ptcd2	1	-1.7592104584
Arhgap9	2	-1.53570408165
Cep350	2	0.23308606669999998
Gm12191	1	0.4208207238
Ddx27	1	-2.5598830313
Mrps26	1	-1.873512755
Srpk2	1	1.8228760419
Ythdf1	1	1.7685872106
Kpna2	1	1.5858309428
Creb3	1	-0.3958882931
Hspa14	1	-0.755490442
Med12	1	-1.5826059234
Actg1	2	0.1493974974
Ttc13	2	-0.7345796889
Atg16l1	1	-1.8686064594
Ptpn21	1	0.6525524092
Atp8a1	1	2.9321369184
Tars2	1	-0.7158595191
Mtmr9	1	-1.349264245
